sample_id,subset,oil_label,surface_context,image_path,image_width,image_height,land_mask_path,safe_water_mask_path,mask_source,coast_buffer_pixels,polygon_count,land_pixels,land_ratio,safe_water_pixels,safe_water_ratio,excluded_pixels,excluded_ratio,generation_status,eligible_for_training,locked_test_used,final_land_mask_path,final_safe_water_mask_path,final_mask_source,manual_verified,eligible_for_water_model
nc:nc-0011-00-000011,nc,0,coast,data/external/dartis/raw/nc/nc-0011-00-000011.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0011-00-000011.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0011-00-000011.png,OSM_GEOGRAPHIC_MASK,8,1,104963,0.25625732421875,296425,0.72369384765625,113175,0.27630615234375,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0011-00-000011.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0011-00-000011.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0012-00-000012,nc,0,coast,data/external/dartis/raw/nc/nc-0012-00-000012.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0012-00-000012.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0012-00-000012.png,OSM_GEOGRAPHIC_MASK,8,1,37677,0.09198486328125,363695,0.88792724609375,45905,0.11207275390625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0012-00-000012.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0012-00-000012.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0013-00-000013,nc,0,coast,data/external/dartis/raw/nc/nc-0013-00-000013.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0013-00-000013.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0013-00-000013.png,OSM_GEOGRAPHIC_MASK,8,1,191168,0.46671875,204250,0.4986572265625,205350,0.5013427734375,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0013-00-000013.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0013-00-000013.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0014-00-000014,nc,0,coast,data/external/dartis/raw/nc/nc-0014-00-000014.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0014-00-000014.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0014-00-000014.png,OSM_GEOGRAPHIC_MASK,8,3,269626,0.6582666015625,122709,0.29958251953125,286891,0.70041748046875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0014-00-000014.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0014-00-000014.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0015-00-000015,nc,0,coast,data/external/dartis/raw/nc/nc-0015-00-000015.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0015-00-000015.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0015-00-000015.png,OSM_GEOGRAPHIC_MASK,8,4,106219,0.25932373046875,296086,0.7228662109375,113514,0.2771337890625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0015-00-000015.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0015-00-000015.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0016-00-000016,nc,0,coast,data/external/dartis/raw/nc/nc-0016-00-000016.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0016-00-000016.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0016-00-000016.png,OSM_GEOGRAPHIC_MASK,8,1,71361,0.17422119140625,331725,0.80987548828125,77875,0.19012451171875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0016-00-000016.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0016-00-000016.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0017-00-000017,nc,0,coast,data/external/dartis/raw/nc/nc-0017-00-000017.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0017-00-000017.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0017-00-000017.png,OSM_GEOGRAPHIC_MASK,8,1,15266,0.0372705078125,384460,0.938623046875,25140,0.061376953125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0017-00-000017.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0017-00-000017.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0018-00-000018,nc,0,coast,data/external/dartis/raw/nc/nc-0018-00-000018.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0018-00-000018.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0018-00-000018.png,OSM_GEOGRAPHIC_MASK,8,1,275060,0.671533203125,126530,0.3089111328125,283070,0.6910888671875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0018-00-000018.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0018-00-000018.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0019-00-000019,nc,0,coast,data/external/dartis/raw/nc/nc-0019-00-000019.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0019-00-000019.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0019-00-000019.png,OSM_GEOGRAPHIC_MASK,8,1,109811,0.26809326171875,291051,0.71057373046875,118549,0.28942626953125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0019-00-000019.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0019-00-000019.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0020-00-000020,nc,0,coast,data/external/dartis/raw/nc/nc-0020-00-000020.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0020-00-000020.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0020-00-000020.png,OSM_GEOGRAPHIC_MASK,8,1,218207,0.53273193359375,177835,0.43416748046875,231765,0.56583251953125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0020-00-000020.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0020-00-000020.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0021-00-000021,nc,0,coast,data/external/dartis/raw/nc/nc-0021-00-000021.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0021-00-000021.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0021-00-000021.png,OSM_GEOGRAPHIC_MASK,8,1,327720,0.80009765625,75160,0.18349609375,334440,0.81650390625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0021-00-000021.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0021-00-000021.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0022-00-000022,nc,0,coast,data/external/dartis/raw/nc/nc-0022-00-000022.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0022-00-000022.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0022-00-000022.png,OSM_GEOGRAPHIC_MASK,8,1,10651,0.02600341796875,387120,0.9451171875,22480,0.0548828125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0022-00-000022.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0022-00-000022.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0023-00-000023,nc,0,coast,data/external/dartis/raw/nc/nc-0023-00-000023.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0023-00-000023.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0023-00-000023.png,OSM_GEOGRAPHIC_MASK,8,2,99561,0.24306884765625,300662,0.7340380859375,108938,0.2659619140625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0023-00-000023.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0023-00-000023.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0024-00-000024,nc,0,coast,data/external/dartis/raw/nc/nc-0024-00-000024.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0024-00-000024.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0024-00-000024.png,OSM_GEOGRAPHIC_MASK,8,3,379884,0.927451171875,23965,0.05850830078125,385635,0.94149169921875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0024-00-000024.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0024-00-000024.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0025-00-000025,nc,0,coast,data/external/dartis/raw/nc/nc-0025-00-000025.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0025-00-000025.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0025-00-000025.png,OSM_GEOGRAPHIC_MASK,8,1,166133,0.40559814453125,234828,0.573310546875,174772,0.426689453125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0025-00-000025.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0025-00-000025.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0026-00-000026,nc,0,coast,data/external/dartis/raw/nc/nc-0026-00-000026.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0026-00-000026.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0026-00-000026.png,OSM_GEOGRAPHIC_MASK,8,3,181709,0.44362548828125,208527,0.50909912109375,201073,0.49090087890625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0026-00-000026.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0026-00-000026.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0027-00-000027,nc,0,coast,data/external/dartis/raw/nc/nc-0027-00-000027.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0027-00-000027.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0027-00-000027.png,OSM_GEOGRAPHIC_MASK,8,1,31591,0.07712646484375,373305,0.91138916015625,36295,0.08861083984375,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0027-00-000027.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0027-00-000027.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0028-00-000028,nc,0,coast,data/external/dartis/raw/nc/nc-0028-00-000028.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0028-00-000028.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0028-00-000028.png,OSM_GEOGRAPHIC_MASK,8,2,729,0.00177978515625,407584,0.995078125,2016,0.004921875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0028-00-000028.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0028-00-000028.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0029-00-000029,nc,0,coast,data/external/dartis/raw/nc/nc-0029-00-000029.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0029-00-000029.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0029-00-000029.png,OSM_GEOGRAPHIC_MASK,8,2,230086,0.5617333984375,166476,0.406435546875,243124,0.593564453125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0029-00-000029.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0029-00-000029.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0030-00-000030,nc,0,coast,data/external/dartis/raw/nc/nc-0030-00-000030.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0030-00-000030.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0030-00-000030.png,OSM_GEOGRAPHIC_MASK,8,2,37753,0.09217041015625,351116,0.857216796875,58484,0.142783203125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0030-00-000030.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0030-00-000030.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0031-00-000031,nc,0,coast,data/external/dartis/raw/nc/nc-0031-00-000031.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0031-00-000031.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0031-00-000031.png,OSM_GEOGRAPHIC_MASK,8,2,42867,0.10465576171875,358452,0.875126953125,51148,0.124873046875,SUCCESS,True,False,data/annotations/v06_land_manual/land/nc/nc-0031-00-000031.png,data/annotations/v06_land_manual/safe_water/nc/nc-0031-00-000031.png,MANUAL_CORRECTION,True,True
nc:nc-0032-00-000032,nc,0,coast,data/external/dartis/raw/nc/nc-0032-00-000032.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0032-00-000032.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0032-00-000032.png,OSM_GEOGRAPHIC_MASK,8,1,111886,0.2731591796875,289089,0.70578369140625,120511,0.29421630859375,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0032-00-000032.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0032-00-000032.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0033-00-000033,nc,0,coast,data/external/dartis/raw/nc/nc-0033-00-000033.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0033-00-000033.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0033-00-000033.png,OSM_GEOGRAPHIC_MASK,8,1,68411,0.16701904296875,322795,0.78807373046875,86805,0.21192626953125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0033-00-000033.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0033-00-000033.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0034-00-000034,nc,0,coast,data/external/dartis/raw/nc/nc-0034-00-000034.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0034-00-000034.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0034-00-000034.png,OSM_GEOGRAPHIC_MASK,8,3,11313,0.02761962890625,388104,0.94751953125,21496,0.05248046875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0034-00-000034.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0034-00-000034.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0035-00-000035,nc,0,coast,data/external/dartis/raw/nc/nc-0035-00-000035.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0035-00-000035.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0035-00-000035.png,OSM_GEOGRAPHIC_MASK,8,25,13947,0.03405029296875,383064,0.93521484375,26536,0.06478515625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0035-00-000035.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0035-00-000035.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0036-00-000036,nc,0,coast,data/external/dartis/raw/nc/nc-0036-00-000036.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0036-00-000036.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0036-00-000036.png,OSM_GEOGRAPHIC_MASK,8,2,209724,0.512021484375,190629,0.46540283203125,218971,0.53459716796875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0036-00-000036.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0036-00-000036.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0037-00-000037,nc,0,coast,data/external/dartis/raw/nc/nc-0037-00-000037.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0037-00-000037.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0037-00-000037.png,OSM_GEOGRAPHIC_MASK,8,4,269768,0.65861328125,123976,0.30267578125,285624,0.69732421875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0037-00-000037.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0037-00-000037.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0038-00-000038,nc,0,coast,data/external/dartis/raw/nc/nc-0038-00-000038.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0038-00-000038.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0038-00-000038.png,OSM_GEOGRAPHIC_MASK,8,1,377492,0.921611328125,25137,0.06136962890625,384463,0.93863037109375,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0038-00-000038.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0038-00-000038.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0039-00-000039,nc,0,coast,data/external/dartis/raw/nc/nc-0039-00-000039.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0039-00-000039.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0039-00-000039.png,OSM_GEOGRAPHIC_MASK,8,1,8108,0.019794921875,399124,0.974423828125,10476,0.025576171875,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0039-00-000039.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0039-00-000039.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0040-00-000040,nc,0,coast,data/external/dartis/raw/nc/nc-0040-00-000040.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0040-00-000040.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0040-00-000040.png,OSM_GEOGRAPHIC_MASK,8,3,79025,0.19293212890625,319903,0.78101318359375,89697,0.21898681640625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0040-00-000040.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0040-00-000040.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0041-00-000041,nc,0,coast,data/external/dartis/raw/nc/nc-0041-00-000041.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0041-00-000041.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0041-00-000041.png,OSM_GEOGRAPHIC_MASK,8,1,331663,0.80972412109375,71114,0.1736181640625,338486,0.8263818359375,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0041-00-000041.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0041-00-000041.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0042-00-000042,nc,0,coast,data/external/dartis/raw/nc/nc-0042-00-000042.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0042-00-000042.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0042-00-000042.png,OSM_GEOGRAPHIC_MASK,8,1,86613,0.21145751953125,315923,0.77129638671875,93677,0.22870361328125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0042-00-000042.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0042-00-000042.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0043-00-000043,nc,0,coast,data/external/dartis/raw/nc/nc-0043-00-000043.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0043-00-000043.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0043-00-000043.png,OSM_GEOGRAPHIC_MASK,8,2,26666,0.0651025390625,377703,0.92212646484375,31897,0.07787353515625,SUCCESS,True,False,data/annotations/v06_land_manual/land/nc/nc-0043-00-000043.png,data/annotations/v06_land_manual/safe_water/nc/nc-0043-00-000043.png,MANUAL_CORRECTION,True,True
nc:nc-0044-00-000044,nc,0,coast,data/external/dartis/raw/nc/nc-0044-00-000044.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0044-00-000044.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0044-00-000044.png,OSM_GEOGRAPHIC_MASK,8,1,32581,0.07954345703125,371790,0.9076904296875,37810,0.0923095703125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0044-00-000044.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0044-00-000044.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0045-00-000045,nc,0,coast,data/external/dartis/raw/nc/nc-0045-00-000045.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0045-00-000045.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0045-00-000045.png,OSM_GEOGRAPHIC_MASK,8,10,851,0.00207763671875,405366,0.9896630859375,4234,0.0103369140625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0045-00-000045.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0045-00-000045.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0046-00-000046,nc,0,coast,data/external/dartis/raw/nc/nc-0046-00-000046.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0046-00-000046.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0046-00-000046.png,OSM_GEOGRAPHIC_MASK,8,1,399912,0.97634765625,6407,0.01564208984375,403193,0.98435791015625,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0046-00-000046.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0046-00-000046.png,OSM_GEOGRAPHIC_MASK,False,False
nc:nc-0047-00-000047,nc,0,coast,data/external/dartis/raw/nc/nc-0047-00-000047.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0047-00-000047.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0047-00-000047.png,OSM_GEOGRAPHIC_MASK,8,3,59523,0.14531982421875,333011,0.81301513671875,76589,0.18698486328125,SUCCESS,True,False,data/derived/v06_water_masks_homography/land/nc/nc-0047-00-000047.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0047-00-000047.png,OSM_GEOGRAPHIC_MASK,False,False
