sample_key,dataset_group,split,split_file,split_csv_row,image_path,mask_path,split_conflict,image_open_ok,mask_open_ok,same_shape,expected_bands,same_crs,transform_exact,transform_close_1e_9,transform_close_1e_6,transform_max_abs_difference,image_width,image_height,image_bands,mask_width,mask_height,mask_bands,mask_nodata,mask_unique_values,mask_values_valid,image_band1_min,image_band1_max,image_band2_min,image_band2_max,inspection_error,pixel_training_eligible
flood:test:India_399883_S1Hand:8f7c38aeb40b,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,25,data/external/sen1floods11/flood_sar/India_399883_S1Hand.tif,data/external/sen1floods11/flood_mask/India_399883_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-48.932979583740234,0.924241840839386,-56.64678192138672,-4.948674201965332,,True
flood:test:India_44475_S1Hand:0c475636a11d,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,19,data/external/sen1floods11/flood_sar/India_44475_S1Hand.tif,data/external/sen1floods11/flood_mask/India_44475_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-24.184703826904297,5.990004062652588,-45.035789489746094,0.3613256812095642,,True
flood:test:India_570384_S1Hand:51e111426985,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,18,data/external/sen1floods11/flood_sar/India_570384_S1Hand.tif,data/external/sen1floods11/flood_mask/India_570384_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-35.934242248535156,13.73193073272705,-50.00730895996094,8.522713661193848,,True
flood:test:India_591317_S1Hand:31aa2fcb0e02,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,13,data/external/sen1floods11/flood_sar/India_591317_S1Hand.tif,data/external/sen1floods11/flood_mask/India_591317_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-49.67542266845703,10.636155128479004,-53.18480682373047,-0.548915445804596,,True
flood:test:India_592446_S1Hand:73a52dea28e6,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,22,data/external/sen1floods11/flood_sar/India_592446_S1Hand.tif,data/external/sen1floods11/flood_mask/India_592446_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-47.779842376708984,7.660681247711182,-48.4382438659668,-3.9168131351470947,,True
flood:test:India_631692_S1Hand:51e66b9232c6,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,24,data/external/sen1floods11/flood_sar/India_631692_S1Hand.tif,data/external/sen1floods11/flood_mask/India_631692_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-24.175580978393555,2.5097672939300537,-29.22733497619629,-4.457502841949463,,True
flood:test:India_747992_S1Hand:39153c14330b,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,14,data/external/sen1floods11/flood_sar/India_747992_S1Hand.tif,data/external/sen1floods11/flood_mask/India_747992_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-38.07270812988281,9.851446151733398,-47.86728286743164,-1.39195716381073,,True
flood:test:India_772630_S1Hand:547b38282b73,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,23,data/external/sen1floods11/flood_sar/India_772630_S1Hand.tif,data/external/sen1floods11/flood_mask/India_772630_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-29.494007110595703,11.588814735412598,-47.682125091552734,1.9575787782669067,,True
flood:test:India_79637_S1Hand:f71828f8cadc,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,15,data/external/sen1floods11/flood_sar/India_79637_S1Hand.tif,data/external/sen1floods11/flood_mask/India_79637_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-27.05678939819336,6.290122032165527,-47.405487060546875,-0.4672885239124298,,True
flood:test:India_80221_S1Hand:73e7b97e7e5f,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,20,data/external/sen1floods11/flood_sar/India_80221_S1Hand.tif,data/external/sen1floods11/flood_mask/India_80221_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-47.691627502441406,8.930299758911133,-53.199344635009766,-5.561323642730713,,True
flood:test:India_828067_S1Hand:7c2bf605db37,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,17,data/external/sen1floods11/flood_sar/India_828067_S1Hand.tif,data/external/sen1floods11/flood_mask/India_828067_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-30.58640480041504,19.380794525146484,-48.2692985534668,11.045951843261719,,True
flood:test:India_900498_S1Hand:550f35ed3db3,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,12,data/external/sen1floods11/flood_sar/India_900498_S1Hand.tif,data/external/sen1floods11/flood_mask/India_900498_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-48.26825714111328,2.0556297302246094,-53.7394905090332,-5.647802352905273,,True
flood:test:India_952728_S1Hand:0067401d8895,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,16,data/external/sen1floods11/flood_sar/India_952728_S1Hand.tif,data/external/sen1floods11/flood_mask/India_952728_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-31.83875274658203,20.504467010498047,-48.283687591552734,12.556062698364258,,True
flood:test:Mekong_1443339_S1Hand:a210be3594ac,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,28,data/external/sen1floods11/flood_sar/Mekong_1443339_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1443339_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-46.6623420715332,11.692955017089844,-52.33989715576172,3.783937692642212,,True
flood:test:Mekong_254910_S1Hand:e70a4bf8f7b8,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,30,data/external/sen1floods11/flood_sar/Mekong_254910_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_254910_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-33.60940170288086,1.2316908836364746,-49.24321746826172,-5.795480251312256,,True
flood:test:Mekong_333434_S1Hand:ddc0f407e5fb,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,26,data/external/sen1floods11/flood_sar/Mekong_333434_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_333434_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-38.41206359863281,7.670294761657715,-43.44799041748047,-7.934159278869629,,True
flood:test:Mekong_382276_S1Hand:256aa9e1f838,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,29,data/external/sen1floods11/flood_sar/Mekong_382276_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_382276_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-32.358314514160156,12.733827590942383,-46.940773010253906,-4.063085556030273,,True
flood:test:Mekong_424793_S1Hand:4dbf18432219,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,31,data/external/sen1floods11/flood_sar/Mekong_424793_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_424793_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-29.240478515625,5.133743762969971,-45.6171875,-4.078113079071045,,True
flood:test:Mekong_45934_S1Hand:536cb90d037f,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,27,data/external/sen1floods11/flood_sar/Mekong_45934_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_45934_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-25.577228546142578,13.352533340454102,-30.152318954467773,4.910778999328613,,True
flood:test:Nigeria_22088_S1Hand:0952cd760231,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,35,data/external/sen1floods11/flood_sar/Nigeria_22088_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_22088_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-46.75930404663086,2.7232162952423096,-55.978763580322266,-6.598796367645264,,True
flood:test:Nigeria_225131_S1Hand:1894ac272682,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,33,data/external/sen1floods11/flood_sar/Nigeria_225131_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_225131_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-22.2404727935791,8.589542388916016,-33.27029037475586,-2.385209560394287,,True
flood:test:Nigeria_417184_S1Hand:b0378d07b110,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,32,data/external/sen1floods11/flood_sar/Nigeria_417184_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_417184_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-49.95847702026367,0.7486366629600525,-56.69089889526367,-4.69016170501709,,True
flood:test:Nigeria_812045_S1Hand:fd62b9a7af61,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,34,data/external/sen1floods11/flood_sar/Nigeria_812045_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_812045_LabelHand.tif,False,True,True,True,True,True,False,True,True,5.149960319306146e-19,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-42.932151794433594,0.028858397156000137,-57.32727813720703,-7.997669696807861,,True
flood:test:Pakistan_167553_S1Hand:7f99af2b32fc,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,41,data/external/sen1floods11/flood_sar/Pakistan_167553_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_167553_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-31.5108699798584,19.36794090270996,-50.79191970825195,3.011573314666748,,True
flood:test:Pakistan_528249_S1Hand:b55718e45b95,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,40,data/external/sen1floods11/flood_sar/Pakistan_528249_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_528249_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0,True,-27.72484588623047,3.487161636352539,-47.489013671875,-8.381501197814941,,True
flood:test:Pakistan_664885_S1Hand:4d43da445c73,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,37,data/external/sen1floods11/flood_sar/Pakistan_664885_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_664885_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-41.575775146484375,7.474541187286377,-47.884830474853516,-1.3678706884384155,,True
flood:test:Pakistan_694942_S1Hand:119391f44bbb,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,38,data/external/sen1floods11/flood_sar/Pakistan_694942_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_694942_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-39.282108306884766,9.890836715698242,-47.558773040771484,-6.502700328826904,,True
flood:test:Pakistan_70625_S1Hand:b592e9130f86,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,39,data/external/sen1floods11/flood_sar/Pakistan_70625_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_70625_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,0.0|1.0,True,-32.30615997314453,2.5704312324523926,-49.25492477416992,-2.733043670654297,,True
flood:test:Pakistan_849790_S1Hand:f1eb040467c8,flood,test,data/external/sen1floods11/flood_splits/flood_test_data.csv,36,data/external/sen1floods11/flood_sar/Pakistan_849790_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_849790_LabelHand.tif,False,True,True,True,True,True,False,True,True,6.423897871976614e-18,512.0,512.0,2.0,512.0,512.0,1.0,,-1.0|0.0|1.0,True,-29.129093170166016,1.5755544900894165,-49.52626419067383,-7.523432731628418,,True
