source_dataset,sample_name,split,sensor,image_path,mask_path,width,height,has_oil,oil_pixel_ratio
refined_sos,palsar_102,train,PALSAR,data/raw/images/images/train/palsar_102.png,data/raw/masks/masks/train/palsar_102.png,256,256,1,5.252075
refined_sos,palsar_1020,train,PALSAR,data/raw/images/images/train/palsar_1020.png,data/raw/masks/masks/train/palsar_1020.png,256,256,1,15.298462
refined_sos,palsar_1021,train,PALSAR,data/raw/images/images/train/palsar_1021.png,data/raw/masks/masks/train/palsar_1021.png,256,256,0,0.000000
refined_sos,palsar_1022,train,PALSAR,data/raw/images/images/train/palsar_1022.png,data/raw/masks/masks/train/palsar_1022.png,256,256,1,4.910278
refined_sos,palsar_1023,train,PALSAR,data/raw/images/images/train/palsar_1023.png,data/raw/masks/masks/train/palsar_1023.png,256,256,1,1.350403
refined_sos,palsar_1024,train,PALSAR,data/raw/images/images/train/palsar_1024.png,data/raw/masks/masks/train/palsar_1024.png,256,256,1,41.975403
refined_sos,palsar_1025,train,PALSAR,data/raw/images/images/train/palsar_1025.png,data/raw/masks/masks/train/palsar_1025.png,256,256,1,22.256470
refined_sos,palsar_1026,train,PALSAR,data/raw/images/images/train/palsar_1026.png,data/raw/masks/masks/train/palsar_1026.png,256,256,1,35.070801
refined_sos,palsar_1027,train,PALSAR,data/raw/images/images/train/palsar_1027.png,data/raw/masks/masks/train/palsar_1027.png,256,256,1,2.308655
refined_sos,palsar_1028,train,PALSAR,data/raw/images/images/train/palsar_1028.png,data/raw/masks/masks/train/palsar_1028.png,256,256,1,24.830627
refined_sos,palsar_1029,train,PALSAR,data/raw/images/images/train/palsar_1029.png,data/raw/masks/masks/train/palsar_1029.png,256,256,0,0.000000
refined_sos,palsar_103,train,PALSAR,data/raw/images/images/train/palsar_103.png,data/raw/masks/masks/train/palsar_103.png,256,256,1,26.535034
refined_sos,palsar_1030,train,PALSAR,data/raw/images/images/train/palsar_1030.png,data/raw/masks/masks/train/palsar_1030.png,256,256,1,6.452942
refined_sos,palsar_1031,train,PALSAR,data/raw/images/images/train/palsar_1031.png,data/raw/masks/masks/train/palsar_1031.png,256,256,1,2.357483
refined_sos,palsar_1032,train,PALSAR,data/raw/images/images/train/palsar_1032.png,data/raw/masks/masks/train/palsar_1032.png,256,256,1,23.355103
refined_sos,palsar_1033,train,PALSAR,data/raw/images/images/train/palsar_1033.png,data/raw/masks/masks/train/palsar_1033.png,256,256,1,61.500549
refined_sos,palsar_1034,train,PALSAR,data/raw/images/images/train/palsar_1034.png,data/raw/masks/masks/train/palsar_1034.png,256,256,1,9.774780
refined_sos,palsar_1035,train,PALSAR,data/raw/images/images/train/palsar_1035.png,data/raw/masks/masks/train/palsar_1035.png,256,256,1,1.863098
refined_sos,palsar_1036,train,PALSAR,data/raw/images/images/train/palsar_1036.png,data/raw/masks/masks/train/palsar_1036.png,256,256,1,0.979614
refined_sos,palsar_1037,train,PALSAR,data/raw/images/images/train/palsar_1037.png,data/raw/masks/masks/train/palsar_1037.png,256,256,1,12.861633
refined_sos,palsar_1038,train,PALSAR,data/raw/images/images/train/palsar_1038.png,data/raw/masks/masks/train/palsar_1038.png,256,256,1,28.248596
refined_sos,palsar_1039,train,PALSAR,data/raw/images/images/train/palsar_1039.png,data/raw/masks/masks/train/palsar_1039.png,256,256,1,1.110840
refined_sos,palsar_104,train,PALSAR,data/raw/images/images/train/palsar_104.png,data/raw/masks/masks/train/palsar_104.png,256,256,1,15.588379
refined_sos,palsar_1040,train,PALSAR,data/raw/images/images/train/palsar_1040.png,data/raw/masks/masks/train/palsar_1040.png,256,256,1,35.868835
refined_sos,palsar_1041,train,PALSAR,data/raw/images/images/train/palsar_1041.png,data/raw/masks/masks/train/palsar_1041.png,256,256,1,1.119995
refined_sos,palsar_1042,train,PALSAR,data/raw/images/images/train/palsar_1042.png,data/raw/masks/masks/train/palsar_1042.png,256,256,1,3.062439
refined_sos,palsar_1043,train,PALSAR,data/raw/images/images/train/palsar_1043.png,data/raw/masks/masks/train/palsar_1043.png,256,256,1,27.178955
refined_sos,palsar_1044,train,PALSAR,data/raw/images/images/train/palsar_1044.png,data/raw/masks/masks/train/palsar_1044.png,256,256,1,2.920532
refined_sos,palsar_1045,train,PALSAR,data/raw/images/images/train/palsar_1045.png,data/raw/masks/masks/train/palsar_1045.png,256,256,1,13.351440
refined_sos,palsar_1046,train,PALSAR,data/raw/images/images/train/palsar_1046.png,data/raw/masks/masks/train/palsar_1046.png,256,256,1,13.952637
refined_sos,palsar_1047,train,PALSAR,data/raw/images/images/train/palsar_1047.png,data/raw/masks/masks/train/palsar_1047.png,256,256,1,12.738037
refined_sos,palsar_1048,train,PALSAR,data/raw/images/images/train/palsar_1048.png,data/raw/masks/masks/train/palsar_1048.png,256,256,1,3.907776
refined_sos,palsar_1049,train,PALSAR,data/raw/images/images/train/palsar_1049.png,data/raw/masks/masks/train/palsar_1049.png,256,256,1,27.932739
refined_sos,palsar_105,train,PALSAR,data/raw/images/images/train/palsar_105.png,data/raw/masks/masks/train/palsar_105.png,256,256,1,10.427856
refined_sos,palsar_1050,train,PALSAR,data/raw/images/images/train/palsar_1050.png,data/raw/masks/masks/train/palsar_1050.png,256,256,1,24.739075
refined_sos,palsar_1051,train,PALSAR,data/raw/images/images/train/palsar_1051.png,data/raw/masks/masks/train/palsar_1051.png,256,256,1,3.230286
refined_sos,palsar_1052,train,PALSAR,data/raw/images/images/train/palsar_1052.png,data/raw/masks/masks/train/palsar_1052.png,256,256,1,5.262756
refined_sos,palsar_1053,train,PALSAR,data/raw/images/images/train/palsar_1053.png,data/raw/masks/masks/train/palsar_1053.png,256,256,1,42.437744
refined_sos,palsar_1054,train,PALSAR,data/raw/images/images/train/palsar_1054.png,data/raw/masks/masks/train/palsar_1054.png,256,256,1,4.396057
refined_sos,palsar_1055,train,PALSAR,data/raw/images/images/train/palsar_1055.png,data/raw/masks/masks/train/palsar_1055.png,256,256,1,13.079834
refined_sos,palsar_1056,train,PALSAR,data/raw/images/images/train/palsar_1056.png,data/raw/masks/masks/train/palsar_1056.png,256,256,1,13.882446
refined_sos,palsar_1057,train,PALSAR,data/raw/images/images/train/palsar_1057.png,data/raw/masks/masks/train/palsar_1057.png,256,256,1,14.892578
refined_sos,palsar_1058,train,PALSAR,data/raw/images/images/train/palsar_1058.png,data/raw/masks/masks/train/palsar_1058.png,256,256,1,37.593079
refined_sos,palsar_1059,train,PALSAR,data/raw/images/images/train/palsar_1059.png,data/raw/masks/masks/train/palsar_1059.png,256,256,1,34.759521
refined_sos,palsar_106,train,PALSAR,data/raw/images/images/train/palsar_106.png,data/raw/masks/masks/train/palsar_106.png,256,256,1,30.220032
refined_sos,palsar_1060,train,PALSAR,data/raw/images/images/train/palsar_1060.png,data/raw/masks/masks/train/palsar_1060.png,256,256,1,4.884338
refined_sos,palsar_1061,train,PALSAR,data/raw/images/images/train/palsar_1061.png,data/raw/masks/masks/train/palsar_1061.png,256,256,1,1.765442
refined_sos,palsar_1062,train,PALSAR,data/raw/images/images/train/palsar_1062.png,data/raw/masks/masks/train/palsar_1062.png,256,256,1,11.024475
refined_sos,palsar_1063,train,PALSAR,data/raw/images/images/train/palsar_1063.png,data/raw/masks/masks/train/palsar_1063.png,256,256,1,26.876831
refined_sos,palsar_1064,train,PALSAR,data/raw/images/images/train/palsar_1064.png,data/raw/masks/masks/train/palsar_1064.png,256,256,1,0.904846
refined_sos,palsar_1065,train,PALSAR,data/raw/images/images/train/palsar_1065.png,data/raw/masks/masks/train/palsar_1065.png,256,256,1,10.292053
refined_sos,palsar_1066,train,PALSAR,data/raw/images/images/train/palsar_1066.png,data/raw/masks/masks/train/palsar_1066.png,256,256,1,8.503723
refined_sos,palsar_1067,train,PALSAR,data/raw/images/images/train/palsar_1067.png,data/raw/masks/masks/train/palsar_1067.png,256,256,1,24.023438
refined_sos,palsar_1068,train,PALSAR,data/raw/images/images/train/palsar_1068.png,data/raw/masks/masks/train/palsar_1068.png,256,256,1,51.811218
refined_sos,palsar_1069,train,PALSAR,data/raw/images/images/train/palsar_1069.png,data/raw/masks/masks/train/palsar_1069.png,256,256,1,14.723206
refined_sos,palsar_107,train,PALSAR,data/raw/images/images/train/palsar_107.png,data/raw/masks/masks/train/palsar_107.png,256,256,1,2.328491
refined_sos,palsar_1070,train,PALSAR,data/raw/images/images/train/palsar_1070.png,data/raw/masks/masks/train/palsar_1070.png,256,256,1,9.475708
refined_sos,palsar_1071,train,PALSAR,data/raw/images/images/train/palsar_1071.png,data/raw/masks/masks/train/palsar_1071.png,256,256,1,31.918335
refined_sos,palsar_1072,train,PALSAR,data/raw/images/images/train/palsar_1072.png,data/raw/masks/masks/train/palsar_1072.png,256,256,1,6.108093
refined_sos,palsar_1073,train,PALSAR,data/raw/images/images/train/palsar_1073.png,data/raw/masks/masks/train/palsar_1073.png,256,256,1,9.718323
refined_sos,palsar_1074,train,PALSAR,data/raw/images/images/train/palsar_1074.png,data/raw/masks/masks/train/palsar_1074.png,256,256,1,20.341492
refined_sos,palsar_1075,train,PALSAR,data/raw/images/images/train/palsar_1075.png,data/raw/masks/masks/train/palsar_1075.png,256,256,1,19.680786
refined_sos,palsar_1076,train,PALSAR,data/raw/images/images/train/palsar_1076.png,data/raw/masks/masks/train/palsar_1076.png,256,256,1,8.982849
refined_sos,palsar_1077,train,PALSAR,data/raw/images/images/train/palsar_1077.png,data/raw/masks/masks/train/palsar_1077.png,256,256,1,9.104919
refined_sos,palsar_1078,train,PALSAR,data/raw/images/images/train/palsar_1078.png,data/raw/masks/masks/train/palsar_1078.png,256,256,1,68.386841
refined_sos,palsar_1079,train,PALSAR,data/raw/images/images/train/palsar_1079.png,data/raw/masks/masks/train/palsar_1079.png,256,256,1,27.519226
refined_sos,palsar_108,train,PALSAR,data/raw/images/images/train/palsar_108.png,data/raw/masks/masks/train/palsar_108.png,256,256,1,32.493591
refined_sos,palsar_1080,train,PALSAR,data/raw/images/images/train/palsar_1080.png,data/raw/masks/masks/train/palsar_1080.png,256,256,1,0.685120
refined_sos,palsar_1081,train,PALSAR,data/raw/images/images/train/palsar_1081.png,data/raw/masks/masks/train/palsar_1081.png,256,256,1,6.765747
refined_sos,palsar_1082,train,PALSAR,data/raw/images/images/train/palsar_1082.png,data/raw/masks/masks/train/palsar_1082.png,256,256,1,32.299805
refined_sos,palsar_1083,train,PALSAR,data/raw/images/images/train/palsar_1083.png,data/raw/masks/masks/train/palsar_1083.png,256,256,1,25.085449
refined_sos,palsar_1084,train,PALSAR,data/raw/images/images/train/palsar_1084.png,data/raw/masks/masks/train/palsar_1084.png,256,256,1,5.024719
refined_sos,palsar_1085,train,PALSAR,data/raw/images/images/train/palsar_1085.png,data/raw/masks/masks/train/palsar_1085.png,256,256,1,29.891968
refined_sos,palsar_1086,train,PALSAR,data/raw/images/images/train/palsar_1086.png,data/raw/masks/masks/train/palsar_1086.png,256,256,1,0.378418
refined_sos,palsar_1087,train,PALSAR,data/raw/images/images/train/palsar_1087.png,data/raw/masks/masks/train/palsar_1087.png,256,256,1,6.462097
refined_sos,palsar_1088,train,PALSAR,data/raw/images/images/train/palsar_1088.png,data/raw/masks/masks/train/palsar_1088.png,256,256,1,10.592651
refined_sos,palsar_1089,train,PALSAR,data/raw/images/images/train/palsar_1089.png,data/raw/masks/masks/train/palsar_1089.png,256,256,1,3.082275
refined_sos,palsar_109,train,PALSAR,data/raw/images/images/train/palsar_109.png,data/raw/masks/masks/train/palsar_109.png,256,256,1,18.829346
refined_sos,palsar_1090,train,PALSAR,data/raw/images/images/train/palsar_1090.png,data/raw/masks/masks/train/palsar_1090.png,256,256,1,20.758057
refined_sos,palsar_1091,train,PALSAR,data/raw/images/images/train/palsar_1091.png,data/raw/masks/masks/train/palsar_1091.png,256,256,1,7.482910
refined_sos,palsar_1092,train,PALSAR,data/raw/images/images/train/palsar_1092.png,data/raw/masks/masks/train/palsar_1092.png,256,256,1,17.164612
refined_sos,palsar_1093,train,PALSAR,data/raw/images/images/train/palsar_1093.png,data/raw/masks/masks/train/palsar_1093.png,256,256,1,7.537842
refined_sos,palsar_1094,train,PALSAR,data/raw/images/images/train/palsar_1094.png,data/raw/masks/masks/train/palsar_1094.png,256,256,1,7.987976
refined_sos,palsar_1095,train,PALSAR,data/raw/images/images/train/palsar_1095.png,data/raw/masks/masks/train/palsar_1095.png,256,256,1,13.859558
refined_sos,palsar_1096,train,PALSAR,data/raw/images/images/train/palsar_1096.png,data/raw/masks/masks/train/palsar_1096.png,256,256,1,19.940186
refined_sos,palsar_1097,train,PALSAR,data/raw/images/images/train/palsar_1097.png,data/raw/masks/masks/train/palsar_1097.png,256,256,1,0.479126
refined_sos,palsar_1098,train,PALSAR,data/raw/images/images/train/palsar_1098.png,data/raw/masks/masks/train/palsar_1098.png,256,256,1,10.440063
refined_sos,palsar_1099,train,PALSAR,data/raw/images/images/train/palsar_1099.png,data/raw/masks/masks/train/palsar_1099.png,256,256,1,3.530884
refined_sos,palsar_11,train,PALSAR,data/raw/images/images/train/palsar_11.png,data/raw/masks/masks/train/palsar_11.png,256,256,0,0.000000
refined_sos,palsar_110,train,PALSAR,data/raw/images/images/train/palsar_110.png,data/raw/masks/masks/train/palsar_110.png,256,256,1,1.191711
refined_sos,palsar_1100,train,PALSAR,data/raw/images/images/train/palsar_1100.png,data/raw/masks/masks/train/palsar_1100.png,256,256,1,11.392212
refined_sos,palsar_1101,train,PALSAR,data/raw/images/images/train/palsar_1101.png,data/raw/masks/masks/train/palsar_1101.png,256,256,1,0.888062
refined_sos,palsar_1102,train,PALSAR,data/raw/images/images/train/palsar_1102.png,data/raw/masks/masks/train/palsar_1102.png,256,256,1,15.792847
refined_sos,palsar_1103,train,PALSAR,data/raw/images/images/train/palsar_1103.png,data/raw/masks/masks/train/palsar_1103.png,256,256,0,0.000000
refined_sos,palsar_1104,train,PALSAR,data/raw/images/images/train/palsar_1104.png,data/raw/masks/masks/train/palsar_1104.png,256,256,1,0.064087
refined_sos,palsar_1105,train,PALSAR,data/raw/images/images/train/palsar_1105.png,data/raw/masks/masks/train/palsar_1105.png,256,256,1,12.226868
refined_sos,palsar_1106,train,PALSAR,data/raw/images/images/train/palsar_1106.png,data/raw/masks/masks/train/palsar_1106.png,256,256,1,17.184448
refined_sos,palsar_1107,train,PALSAR,data/raw/images/images/train/palsar_1107.png,data/raw/masks/masks/train/palsar_1107.png,256,256,1,11.344910
refined_sos,palsar_1108,train,PALSAR,data/raw/images/images/train/palsar_1108.png,data/raw/masks/masks/train/palsar_1108.png,256,256,1,31.535339
refined_sos,palsar_1109,train,PALSAR,data/raw/images/images/train/palsar_1109.png,data/raw/masks/masks/train/palsar_1109.png,256,256,1,10.122681
refined_sos,palsar_111,train,PALSAR,data/raw/images/images/train/palsar_111.png,data/raw/masks/masks/train/palsar_111.png,256,256,1,8.340454
refined_sos,palsar_1110,train,PALSAR,data/raw/images/images/train/palsar_1110.png,data/raw/masks/masks/train/palsar_1110.png,256,256,1,29.676819
refined_sos,palsar_1111,train,PALSAR,data/raw/images/images/train/palsar_1111.png,data/raw/masks/masks/train/palsar_1111.png,256,256,1,13.952637
refined_sos,palsar_1112,train,PALSAR,data/raw/images/images/train/palsar_1112.png,data/raw/masks/masks/train/palsar_1112.png,256,256,1,12.434387
refined_sos,palsar_1113,train,PALSAR,data/raw/images/images/train/palsar_1113.png,data/raw/masks/masks/train/palsar_1113.png,256,256,1,62.927246
refined_sos,palsar_1114,train,PALSAR,data/raw/images/images/train/palsar_1114.png,data/raw/masks/masks/train/palsar_1114.png,256,256,1,21.937561
refined_sos,palsar_1115,train,PALSAR,data/raw/images/images/train/palsar_1115.png,data/raw/masks/masks/train/palsar_1115.png,256,256,1,33.908081
refined_sos,palsar_1116,train,PALSAR,data/raw/images/images/train/palsar_1116.png,data/raw/masks/masks/train/palsar_1116.png,256,256,1,13.009644
refined_sos,palsar_1117,train,PALSAR,data/raw/images/images/train/palsar_1117.png,data/raw/masks/masks/train/palsar_1117.png,256,256,1,43.333435
refined_sos,palsar_1118,train,PALSAR,data/raw/images/images/train/palsar_1118.png,data/raw/masks/masks/train/palsar_1118.png,256,256,1,6.430054
refined_sos,palsar_1119,train,PALSAR,data/raw/images/images/train/palsar_1119.png,data/raw/masks/masks/train/palsar_1119.png,256,256,1,2.122498
refined_sos,palsar_112,train,PALSAR,data/raw/images/images/train/palsar_112.png,data/raw/masks/masks/train/palsar_112.png,256,256,1,14.665222
refined_sos,palsar_1120,train,PALSAR,data/raw/images/images/train/palsar_1120.png,data/raw/masks/masks/train/palsar_1120.png,256,256,1,11.286926
refined_sos,palsar_1121,train,PALSAR,data/raw/images/images/train/palsar_1121.png,data/raw/masks/masks/train/palsar_1121.png,256,256,1,24.809265
refined_sos,palsar_1122,train,PALSAR,data/raw/images/images/train/palsar_1122.png,data/raw/masks/masks/train/palsar_1122.png,256,256,1,10.121155
refined_sos,palsar_1123,train,PALSAR,data/raw/images/images/train/palsar_1123.png,data/raw/masks/masks/train/palsar_1123.png,256,256,1,15.550232
refined_sos,palsar_1124,train,PALSAR,data/raw/images/images/train/palsar_1124.png,data/raw/masks/masks/train/palsar_1124.png,256,256,1,33.264160
refined_sos,palsar_1125,train,PALSAR,data/raw/images/images/train/palsar_1125.png,data/raw/masks/masks/train/palsar_1125.png,256,256,1,20.227051
refined_sos,palsar_1126,train,PALSAR,data/raw/images/images/train/palsar_1126.png,data/raw/masks/masks/train/palsar_1126.png,256,256,1,27.586365
refined_sos,palsar_1127,train,PALSAR,data/raw/images/images/train/palsar_1127.png,data/raw/masks/masks/train/palsar_1127.png,256,256,1,25.531006
refined_sos,palsar_1128,train,PALSAR,data/raw/images/images/train/palsar_1128.png,data/raw/masks/masks/train/palsar_1128.png,256,256,1,0.836182
refined_sos,palsar_1129,train,PALSAR,data/raw/images/images/train/palsar_1129.png,data/raw/masks/masks/train/palsar_1129.png,256,256,1,7.310486
refined_sos,palsar_113,train,PALSAR,data/raw/images/images/train/palsar_113.png,data/raw/masks/masks/train/palsar_113.png,256,256,1,5.145264
refined_sos,palsar_1130,train,PALSAR,data/raw/images/images/train/palsar_1130.png,data/raw/masks/masks/train/palsar_1130.png,256,256,1,10.722351
refined_sos,palsar_1131,train,PALSAR,data/raw/images/images/train/palsar_1131.png,data/raw/masks/masks/train/palsar_1131.png,256,256,1,0.604248
refined_sos,palsar_1132,train,PALSAR,data/raw/images/images/train/palsar_1132.png,data/raw/masks/masks/train/palsar_1132.png,256,256,1,12.110901
refined_sos,palsar_1133,train,PALSAR,data/raw/images/images/train/palsar_1133.png,data/raw/masks/masks/train/palsar_1133.png,256,256,1,6.910706
refined_sos,palsar_1134,train,PALSAR,data/raw/images/images/train/palsar_1134.png,data/raw/masks/masks/train/palsar_1134.png,256,256,1,15.136719
refined_sos,palsar_1135,train,PALSAR,data/raw/images/images/train/palsar_1135.png,data/raw/masks/masks/train/palsar_1135.png,256,256,1,22.399902
refined_sos,palsar_1136,train,PALSAR,data/raw/images/images/train/palsar_1136.png,data/raw/masks/masks/train/palsar_1136.png,256,256,1,15.359497
refined_sos,palsar_1137,train,PALSAR,data/raw/images/images/train/palsar_1137.png,data/raw/masks/masks/train/palsar_1137.png,256,256,1,18.740845
refined_sos,palsar_1138,train,PALSAR,data/raw/images/images/train/palsar_1138.png,data/raw/masks/masks/train/palsar_1138.png,256,256,1,4.537964
refined_sos,palsar_1139,train,PALSAR,data/raw/images/images/train/palsar_1139.png,data/raw/masks/masks/train/palsar_1139.png,256,256,1,29.513550
refined_sos,palsar_114,train,PALSAR,data/raw/images/images/train/palsar_114.png,data/raw/masks/masks/train/palsar_114.png,256,256,1,15.113831
refined_sos,palsar_1140,train,PALSAR,data/raw/images/images/train/palsar_1140.png,data/raw/masks/masks/train/palsar_1140.png,256,256,1,3.692627
refined_sos,palsar_1141,train,PALSAR,data/raw/images/images/train/palsar_1141.png,data/raw/masks/masks/train/palsar_1141.png,256,256,1,44.097900
refined_sos,palsar_1142,train,PALSAR,data/raw/images/images/train/palsar_1142.png,data/raw/masks/masks/train/palsar_1142.png,256,256,1,0.805664
refined_sos,palsar_1143,train,PALSAR,data/raw/images/images/train/palsar_1143.png,data/raw/masks/masks/train/palsar_1143.png,256,256,0,0.000000
refined_sos,palsar_1144,train,PALSAR,data/raw/images/images/train/palsar_1144.png,data/raw/masks/masks/train/palsar_1144.png,256,256,1,24.090576
refined_sos,palsar_1145,train,PALSAR,data/raw/images/images/train/palsar_1145.png,data/raw/masks/masks/train/palsar_1145.png,256,256,1,26.965332
refined_sos,palsar_1146,train,PALSAR,data/raw/images/images/train/palsar_1146.png,data/raw/masks/masks/train/palsar_1146.png,256,256,0,0.000000
refined_sos,palsar_1147,train,PALSAR,data/raw/images/images/train/palsar_1147.png,data/raw/masks/masks/train/palsar_1147.png,256,256,1,2.975464
refined_sos,palsar_1148,train,PALSAR,data/raw/images/images/train/palsar_1148.png,data/raw/masks/masks/train/palsar_1148.png,256,256,1,17.712402
refined_sos,palsar_1149,train,PALSAR,data/raw/images/images/train/palsar_1149.png,data/raw/masks/masks/train/palsar_1149.png,256,256,1,2.127075
refined_sos,palsar_115,train,PALSAR,data/raw/images/images/train/palsar_115.png,data/raw/masks/masks/train/palsar_115.png,256,256,1,6.451416
refined_sos,palsar_1150,train,PALSAR,data/raw/images/images/train/palsar_1150.png,data/raw/masks/masks/train/palsar_1150.png,256,256,1,17.578125
refined_sos,palsar_1151,train,PALSAR,data/raw/images/images/train/palsar_1151.png,data/raw/masks/masks/train/palsar_1151.png,256,256,1,14.593506
refined_sos,palsar_1152,train,PALSAR,data/raw/images/images/train/palsar_1152.png,data/raw/masks/masks/train/palsar_1152.png,256,256,1,44.108582
refined_sos,palsar_1153,train,PALSAR,data/raw/images/images/train/palsar_1153.png,data/raw/masks/masks/train/palsar_1153.png,256,256,1,12.472534
refined_sos,palsar_1154,train,PALSAR,data/raw/images/images/train/palsar_1154.png,data/raw/masks/masks/train/palsar_1154.png,256,256,1,44.668579
refined_sos,palsar_1155,train,PALSAR,data/raw/images/images/train/palsar_1155.png,data/raw/masks/masks/train/palsar_1155.png,256,256,1,16.107178
refined_sos,palsar_1156,train,PALSAR,data/raw/images/images/train/palsar_1156.png,data/raw/masks/masks/train/palsar_1156.png,256,256,1,25.981140
refined_sos,palsar_1157,train,PALSAR,data/raw/images/images/train/palsar_1157.png,data/raw/masks/masks/train/palsar_1157.png,256,256,1,20.997620
refined_sos,palsar_1158,train,PALSAR,data/raw/images/images/train/palsar_1158.png,data/raw/masks/masks/train/palsar_1158.png,256,256,1,0.523376
refined_sos,palsar_1159,train,PALSAR,data/raw/images/images/train/palsar_1159.png,data/raw/masks/masks/train/palsar_1159.png,256,256,1,9.181213
refined_sos,palsar_116,train,PALSAR,data/raw/images/images/train/palsar_116.png,data/raw/masks/masks/train/palsar_116.png,256,256,1,15.174866
refined_sos,palsar_1160,train,PALSAR,data/raw/images/images/train/palsar_1160.png,data/raw/masks/masks/train/palsar_1160.png,256,256,1,10.433960
refined_sos,palsar_1161,train,PALSAR,data/raw/images/images/train/palsar_1161.png,data/raw/masks/masks/train/palsar_1161.png,256,256,1,28.479004
refined_sos,palsar_1162,train,PALSAR,data/raw/images/images/train/palsar_1162.png,data/raw/masks/masks/train/palsar_1162.png,256,256,1,11.892700
refined_sos,palsar_1163,train,PALSAR,data/raw/images/images/train/palsar_1163.png,data/raw/masks/masks/train/palsar_1163.png,256,256,1,29.924011
refined_sos,palsar_1164,train,PALSAR,data/raw/images/images/train/palsar_1164.png,data/raw/masks/masks/train/palsar_1164.png,256,256,1,21.113586
refined_sos,palsar_1165,train,PALSAR,data/raw/images/images/train/palsar_1165.png,data/raw/masks/masks/train/palsar_1165.png,256,256,1,18.238831
refined_sos,palsar_1166,train,PALSAR,data/raw/images/images/train/palsar_1166.png,data/raw/masks/masks/train/palsar_1166.png,256,256,1,22.984314
