sample_key,dataset_group,split,pairing_method,image_path,mask_path,image_open_ok,mask_open_ok,same_shape,same_crs,same_transform,image_width,image_height,image_bands,mask_width,mask_height,mask_bands,mask_min,mask_max,mask_unique_preview,valid_pixel_ratio,inspection_error
india_772630,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/India_772630_S1Hand.tif,data/external/sen1floods11/flood_mask/India_772630_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
india_79637,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/India_79637_S1Hand.tif,data/external/sen1floods11/flood_mask/India_79637_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
india_80221,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/India_80221_S1Hand.tif,data/external/sen1floods11/flood_mask/India_80221_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
india_828067,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/India_828067_S1Hand.tif,data/external/sen1floods11/flood_mask/India_828067_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
india_900498,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/India_900498_S1Hand.tif,data/external/sen1floods11/flood_mask/India_900498_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
india_952728,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/India_952728_S1Hand.tif,data/external/sen1floods11/flood_mask/India_952728_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
mekong_1443339,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Mekong_1443339_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_1443339_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
mekong_254910,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Mekong_254910_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_254910_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
mekong_333434,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Mekong_333434_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_333434_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
mekong_382276,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Mekong_382276_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_382276_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
mekong_424793,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Mekong_424793_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_424793_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
mekong_45934,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Mekong_45934_S1Hand.tif,data/external/sen1floods11/flood_mask/Mekong_45934_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
nigeria_22088,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Nigeria_22088_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_22088_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
nigeria_225131,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Nigeria_225131_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_225131_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
nigeria_417184,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Nigeria_417184_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_417184_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
nigeria_812045,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Nigeria_812045_S1Hand.tif,data/external/sen1floods11/flood_mask/Nigeria_812045_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
pakistan_167553,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Pakistan_167553_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_167553_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
pakistan_528249,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Pakistan_528249_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_528249_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
pakistan_664885,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Pakistan_664885_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_664885_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
pakistan_694942,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Pakistan_694942_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_694942_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
pakistan_70625,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Pakistan_70625_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_70625_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
pakistan_849790,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Pakistan_849790_S1Hand.tif,data/external/sen1floods11/flood_mask/Pakistan_849790_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
paraguay_1029191,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_1029191_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_1029191_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
paraguay_232281,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_232281_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_232281_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
paraguay_271769,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_271769_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_271769_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
paraguay_280900,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_280900_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_280900_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
paraguay_34417,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_34417_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_34417_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|1.0,1.0,
paraguay_40936,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_40936_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_40936_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
paraguay_511199,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_511199_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_511199_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
paraguay_59731,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_59731_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_59731_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
paraguay_651904,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_651904_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_651904_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
paraguay_683296,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_683296_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_683296_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
paraguay_790830,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_790830_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_790830_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
paraguay_80102,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_80102_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_80102_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
paraguay_868895,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_868895_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_868895_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
paraguay_913449,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Paraguay_913449_S1Hand.tif,data/external/sen1floods11/flood_mask/Paraguay_913449_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
somalia_166342,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Somalia_166342_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_166342_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
somalia_322855,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Somalia_322855_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_322855_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
somalia_60129,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Somalia_60129_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_60129_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
somalia_685158,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Somalia_685158_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_685158_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
somalia_699062,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Somalia_699062_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_699062_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
somalia_94102,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Somalia_94102_S1Hand.tif,data/external/sen1floods11/flood_mask/Somalia_94102_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
spain_5650136,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Spain_5650136_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_5650136_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
spain_6095801,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Spain_6095801_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_6095801_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
spain_6860600,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Spain_6860600_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_6860600_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
spain_7370579,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Spain_7370579_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_7370579_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
spain_7387658,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Spain_7387658_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_7387658_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
spain_7558720,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Spain_7558720_S1Hand.tif,data/external/sen1floods11/flood_mask/Spain_7558720_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
sri-lanka_1049830,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_1049830_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_1049830_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
sri-lanka_117737,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_117737_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_117737_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
sri-lanka_377277,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_377277_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_377277_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
sri-lanka_450918,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_450918_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_450918_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
sri-lanka_534068,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_534068_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_534068_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
sri-lanka_649970,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_649970_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_649970_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
sri-lanka_713926,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_713926_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_713926_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
sri-lanka_849649,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_849649_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_849649_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
sri-lanka_922192,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/Sri-Lanka_922192_S1Hand.tif,data/external/sen1floods11/flood_mask/Sri-Lanka_922192_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_1049586,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_1049586_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_1049586_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_350244,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_350244_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_350244_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_430764,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_430764_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_430764_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_504150,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_504150_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_504150_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_519181,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_519181_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_519181_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_527077,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_527077_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_527077_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_595451,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_595451_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_595451_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_66511,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_66511_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_66511_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_670826,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_670826_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_670826_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_67102,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_67102_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_67102_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_758178,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_758178_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_758178_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_778194,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_778194_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_778194_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_905409,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_905409_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_905409_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
usa_933610,flood,test,normalized_stem,data/external/sen1floods11/flood_sar/USA_933610_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_933610_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
ghana_103272,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_103272_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_103272_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
ghana_1089161,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_1089161_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_1089161_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
ghana_11745,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_11745_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_11745_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
ghana_128663,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_128663_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_128663_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
ghana_134751,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_134751_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_134751_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
ghana_135389,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_135389_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_135389_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
ghana_141910,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_141910_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_141910_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
ghana_144050,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_144050_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_144050_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
ghana_146222,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_146222_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_146222_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
ghana_147015,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_147015_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_147015_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
ghana_154838,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_154838_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_154838_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
ghana_156478,flood,train,normalized_stem,data/external/sen1floods11/flood_sar/Ghana_156478_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_156478_LabelHand.tif,True,True,True,True,False,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
