group_name,blob_name,local_path,size_bytes,download_status,sample_key
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_103447_S1Hand.tif,data/external/sen1floods11/flood_sar/India_103447_S1Hand.tif,1660418,EXISTING,India_103447
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_1050276_S1Hand.tif,data/external/sen1floods11/flood_sar/India_1050276_S1Hand.tif,1668657,EXISTING,India_1050276
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_1068117_S1Hand.tif,data/external/sen1floods11/flood_sar/India_1068117_S1Hand.tif,1671798,EXISTING,India_1068117
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_1072277_S1Hand.tif,data/external/sen1floods11/flood_sar/India_1072277_S1Hand.tif,1668141,EXISTING,India_1072277
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_118868_S1Hand.tif,data/external/sen1floods11/flood_sar/India_118868_S1Hand.tif,1024177,EXISTING,India_118868
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_135434_S1Hand.tif,data/external/sen1floods11/flood_sar/India_135434_S1Hand.tif,1639141,EXISTING,India_135434
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_136196_S1Hand.tif,data/external/sen1floods11/flood_sar/India_136196_S1Hand.tif,1672524,EXISTING,India_136196
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_164336_S1Hand.tif,data/external/sen1floods11/flood_sar/India_164336_S1Hand.tif,1674045,EXISTING,India_164336
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_166709_S1Hand.tif,data/external/sen1floods11/flood_sar/India_166709_S1Hand.tif,1657593,EXISTING,India_166709
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_177319_S1Hand.tif,data/external/sen1floods11/flood_sar/India_177319_S1Hand.tif,1666294,EXISTING,India_177319
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_179238_S1Hand.tif,data/external/sen1floods11/flood_sar/India_179238_S1Hand.tif,1652218,EXISTING,India_179238
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_180633_S1Hand.tif,data/external/sen1floods11/flood_sar/India_180633_S1Hand.tif,1662781,EXISTING,India_180633
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_207862_S1Hand.tif,data/external/sen1floods11/flood_sar/India_207862_S1Hand.tif,1671719,EXISTING,India_207862
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_244057_S1Hand.tif,data/external/sen1floods11/flood_sar/India_244057_S1Hand.tif,1697212,EXISTING,India_244057
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_25540_S1Hand.tif,data/external/sen1floods11/flood_sar/India_25540_S1Hand.tif,1684837,EXISTING,India_25540
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_265762_S1Hand.tif,data/external/sen1floods11/flood_sar/India_265762_S1Hand.tif,1661747,EXISTING,India_265762
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_273873_S1Hand.tif,data/external/sen1floods11/flood_sar/India_273873_S1Hand.tif,1700663,EXISTING,India_273873
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_285297_S1Hand.tif,data/external/sen1floods11/flood_sar/India_285297_S1Hand.tif,1669481,EXISTING,India_285297
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_287642_S1Hand.tif,data/external/sen1floods11/flood_sar/India_287642_S1Hand.tif,1666235,EXISTING,India_287642
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_324254_S1Hand.tif,data/external/sen1floods11/flood_sar/India_324254_S1Hand.tif,1677446,EXISTING,India_324254
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_373039_S1Hand.tif,data/external/sen1floods11/flood_sar/India_373039_S1Hand.tif,1689365,EXISTING,India_373039
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_383430_S1Hand.tif,data/external/sen1floods11/flood_sar/India_383430_S1Hand.tif,1664748,EXISTING,India_383430
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_391908_S1Hand.tif,data/external/sen1floods11/flood_sar/India_391908_S1Hand.tif,1666307,EXISTING,India_391908
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_399883_S1Hand.tif,data/external/sen1floods11/flood_sar/India_399883_S1Hand.tif,1662834,EXISTING,India_399883
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_44475_S1Hand.tif,data/external/sen1floods11/flood_sar/India_44475_S1Hand.tif,1678954,EXISTING,India_44475
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_500266_S1Hand.tif,data/external/sen1floods11/flood_sar/India_500266_S1Hand.tif,1667597,EXISTING,India_500266
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_533192_S1Hand.tif,data/external/sen1floods11/flood_sar/India_533192_S1Hand.tif,1003906,EXISTING,India_533192
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_534470_S1Hand.tif,data/external/sen1floods11/flood_sar/India_534470_S1Hand.tif,1667380,EXISTING,India_534470
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_56450_S1Hand.tif,data/external/sen1floods11/flood_sar/India_56450_S1Hand.tif,1687938,EXISTING,India_56450
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_566697_S1Hand.tif,data/external/sen1floods11/flood_sar/India_566697_S1Hand.tif,1653872,EXISTING,India_566697
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_570384_S1Hand.tif,data/external/sen1floods11/flood_sar/India_570384_S1Hand.tif,1669886,EXISTING,India_570384
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_591317_S1Hand.tif,data/external/sen1floods11/flood_sar/India_591317_S1Hand.tif,1661702,EXISTING,India_591317
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_591549_S1Hand.tif,data/external/sen1floods11/flood_sar/India_591549_S1Hand.tif,1665354,EXISTING,India_591549
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_592446_S1Hand.tif,data/external/sen1floods11/flood_sar/India_592446_S1Hand.tif,1673280,EXISTING,India_592446
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_59460_S1Hand.tif,data/external/sen1floods11/flood_sar/India_59460_S1Hand.tif,1681041,EXISTING,India_59460
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_624341_S1Hand.tif,data/external/sen1floods11/flood_sar/India_624341_S1Hand.tif,1689327,EXISTING,India_624341
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_631692_S1Hand.tif,data/external/sen1floods11/flood_sar/India_631692_S1Hand.tif,1671420,EXISTING,India_631692
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_652725_S1Hand.tif,data/external/sen1floods11/flood_sar/India_652725_S1Hand.tif,1668750,EXISTING,India_652725
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_664410_S1Hand.tif,data/external/sen1floods11/flood_sar/India_664410_S1Hand.tif,1661461,EXISTING,India_664410
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_691027_S1Hand.tif,data/external/sen1floods11/flood_sar/India_691027_S1Hand.tif,1670705,EXISTING,India_691027
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_698338_S1Hand.tif,data/external/sen1floods11/flood_sar/India_698338_S1Hand.tif,1659927,EXISTING,India_698338
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_70352_S1Hand.tif,data/external/sen1floods11/flood_sar/India_70352_S1Hand.tif,1668186,EXISTING,India_70352
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_707886_S1Hand.tif,data/external/sen1floods11/flood_sar/India_707886_S1Hand.tif,1668844,EXISTING,India_707886
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_73419_S1Hand.tif,data/external/sen1floods11/flood_sar/India_73419_S1Hand.tif,1661382,EXISTING,India_73419
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_747970_S1Hand.tif,data/external/sen1floods11/flood_sar/India_747970_S1Hand.tif,1668019,EXISTING,India_747970
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_747992_S1Hand.tif,data/external/sen1floods11/flood_sar/India_747992_S1Hand.tif,1665625,EXISTING,India_747992
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_764946_S1Hand.tif,data/external/sen1floods11/flood_sar/India_764946_S1Hand.tif,1675313,EXISTING,India_764946
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_769408_S1Hand.tif,data/external/sen1floods11/flood_sar/India_769408_S1Hand.tif,1658178,EXISTING,India_769408
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_772630_S1Hand.tif,data/external/sen1floods11/flood_sar/India_772630_S1Hand.tif,1697341,EXISTING,India_772630
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_773682_S1Hand.tif,data/external/sen1floods11/flood_sar/India_773682_S1Hand.tif,1656875,EXISTING,India_773682
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_774689_S1Hand.tif,data/external/sen1floods11/flood_sar/India_774689_S1Hand.tif,1658027,EXISTING,India_774689
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_79637_S1Hand.tif,data/external/sen1floods11/flood_sar/India_79637_S1Hand.tif,1668777,EXISTING,India_79637
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_80221_S1Hand.tif,data/external/sen1floods11/flood_sar/India_80221_S1Hand.tif,1659283,EXISTING,India_80221
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_804466_S1Hand.tif,data/external/sen1floods11/flood_sar/India_804466_S1Hand.tif,1666432,EXISTING,India_804466
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_828067_S1Hand.tif,data/external/sen1floods11/flood_sar/India_828067_S1Hand.tif,1669582,EXISTING,India_828067
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_833266_S1Hand.tif,data/external/sen1floods11/flood_sar/India_833266_S1Hand.tif,1665936,EXISTING,India_833266
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_842775_S1Hand.tif,data/external/sen1floods11/flood_sar/India_842775_S1Hand.tif,1660494,EXISTING,India_842775
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_869358_S1Hand.tif,data/external/sen1floods11/flood_sar/India_869358_S1Hand.tif,1666366,EXISTING,India_869358
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_900498_S1Hand.tif,data/external/sen1floods11/flood_sar/India_900498_S1Hand.tif,1668656,EXISTING,India_900498
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_91379_S1Hand.tif,data/external/sen1floods11/flood_sar/India_91379_S1Hand.tif,1666895,EXISTING,India_91379
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_943439_S1Hand.tif,data/external/sen1floods11/flood_sar/India_943439_S1Hand.tif,1665040,EXISTING,India_943439
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_952728_S1Hand.tif,data/external/sen1floods11/flood_sar/India_952728_S1Hand.tif,1663255,EXISTING,India_952728
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_956930_S1Hand.tif,data/external/sen1floods11/flood_sar/India_956930_S1Hand.tif,1667330,EXISTING,India_956930
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_979278_S1Hand.tif,data/external/sen1floods11/flood_sar/India_979278_S1Hand.tif,798394,EXISTING,India_979278
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/India_981708_S1Hand.tif,data/external/sen1floods11/flood_sar/India_981708_S1Hand.tif,1422864,EXISTING,India_981708
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Mekong_1111068_S1Hand.tif,data/external/sen1floods11/flood_sar/Mekong_1111068_S1Hand.tif,1782427,EXISTING,Mekong_1111068
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Mekong_1149855_S1Hand.tif,data/external/sen1floods11/flood_sar/Mekong_1149855_S1Hand.tif,1780298,EXISTING,Mekong_1149855
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Mekong_1191208_S1Hand.tif,data/external/sen1floods11/flood_sar/Mekong_1191208_S1Hand.tif,1774686,EXISTING,Mekong_1191208
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Mekong_119477_S1Hand.tif,data/external/sen1floods11/flood_sar/Mekong_119477_S1Hand.tif,1777031,EXISTING,Mekong_119477
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Mekong_1248200_S1Hand.tif,data/external/sen1floods11/flood_sar/Mekong_1248200_S1Hand.tif,1784865,EXISTING,Mekong_1248200
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Mekong_1282475_S1Hand.tif,data/external/sen1floods11/flood_sar/Mekong_1282475_S1Hand.tif,1781456,EXISTING,Mekong_1282475
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Mekong_1395593_S1Hand.tif,data/external/sen1floods11/flood_sar/Mekong_1395593_S1Hand.tif,1779633,EXISTING,Mekong_1395593
flood_sar,v1.1/data/flood_events/HandLabeled/S1Hand/Mekong_1396181_S1Hand.tif,data/external/sen1floods11/flood_sar/Mekong_1396181_S1Hand.tif,1788319,EXISTING,Mekong_1396181
