scene_id,group,source_image_path,mask_path,discovery_method,source_reference,source_column,readable,size_match,binary_like,positive_pixels,positive_fraction,unique_value_count,valid_mask,pair_valid,candidate_score,error
oc-0027,oc,data/external/dartis/raw/oc/oc-0027.jpg,data/derived/v06_water_masks/land/oc/oc-0027.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,26139,0.06381591796875,2,True,True,1195.0,
oc-0028,oc,data/external/dartis/raw/oc/oc-0028.jpg,data/derived/v06_water_masks/land/oc/oc-0028.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,275968,0.67375,2,True,True,1175.0,
oc-0029,oc,data/external/dartis/raw/oc/oc-0029.jpg,data/derived/v06_water_masks/land/oc/oc-0029.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,182066,0.4444970703125,2,True,True,1175.0,
oc-0030,oc,data/external/dartis/raw/oc/oc-0030.jpg,data/derived/v06_water_masks/land/oc/oc-0030.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,176269,0.43034423828125,2,True,True,1175.0,
oc-0031,oc,data/external/dartis/raw/oc/oc-0031.jpg,data/derived/v06_water_masks/land/oc/oc-0031.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,176651,0.43127685546875,2,True,True,1175.0,
oc-0032,oc,data/external/dartis/raw/oc/oc-0032.jpg,data/derived/v06_water_masks/land/oc/oc-0032.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,100555,0.24549560546875,2,True,True,1175.0,
oc-0033,oc,data/external/dartis/raw/oc/oc-0033.jpg,data/derived/v06_water_masks/land/oc/oc-0033.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,49,0.00011962890625,2,True,True,1195.0,
oc-0034,oc,data/external/dartis/raw/oc/oc-0034.jpg,data/derived/v06_water_masks/land/oc/oc-0034.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,112898,0.2756298828125,2,True,True,1175.0,
oc-0035,oc,data/external/dartis/raw/oc/oc-0035.jpg,data/derived/v06_water_masks/land/oc/oc-0035.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,128443,0.31358154296875,2,True,True,1175.0,
oc-0036,oc,data/external/dartis/raw/oc/oc-0036.jpg,data/derived/v06_water_masks/land/oc/oc-0036.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,159650,0.3897705078125,2,True,True,1175.0,
oc-0037,oc,data/external/dartis/raw/oc/oc-0037.jpg,data/derived/v06_water_masks/land/oc/oc-0037.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,59096,0.14427734375,2,True,True,1195.0,
oc-0038,oc,data/external/dartis/raw/oc/oc-0038.jpg,data/derived/v06_water_masks/land/oc/oc-0038.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,187803,0.45850341796875,2,True,True,1175.0,
oc-0039,oc,data/external/dartis/raw/oc/oc-0039.jpg,data/derived/v06_water_masks/land/oc/oc-0039.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,216446,0.5284326171875,2,True,True,1175.0,
oc-0040,oc,data/external/dartis/raw/oc/oc-0040.jpg,data/derived/v06_water_masks/land/oc/oc-0040.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,291782,0.7123583984375,2,True,True,1175.0,
oc-0041,oc,data/external/dartis/raw/oc/oc-0041.jpg,data/derived/v06_water_masks/land/oc/oc-0041.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,175605,0.42872314453125,2,True,True,1175.0,
oc-0042,oc,data/external/dartis/raw/oc/oc-0042.jpg,data/derived/v06_water_masks/land/oc/oc-0042.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,219469,0.53581298828125,2,True,True,1175.0,
oc-0043,oc,data/external/dartis/raw/oc/oc-0043.jpg,data/derived/v06_water_masks/land/oc/oc-0043.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,108836,0.265712890625,2,True,True,1175.0,
oc-0044,oc,data/external/dartis/raw/oc/oc-0044.jpg,data/derived/v06_water_masks/land/oc/oc-0044.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,115727,0.28253662109375,2,True,True,1175.0,
oc-0045,oc,data/external/dartis/raw/oc/oc-0045.jpg,data/derived/v06_water_masks/land/oc/oc-0045.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,149052,0.363896484375,2,True,True,1175.0,
oc-0046,oc,data/external/dartis/raw/oc/oc-0046.jpg,data/derived/v06_water_masks/land/oc/oc-0046.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,12369,0.03019775390625,2,True,True,1195.0,
oc-0047,oc,data/external/dartis/raw/oc/oc-0047.jpg,data/derived/v06_water_masks/land/oc/oc-0047.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,192384,0.4696875,2,True,True,1175.0,
oc-0048,oc,data/external/dartis/raw/oc/oc-0048.jpg,data/derived/v06_water_masks/land/oc/oc-0048.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,76201,0.18603759765625,2,True,True,1195.0,
oc-0049,oc,data/external/dartis/raw/oc/oc-0049.jpg,data/derived/v06_water_masks/land/oc/oc-0049.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,9569,0.02336181640625,2,True,True,1195.0,
oc-0050,oc,data/external/dartis/raw/oc/oc-0050.jpg,data/derived/v06_water_masks/land/oc/oc-0050.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,96675,0.23602294921875,2,True,True,1175.0,
oc-0051,oc,data/external/dartis/raw/oc/oc-0051.jpg,data/derived/v06_water_masks/land/oc/oc-0051.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,125689,0.2444887947417665,2,True,True,1175.0,
oc-0052,oc,data/external/dartis/raw/oc/oc-0052.jpg,data/derived/v06_water_masks/land/oc/oc-0052.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,138547,0.31709851437674086,2,True,True,1175.0,
oc-0053,oc,data/external/dartis/raw/oc/oc-0053.jpg,data/derived/v06_water_masks/land/oc/oc-0053.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,179509,0.43825439453125,2,True,True,1175.0,
oc-0054,oc,data/external/dartis/raw/oc/oc-0054.jpg,data/derived/v06_water_masks/land/oc/oc-0054.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,159854,0.3902685546875,2,True,True,1175.0,
oc-0055,oc,data/external/dartis/raw/oc/oc-0055.jpg,data/derived/v06_water_masks/land/oc/oc-0055.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,170069,0.41520751953125,2,True,True,1175.0,
oc-0056,oc,data/external/dartis/raw/oc/oc-0056.jpg,data/derived/v06_water_masks/land/oc/oc-0056.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,15354,0.0374853515625,2,True,True,1195.0,
oc-0057,oc,data/external/dartis/raw/oc/oc-0057.jpg,data/derived/v06_water_masks/land/oc/oc-0057.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,160937,0.39291259765625,2,True,True,1175.0,
oc-0058,oc,data/external/dartis/raw/oc/oc-0058.jpg,data/derived/v06_water_masks/land/oc/oc-0058.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,196936,0.48080078125,2,True,True,1175.0,
oc-0059,oc,data/external/dartis/raw/oc/oc-0059.jpg,data/derived/v06_water_masks/land/oc/oc-0059.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,109415,0.26712646484375,2,True,True,1175.0,
oc-0060,oc,data/external/dartis/raw/oc/oc-0060.jpg,data/derived/v06_water_masks/land/oc/oc-0060.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,175710,0.4289794921875,2,True,True,1175.0,
oc-0061,oc,data/external/dartis/raw/oc/oc-0061.jpg,data/derived/v06_water_masks/land/oc/oc-0061.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,179391,0.43796630859375,2,True,True,1175.0,
oc-0062,oc,data/external/dartis/raw/oc/oc-0062.jpg,data/derived/v06_water_masks/safe_water/oc/oc-0062.png,metadata,data/metadata/v06_dartis_water_masks.csv,safe_water_mask_path,True,True,True,71320,0.17412109375,2,True,True,1195.0,
oc-0063,oc,data/external/dartis/raw/oc/oc-0063.jpg,data/derived/v06_water_masks/land/oc/oc-0063.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,181056,0.44203125,2,True,True,1175.0,
oc-0064,oc,data/external/dartis/raw/oc/oc-0064.jpg,data/derived/v06_water_masks/land/oc/oc-0064.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,18698,0.027471808999081727,2,True,True,1195.0,
oc-0065,oc,data/external/dartis/raw/oc/oc-0065.jpg,data/derived/v06_water_masks/land/oc/oc-0065.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,67594,0.1650244140625,2,True,True,1195.0,
oc-0066,oc,data/external/dartis/raw/oc/oc-0066.jpg,data/derived/v06_water_masks/land/oc/oc-0066.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,108785,0.26558837890625,2,True,True,1175.0,
oc-0067,oc,data/external/dartis/raw/oc/oc-0067.jpg,data/derived/v06_water_masks/land/oc/oc-0067.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,135498,0.3308056640625,2,True,True,1175.0,
oc-0068,oc,data/external/dartis/raw/oc/oc-0068.jpg,data/derived/v06_water_masks/land/oc/oc-0068.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,124489,0.30392822265625,2,True,True,1175.0,
oc-0069,oc,data/external/dartis/raw/oc/oc-0069.jpg,data/derived/v06_water_masks/land/oc/oc-0069.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,179172,0.437431640625,2,True,True,1175.0,
oc-0070,oc,data/external/dartis/raw/oc/oc-0070.jpg,data/derived/v06_water_masks/land/oc/oc-0070.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,25943,0.06333740234375,2,True,True,1195.0,
oc-0071,oc,data/external/dartis/raw/oc/oc-0071.jpg,data/derived/v06_water_masks/land/oc/oc-0071.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,117198,0.2861279296875,2,True,True,1175.0,
oc-0072,oc,data/external/dartis/raw/oc/oc-0072.jpg,data/derived/v06_water_masks/land/oc/oc-0072.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,72614,0.1772802734375,2,True,True,1195.0,
oc-0073,oc,data/external/dartis/raw/oc/oc-0073.jpg,data/derived/v06_water_masks/land/oc/oc-0073.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,5592,0.01365234375,2,True,True,1195.0,
oc-0074,oc,data/external/dartis/raw/oc/oc-0074.jpg,data/derived/v06_water_masks/land/oc/oc-0074.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,199946,0.4881494140625,2,True,True,1175.0,
oc-0075,oc,data/external/dartis/raw/oc/oc-0075.jpg,data/derived/v06_water_masks/land/oc/oc-0075.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,73654,0.1798193359375,2,True,True,1195.0,
oc-0076,oc,data/external/dartis/raw/oc/oc-0076.jpg,data/derived/v06_water_masks/land/oc/oc-0076.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,8141,0.01987548828125,2,True,True,1195.0,
oc-0077,oc,data/external/dartis/raw/oc/oc-0077.jpg,data/derived/v06_water_masks/land/oc/oc-0077.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,135806,0.3315576171875,2,True,True,1175.0,
oc-0078,oc,data/external/dartis/raw/oc/oc-0078.jpg,data/derived/v06_water_masks/land/oc/oc-0078.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,186516,0.455361328125,2,True,True,1175.0,
oc-0079,oc,data/external/dartis/raw/oc/oc-0079.jpg,data/derived/v06_water_masks/land/oc/oc-0079.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,106193,0.25926025390625,2,True,True,1175.0,
oc-0080,oc,data/external/dartis/raw/oc/oc-0080.jpg,data/derived/v06_water_masks/land/oc/oc-0080.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,9256,0.02259765625,2,True,True,1195.0,
oc-0081,oc,data/external/dartis/raw/oc/oc-0081.jpg,data/derived/v06_water_masks/land/oc/oc-0081.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,114100,0.278564453125,2,True,True,1175.0,
oc-0082,oc,data/external/dartis/raw/oc/oc-0082.jpg,data/derived/v06_water_masks/land/oc/oc-0082.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,28415,0.06937255859375,2,True,True,1195.0,
oc-0083,oc,data/external/dartis/raw/oc/oc-0083.jpg,data/derived/v06_water_masks/land/oc/oc-0083.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,119388,0.291474609375,2,True,True,1175.0,
oc-0084,oc,data/external/dartis/raw/oc/oc-0084.jpg,data/derived/v06_water_masks/land/oc/oc-0084.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,179293,0.43772705078125,2,True,True,1175.0,
oc-0085,oc,data/external/dartis/raw/oc/oc-0085.jpg,data/derived/v06_water_masks/land/oc/oc-0085.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,33327,0.08136474609375,2,True,True,1195.0,
oc-0086,oc,data/external/dartis/raw/oc/oc-0086.jpg,data/derived/v06_water_masks/land/oc/oc-0086.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,7972,0.019462890625,2,True,True,1195.0,
oc-0087,oc,data/external/dartis/raw/oc/oc-0087.jpg,data/derived/v06_water_masks/land/oc/oc-0087.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,6828,0.016669921875,2,True,True,1195.0,
oc-0088,oc,data/external/dartis/raw/oc/oc-0088.jpg,data/derived/v06_water_masks/land/oc/oc-0088.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,20246,0.0494287109375,2,True,True,1195.0,
oc-0089,oc,data/external/dartis/raw/oc/oc-0089.jpg,data/derived/v06_water_masks/land/oc/oc-0089.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,179202,0.4375048828125,2,True,True,1175.0,
oc-0090,oc,data/external/dartis/raw/oc/oc-0090.jpg,data/derived/v06_water_masks/land/oc/oc-0090.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,139499,0.34057373046875,2,True,True,1175.0,
oc-0091,oc,data/external/dartis/raw/oc/oc-0091.jpg,data/derived/v06_water_masks/land/oc/oc-0091.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,193211,0.47170654296875,2,True,True,1175.0,
oc-0092,oc,data/external/dartis/raw/oc/oc-0092.jpg,data/derived/v06_water_masks/land/oc/oc-0092.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,21,5.126953125e-05,2,True,True,1195.0,
oc-0093,oc,data/external/dartis/raw/oc/oc-0093.jpg,data/derived/v06_water_masks/land/oc/oc-0093.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,60849,0.14855712890625,2,True,True,1195.0,
oc-0094,oc,data/external/dartis/raw/oc/oc-0094.jpg,data/derived/v06_water_masks/land/oc/oc-0094.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,152634,0.3726416015625,2,True,True,1175.0,
oc-0095,oc,data/external/dartis/raw/oc/oc-0095.jpg,data/derived/v06_water_masks/land/oc/oc-0095.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,156739,0.38266357421875,2,True,True,1175.0,
oc-0096,oc,data/external/dartis/raw/oc/oc-0096.jpg,data/derived/v06_water_masks/land/oc/oc-0096.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,148425,0.36236572265625,2,True,True,1175.0,
oc-0097,oc,data/external/dartis/raw/oc/oc-0097.jpg,data/derived/v06_water_masks/land/oc/oc-0097.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,139148,0.339716796875,2,True,True,1175.0,
oc-0098,oc,data/external/dartis/raw/oc/oc-0098.jpg,data/derived/v06_water_masks/land/oc/oc-0098.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,21727,0.05304443359375,2,True,True,1195.0,
oc-0099,oc,data/external/dartis/raw/oc/oc-0099.jpg,data/derived/v06_water_masks/land/oc/oc-0099.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,41755,0.10194091796875,2,True,True,1195.0,
oc-0100,oc,data/external/dartis/raw/oc/oc-0100.jpg,data/derived/v06_water_masks/land/oc/oc-0100.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,102311,0.24978271484375,2,True,True,1175.0,
oc-0101,oc,data/external/dartis/raw/oc/oc-0101.jpg,data/derived/v06_water_masks/land/oc/oc-0101.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,91655,0.22376708984375,2,True,True,1175.0,
oc-0102,oc,data/external/dartis/raw/oc/oc-0102.jpg,data/derived/v06_water_masks/land/oc/oc-0102.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,180236,0.440029296875,2,True,True,1175.0,
oc-0103,oc,data/external/dartis/raw/oc/oc-0103.jpg,data/derived/v06_water_masks/land/oc/oc-0103.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,31660,0.077294921875,2,True,True,1195.0,
oc-0104,oc,data/external/dartis/raw/oc/oc-0104.jpg,data/derived/v06_water_masks/land/oc/oc-0104.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,184547,0.45055419921875,2,True,True,1175.0,
oc-0105,oc,data/external/dartis/raw/oc/oc-0105.jpg,data/derived/v06_water_masks/land/oc/oc-0105.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,152414,0.3721044921875,2,True,True,1175.0,
oc-0106,oc,data/external/dartis/raw/oc/oc-0106.jpg,data/derived/v06_water_masks/land/oc/oc-0106.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,171589,0.41891845703125,2,True,True,1175.0,
oc-0107,oc,data/external/dartis/raw/oc/oc-0107.jpg,data/derived/v06_water_masks/land/oc/oc-0107.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,1417063,0.2614708066154155,2,True,True,1175.0,
oc-0108,oc,data/external/dartis/raw/oc/oc-0108.jpg,data/derived/v06_water_masks/land/oc/oc-0108.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,3640,0.00888671875,2,True,True,1195.0,
oc-0109,oc,data/external/dartis/raw/oc/oc-0109.jpg,data/derived/v06_water_masks/land/oc/oc-0109.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,150133,0.36653564453125,2,True,True,1175.0,
oc-0110,oc,data/external/dartis/raw/oc/oc-0110.jpg,data/derived/v06_water_masks/land/oc/oc-0110.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,4195,0.01024169921875,2,True,True,1195.0,
oc-0111,oc,data/external/dartis/raw/oc/oc-0111.jpg,data/derived/v06_water_masks/land/oc/oc-0111.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,169726,0.4143701171875,2,True,True,1175.0,
oc-0112,oc,data/external/dartis/raw/oc/oc-0112.jpg,data/derived/v06_water_masks/land/oc/oc-0112.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,11,2.685546875e-05,2,True,True,1195.0,
oc-0113,oc,data/external/dartis/raw/oc/oc-0113.jpg,data/derived/v06_water_masks/land/oc/oc-0113.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,18477,0.04510986328125,2,True,True,1195.0,
oc-0114,oc,data/external/dartis/raw/oc/oc-0114.jpg,data/derived/v06_water_masks/land/oc/oc-0114.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,124139,0.30307373046875,2,True,True,1175.0,
oc-0115,oc,data/external/dartis/raw/oc/oc-0115.jpg,data/derived/v06_water_masks/land/oc/oc-0115.png,metadata,data/metadata/v06_dartis_water_masks.csv,land_mask_path,True,True,True,519,0.00126708984375,2,True,True,1195.0,
