candidate_id,label,label_source,sample_id,group,image_path,crop_path,component_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,area_pixels,area_percent_total,verifier_probability,verifier_threshold,previously_accepted,segmentation_mean_probability,segmentation_peak_probability,safe_water_fraction,uncertain_fraction,hard_score,split_role
nw:nw-0907-05-000161:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0907-05-000161,nw,data/derived/v06_water_masks/land/nw/nw-0907-05-000161.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0907-05-000161__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1306-08-000057:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1306-08-000057,nw,data/derived/v06_water_masks_homography/land/nw/nw-1306-08-000057.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1306-08-000057__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1521-09-000097:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1521-09-000097,nw,data/derived/v06_water_masks_homography/land/nw/nw-1521-09-000097.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1521-09-000097__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0382-02-000039:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0382-02-000039,nw,data/derived/v06_water_masks/land/nw/nw-0382-02-000039.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0382-02-000039__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1642-10-000050:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1642-10-000050,nw,data/derived/v06_water_masks_homography/land/nw/nw-1642-10-000050.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1642-10-000050__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1602-10-000010:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1602-10-000010,nw,data/derived/v06_water_masks_homography/land/nw/nw-1602-10-000010.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1602-10-000010__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1667-10-000075:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1667-10-000075,nw,data/derived/v06_water_masks/land/nw/nw-1667-10-000075.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1667-10-000075__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0145-00-000145:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0145-00-000145,nw,data/derived/v06_water_masks/land/nw/nw-0145-00-000145.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0145-00-000145__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0157-00-000157:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0157-00-000157,nw,data/derived/v06_water_masks/land/nw/nw-0157-00-000157.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0157-00-000157__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1619-10-000027:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1619-10-000027,nw,data/derived/v06_water_masks_homography/land/nw/nw-1619-10-000027.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1619-10-000027__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1275-08-000026:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1275-08-000026,nw,data/derived/v06_water_masks_homography/land/nw/nw-1275-08-000026.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1275-08-000026__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0484-02-000141:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0484-02-000141,nw,data/derived/v06_water_masks_homography/land/nw/nw-0484-02-000141.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0484-02-000141__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0253-01-000081:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0253-01-000081,nw,data/derived/v06_water_masks_homography/land/nw/nw-0253-01-000081.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0253-01-000081__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1911-11-000145:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1911-11-000145,nw,data/derived/v06_water_masks/land/nw/nw-1911-11-000145.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1911-11-000145__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1290-08-000041:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1290-08-000041,nw,data/derived/v06_water_masks_homography/land/nw/nw-1290-08-000041.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1290-08-000041__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0019-00-000019:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0019-00-000019,nw,data/derived/v06_water_masks_homography/land/nw/nw-0019-00-000019.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0019-00-000019__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1540-09-000116:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1540-09-000116,nw,data/derived/v06_water_masks_homography/land/nw/nw-1540-09-000116.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1540-09-000116__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0573-03-000070:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0573-03-000070,nw,data/derived/v06_water_masks_homography/land/nw/nw-0573-03-000070.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0573-03-000070__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1417-08-000168:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1417-08-000168,nw,data/derived/v06_water_masks_homography/land/nw/nw-1417-08-000168.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1417-08-000168__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1160-07-000082:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1160-07-000082,nw,data/derived/v06_water_masks/land/nw/nw-1160-07-000082.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1160-07-000082__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0517-03-000014:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0517-03-000014,nw,data/derived/v06_water_masks_homography/land/nw/nw-0517-03-000014.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0517-03-000014__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0315-01-000143:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0315-01-000143,nw,data/derived/v06_water_masks/land/nw/nw-0315-01-000143.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0315-01-000143__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1094-07-000016:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1094-07-000016,nw,data/derived/v06_water_masks/land/nw/nw-1094-07-000016.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1094-07-000016__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0633-03-000130:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0633-03-000130,nw,data/derived/v06_water_masks_homography/land/nw/nw-0633-03-000130.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0633-03-000130__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0533-03-000030:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0533-03-000030,nw,data/derived/v06_water_masks_homography/land/nw/nw-0533-03-000030.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0533-03-000030__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-0436-02-000093:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0436-02-000093,nw,data/derived/v06_water_masks/land/nw/nw-0436-02-000093.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0436-02-000093__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nw:nw-1573-09-000149:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1573-09-000149,nw,data/derived/v06_water_masks/land/nw/nw-1573-09-000149.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1573-09-000149__cand_01.png,1,1,0,640,640,0,0,640,640,368865,90.054931640625,0.9999996423721313,0.17347800436047464,True,0.9004963040351868,1.0,0.9026953125,0.0973046875,4.475123789906502,MINED_TRAINING_CANDIDATE
nc:nc-0347-04-000068:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nc:nc-0347-04-000068,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0347-04-000068.png,data/mined/v07_lookalike_candidates/crops/nc__nc-0347-04-000068__cand_01.png,1,3,60,636,637,0,0,640,640,328576,80.21875,0.9999990463256836,0.17347800436047464,True,0.8962482810020447,1.0,0.8021875,0.02482421875,4.474061307311058,MINED_TRAINING_CANDIDATE
nc:nc-0213-02-000053:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nc:nc-0213-02-000053,nc,data/derived/v06_water_masks_homography/land/nc/nc-0213-02-000053.png,data/mined/v07_lookalike_candidates/crops/nc__nc-0213-02-000053__cand_01.png,1,3,4,636,579,0,0,640,640,324283,79.170654296875,0.999997615814209,0.17347800436047464,True,0.8875794410705566,1.0,0.79170654296875,0.02366943359375,4.471892952919006,MINED_TRAINING_CANDIDATE
nc:nc-0185-02-000025:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nc:nc-0185-02-000025,nc,data/derived/v06_water_masks/land/nc/nc-0185-02-000025.png,data/mined/v07_lookalike_candidates/crops/nc__nc-0185-02-000025__cand_01.png,1,2,1,639,638,0,0,640,640,360905,88.111572265625,0.9999986886978149,0.17347800436047464,True,0.8860358595848083,1.0,0.88111572265625,0.01168701171875,4.471507915854454,MINED_TRAINING_CANDIDATE
nc:nc-0313-04-000034:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nc:nc-0313-04-000034,nc,data/annotations/v06_land_manual/land/nc/nc-0313-04-000034.png,data/mined/v07_lookalike_candidates/crops/nc__nc-0313-04-000034__cand_01.png,1,1,1,511,510,0,0,512,512,228064,86.99951171875,0.9999179840087891,0.17347800436047464,True,0.8761059641838074,1.0,0.8705177307128906,0.023754119873046875,4.468960878252983,MINED_TRAINING_CANDIDATE
nc:nc-0140-01-000064:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nc:nc-0140-01-000064,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0140-01-000064.png,data/mined/v07_lookalike_candidates/crops/nc__nc-0140-01-000064__cand_01.png,1,2,2,286,638,0,0,483,640,155973,38.079345703125,0.9999923706054688,0.17347800436047464,True,0.8609116673469543,1.0,0.38079345703125,0.01498291015625,4.465221813321113,MINED_TRAINING_CANDIDATE
nc:nc-0178-02-000018:01,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nc:nc-0178-02-000018,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0178-02-000018.png,data/mined/v07_lookalike_candidates/crops/nc__nc-0178-02-000018__cand_01.png,1,2,369,638,638,0,183,640,640,147586,36.03173828125,0.9999924898147583,0.17347800436047464,True,0.8600305914878845,1.0,0.3603173828125,0.011025390625,4.465001639723778,MINED_TRAINING_CANDIDATE
nw:nw-0605-03-000102:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0605-03-000102,nw,data/derived/v06_water_masks/land/nw/nw-0605-03-000102.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0605-03-000102__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-0283-01-000111:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0283-01-000111,nw,data/derived/v06_water_masks/land/nw/nw-0283-01-000111.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0283-01-000111__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-0907-05-000161:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0907-05-000161,nw,data/derived/v06_water_masks/land/nw/nw-0907-05-000161.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0907-05-000161__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-1306-08-000057:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1306-08-000057,nw,data/derived/v06_water_masks_homography/land/nw/nw-1306-08-000057.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1306-08-000057__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-1521-09-000097:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1521-09-000097,nw,data/derived/v06_water_masks_homography/land/nw/nw-1521-09-000097.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1521-09-000097__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-0382-02-000039:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0382-02-000039,nw,data/derived/v06_water_masks/land/nw/nw-0382-02-000039.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0382-02-000039__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-1642-10-000050:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1642-10-000050,nw,data/derived/v06_water_masks_homography/land/nw/nw-1642-10-000050.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1642-10-000050__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-1602-10-000010:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1602-10-000010,nw,data/derived/v06_water_masks_homography/land/nw/nw-1602-10-000010.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1602-10-000010__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-1667-10-000075:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1667-10-000075,nw,data/derived/v06_water_masks/land/nw/nw-1667-10-000075.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1667-10-000075__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-0145-00-000145:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0145-00-000145,nw,data/derived/v06_water_masks/land/nw/nw-0145-00-000145.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0145-00-000145__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-0157-00-000157:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0157-00-000157,nw,data/derived/v06_water_masks/land/nw/nw-0157-00-000157.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0157-00-000157__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-1619-10-000027:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1619-10-000027,nw,data/derived/v06_water_masks_homography/land/nw/nw-1619-10-000027.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1619-10-000027__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-1275-08-000026:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-1275-08-000026,nw,data/derived/v06_water_masks_homography/land/nw/nw-1275-08-000026.png,data/mined/v07_lookalike_candidates/crops/nw__nw-1275-08-000026__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
nw:nw-0484-02-000141:02,LOOK_ALIKE,DARTIS_NO_OIL_GROUP,nw:nw-0484-02-000141,nw,data/derived/v06_water_masks_homography/land/nw/nw-0484-02-000141.png,data/mined/v07_lookalike_candidates/crops/nw__nw-0484-02-000141__cand_02.png,2,617,28,618,611,544,0,640,640,583,0.142333984375,0.9999996423721313,0.17347800436047464,True,0.99951171875,0.99951171875,0.9026953125,0.0973046875,4.463503411225987,MINED_TRAINING_CANDIDATE
