annotation_order,sample_id,coastal_group,selection_reason,selection_score,ensemble_entropy,ensemble_std,vote_disagreement,uncertain_fraction,predicted_water_fraction,source_adapted_difference,image_path,annotation_image_path,ensemble_probability_path,prelabel_water_path,review_overlay_path,manual_mask_path
11,nc:nc-0032-00-000032,nc,source_adapt_disagreement,0.8342096737234657,0.7176663875579834,0.22003287076950073,0.48467159271240234,0.1337890625,0.802825927734375,0.5072881579399109,data/external/dartis/raw/nc/nc-0032-00-000032.jpg,data/annotation/v06_dartis_water_active_batch/images/nc__nc-0032-00-000032.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/nc__nc-0032-00-000032.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/nc__nc-0032-00-000032.png,data/annotation/v06_dartis_water_active_batch/review_overlay/nc__nc-0032-00-000032.png,data/annotation/v06_dartis_water_active_batch/manual_masks/nc__nc-0032-00-000032.png
12,nc:nc-0272-03-000037,nc,histogram_diversity,0.5965011481755187,0.5248368978500366,0.1906895935535431,0.3691263198852539,0.17926025390625,0.0852813720703125,0.16914208233356476,data/external/dartis/raw/nc/nc-0272-03-000037.jpg,data/annotation/v06_dartis_water_active_batch/images/nc__nc-0272-03-000037.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/nc__nc-0272-03-000037.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/nc__nc-0272-03-000037.png,data/annotation/v06_dartis_water_active_batch/review_overlay/nc__nc-0272-03-000037.png,data/annotation/v06_dartis_water_active_batch/manual_masks/nc__nc-0272-03-000037.png
13,nc:nc-0215-02-000055,nc,low_predicted_water,0.5552515568578928,0.5447332859039307,0.24405401945114136,0.36633777618408203,0.0035552978515625,3.0517578125e-05,0.12681083381175995,data/external/dartis/raw/nc/nc-0215-02-000055.jpg,data/annotation/v06_dartis_water_active_batch/images/nc__nc-0215-02-000055.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/nc__nc-0215-02-000055.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/nc__nc-0215-02-000055.png,data/annotation/v06_dartis_water_active_batch/review_overlay/nc__nc-0215-02-000055.png,data/annotation/v06_dartis_water_active_batch/manual_masks/nc__nc-0215-02-000055.png
14,nc:nc-0194-02-000034,nc,low_predicted_water,0.30522243734800597,0.38346967101097107,0.15293923020362854,0.22669124603271484,0.00201416015625,0.0001678466796875,0.0752183198928833,data/external/dartis/raw/nc/nc-0194-02-000034.jpg,data/annotation/v06_dartis_water_active_batch/images/nc__nc-0194-02-000034.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/nc__nc-0194-02-000034.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/nc__nc-0194-02-000034.png,data/annotation/v06_dartis_water_active_batch/review_overlay/nc__nc-0194-02-000034.png,data/annotation/v06_dartis_water_active_batch/manual_masks/nc__nc-0194-02-000034.png
15,nc:nc-0266-03-000031,nc,high_predicted_water,0.19430341855740535,0.4377627372741699,0.06677842140197754,0.05448150634765625,0.0061798095703125,0.9419403076171875,0.11062277853488922,data/external/dartis/raw/nc/nc-0266-03-000031.jpg,data/annotation/v06_dartis_water_active_batch/images/nc__nc-0266-03-000031.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/nc__nc-0266-03-000031.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/nc__nc-0266-03-000031.png,data/annotation/v06_dartis_water_active_batch/review_overlay/nc__nc-0266-03-000031.png,data/annotation/v06_dartis_water_active_batch/manual_masks/nc__nc-0266-03-000031.png
16,nc:nc-0127-01-000051,nc,high_predicted_water,0.18201528266195194,0.43696129322052,0.06430107355117798,0.0160980224609375,0.0037078857421875,0.94097900390625,0.12352617084980011,data/external/dartis/raw/nc/nc-0127-01-000051.jpg,data/annotation/v06_dartis_water_active_batch/images/nc__nc-0127-01-000051.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/nc__nc-0127-01-000051.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/nc__nc-0127-01-000051.png,data/annotation/v06_dartis_water_active_batch/review_overlay/nc__nc-0127-01-000051.png,data/annotation/v06_dartis_water_active_batch/manual_masks/nc__nc-0127-01-000051.png
17,oc:oc-0189,oc,high_uncertainty,1.0,0.8610135316848755,0.28302454948425293,0.6860733032226562,0.4888916015625,0.45343017578125,0.4338341951370239,data/external/dartis/raw/oc/oc-0189.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0189.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0189.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0189.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0189.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0189.png
18,oc:oc-0219,oc,high_uncertainty|source_adapt_disagreement,1.0,0.8451172113418579,0.2614515423774719,0.6876049041748047,0.4618377685546875,0.786834716796875,0.509668231010437,data/external/dartis/raw/oc/oc-0219.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0219.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0219.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0219.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0219.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0219.png
19,oc:oc-0264,oc,high_uncertainty|source_adapt_disagreement,1.0,0.8366621732711792,0.2662743330001831,0.706263542175293,0.5028076171875,0.8541107177734375,0.504386842250824,data/external/dartis/raw/oc/oc-0264.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0264.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0264.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0264.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0264.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0264.png
20,oc:oc-0296,oc,high_uncertainty,1.0,0.820565938949585,0.27388137578964233,0.7041196823120117,0.594818115234375,0.77081298828125,0.5012658834457397,data/external/dartis/raw/oc/oc-0296.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0296.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0296.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0296.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0296.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0296.png
21,oc:oc-0135,oc,high_uncertainty,0.9988534705534835,0.8228499889373779,0.25480175018310547,0.663844108581543,0.4138641357421875,0.81268310546875,0.5034677982330322,data/external/dartis/raw/oc/oc-0135.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0135.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0135.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0135.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0135.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0135.png
22,oc:oc-0127,oc,histogram_diversity,0.9973952020115846,0.8683526515960693,0.3004796504974365,0.7177772521972656,0.5407562255859375,0.263275146484375,0.38313543796539307,data/external/dartis/raw/oc/oc-0127.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0127.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0127.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0127.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0127.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0127.png
23,oc:oc-0080,oc,histogram_diversity,0.994842366022987,0.8526273965835571,0.2833857536315918,0.6912155151367188,0.4475250244140625,0.3493804931640625,0.3769063353538513,data/external/dartis/raw/oc/oc-0080.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0080.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0080.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0080.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0080.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0080.png
24,oc:oc-0108,oc,histogram_diversity,0.9825257696276949,0.8215646743774414,0.2910427749156952,0.6752805709838867,0.4095916748046875,0.2249908447265625,0.34685295820236206,data/external/dartis/raw/oc/oc-0108.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0108.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0108.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0108.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0108.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0108.png
25,oc:oc-0085,oc,histogram_diversity,0.9343743406127982,0.7646384239196777,0.21899206936359406,0.5587396621704102,0.246795654296875,0.9096832275390625,0.44628044962882996,data/external/dartis/raw/oc/oc-0085.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0085.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0085.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0085.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0085.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0085.png
26,oc:oc-0373,oc,histogram_diversity,0.8633332955834426,0.7064231634140015,0.2583032250404358,0.5236520767211914,0.1990966796875,0.3518218994140625,0.2655651569366455,data/external/dartis/raw/oc/oc-0373.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0373.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0373.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0373.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0373.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0373.png
27,oc:oc-0250,oc,source_adapt_disagreement,0.8489860165764501,0.7195764780044556,0.22466042637825012,0.48302555084228516,0.1522979736328125,0.7698822021484375,0.5200939774513245,data/external/dartis/raw/oc/oc-0250.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0250.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0250.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0250.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0250.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0250.png
28,oc:oc-0194,oc,histogram_diversity,0.6454270159481938,0.5793566107749939,0.20630568265914917,0.38048267364501953,0.14935302734375,0.1881103515625,0.20810800790786743,data/external/dartis/raw/oc/oc-0194.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0194.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0194.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0194.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0194.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0194.png
29,oc:oc-0348,oc,high_predicted_water,0.6211754499127595,0.6432249546051025,0.15587195754051208,0.3380422592163086,0.07562255859375,0.9459075927734375,0.33007118105888367,data/external/dartis/raw/oc/oc-0348.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0348.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0348.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0348.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0348.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0348.png
30,oc:oc-0333,oc,low_predicted_water,0.4192804648173986,0.4681748151779175,0.18489688634872437,0.2787818908691406,0.0128936767578125,0.000762939453125,0.11006711423397064,data/external/dartis/raw/oc/oc-0333.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0333.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0333.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0333.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0333.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0333.png
31,oc:oc-0321,oc,low_predicted_water,0.3975993903625958,0.4516296982765198,0.18043935298919678,0.27614593505859375,0.0045318603515625,0.0005340576171875,0.10147953033447266,data/external/dartis/raw/oc/oc-0321.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0321.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0321.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0321.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0321.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0321.png
32,oc:oc-0088,oc,high_predicted_water,0.14061928877543847,0.40765583515167236,0.052515432238578796,0.008376121520996094,0.0017242431640625,0.948150634765625,0.09597685188055038,data/external/dartis/raw/oc/oc-0088.jpg,data/annotation/v06_dartis_water_active_batch/images/oc__oc-0088.png,data/annotation/v06_dartis_water_active_batch/ensemble_probability/oc__oc-0088.png,data/annotation/v06_dartis_water_active_batch/prelabel_water/oc__oc-0088.png,data/annotation/v06_dartis_water_active_batch/review_overlay/oc__oc-0088.png,data/annotation/v06_dartis_water_active_batch/manual_masks/oc__oc-0088.png
