bbox,candidate_id,class_name,component_index,crop_box,crop_path,group,hard_negative_weight,height,label,scene_id,source_image_path,source_manifest,source_row_label,split_role,standard_deviation,unique_values,v07_decision,v07_probability,width
,OIL::oc-0007::oc-0007__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_001.png,oc,1.0,224.0,1,oc-0007,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,15.436392170097797,96.0,,,224.0
,OIL::oc-0007::oc-0007__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_002.png,oc,1.0,224.0,1,oc-0007,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,16.925187221012866,100.0,,,224.0
,OIL::oc-0007::oc-0007__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_003.png,oc,1.0,224.0,1,oc-0007,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,13.21498718418284,99.0,,,224.0
,OIL::oc-0007::oc-0007__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_004.png,oc,1.0,224.0,1,oc-0007,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,9.922013887110378,84.0,,,224.0
,OIL::oc-0007::oc-0007__obj_005,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_005.png,oc,1.0,224.0,1,oc-0007,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,11.289712483074272,88.0,,,224.0
,OIL::oc-0007::oc-0007__obj_006,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_006.png,oc,1.0,224.0,1,oc-0007,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,13.853144974487108,96.0,,,224.0
,OIL::oc-0007::oc-0007__obj_007,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_007.png,oc,1.0,224.0,1,oc-0007,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,11.805332205433247,88.0,,,224.0
,OIL::oc-0008::oc-0008__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_001.png,oc,1.0,224.0,1,oc-0008,,data/metadata/dartis_positive_verifier_crops.csv,1,train,12.70651772326147,182.0,,,224.0
,OIL::oc-0008::oc-0008__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_002.png,oc,1.0,224.0,1,oc-0008,,data/metadata/dartis_positive_verifier_crops.csv,1,train,9.493031660597158,84.0,,,224.0
,OIL::oc-0008::oc-0008__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_003.png,oc,1.0,224.0,1,oc-0008,,data/metadata/dartis_positive_verifier_crops.csv,1,train,10.561216807576526,88.0,,,224.0
,OIL::oc-0008::oc-0008__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_004.png,oc,1.0,224.0,1,oc-0008,,data/metadata/dartis_positive_verifier_crops.csv,1,train,11.23956487692884,131.0,,,224.0
,OIL::oc-0008::oc-0008__obj_005,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_005.png,oc,1.0,224.0,1,oc-0008,,data/metadata/dartis_positive_verifier_crops.csv,1,train,8.52914387314657,76.0,,,224.0
,OIL::oc-0009::oc-0009__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0009__obj_001.png,oc,1.0,224.0,1,oc-0009,,data/metadata/dartis_positive_verifier_crops.csv,1,train,32.66255529855698,169.0,,,224.0
,OIL::oc-0010::oc-0010__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0010__obj_001.png,oc,1.0,224.0,1,oc-0010,,data/metadata/dartis_positive_verifier_crops.csv,1,train,20.5465082960498,172.0,,,224.0
,OIL::oc-0011::oc-0011__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_001.png,oc,1.0,224.0,1,oc-0011,,data/metadata/dartis_positive_verifier_crops.csv,1,train,26.49881326289793,200.0,,,224.0
,OIL::oc-0011::oc-0011__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_002.png,oc,1.0,224.0,1,oc-0011,,data/metadata/dartis_positive_verifier_crops.csv,1,train,14.608226071343816,109.0,,,224.0
,OIL::oc-0011::oc-0011__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_003.png,oc,1.0,224.0,1,oc-0011,,data/metadata/dartis_positive_verifier_crops.csv,1,train,13.160612552897796,106.0,,,224.0
,OIL::oc-0011::oc-0011__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_004.png,oc,1.0,224.0,1,oc-0011,,data/metadata/dartis_positive_verifier_crops.csv,1,train,12.503163409023331,100.0,,,224.0
,OIL::oc-0011::oc-0011__obj_005,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_005.png,oc,1.0,224.0,1,oc-0011,,data/metadata/dartis_positive_verifier_crops.csv,1,train,15.627502191230882,109.0,,,224.0
,OIL::oc-0011::oc-0011__obj_006,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_006.png,oc,1.0,224.0,1,oc-0011,,data/metadata/dartis_positive_verifier_crops.csv,1,train,13.225894781606009,100.0,,,224.0
,OIL::oc-0011::oc-0011__obj_007,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_007.png,oc,1.0,224.0,1,oc-0011,,data/metadata/dartis_positive_verifier_crops.csv,1,train,12.22908576387946,95.0,,,224.0
,OIL::oc-0012::oc-0012__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0012__obj_001.png,oc,1.0,224.0,1,oc-0012,,data/metadata/dartis_positive_verifier_crops.csv,1,train,34.07289559613436,223.0,,,224.0
,OIL::oc-0012::oc-0012__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0012__obj_002.png,oc,1.0,224.0,1,oc-0012,,data/metadata/dartis_positive_verifier_crops.csv,1,train,22.486539724778996,146.0,,,224.0
,OIL::oc-0012::oc-0012__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0012__obj_003.png,oc,1.0,224.0,1,oc-0012,,data/metadata/dartis_positive_verifier_crops.csv,1,train,20.309016034046305,194.0,,,224.0
,OIL::oc-0012::oc-0012__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0012__obj_004.png,oc,1.0,224.0,1,oc-0012,,data/metadata/dartis_positive_verifier_crops.csv,1,train,33.29606888557791,217.0,,,224.0
,OIL::oc-0013::oc-0013__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0013__obj_001.png,oc,1.0,224.0,1,oc-0013,,data/metadata/dartis_positive_verifier_crops.csv,1,train,24.302102489367943,174.0,,,224.0
,OIL::oc-0013::oc-0013__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0013__obj_002.png,oc,1.0,224.0,1,oc-0013,,data/metadata/dartis_positive_verifier_crops.csv,1,train,33.84106458961341,175.0,,,224.0
,OIL::oc-0013::oc-0013__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0013__obj_003.png,oc,1.0,224.0,1,oc-0013,,data/metadata/dartis_positive_verifier_crops.csv,1,train,29.808510771094337,161.0,,,224.0
,OIL::oc-0014::oc-0014__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0014__obj_001.png,oc,1.0,224.0,1,oc-0014,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,11.694583415536814,158.0,,,224.0
,OIL::oc-0015::oc-0015__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_001.png,oc,1.0,224.0,1,oc-0015,,data/metadata/dartis_positive_verifier_crops.csv,1,train,32.93554970489333,207.0,,,224.0
,OIL::oc-0015::oc-0015__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_002.png,oc,1.0,224.0,1,oc-0015,,data/metadata/dartis_positive_verifier_crops.csv,1,train,27.080164011962527,206.0,,,224.0
,OIL::oc-0015::oc-0015__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_003.png,oc,1.0,224.0,1,oc-0015,,data/metadata/dartis_positive_verifier_crops.csv,1,train,26.88677494670625,196.0,,,224.0
,OIL::oc-0015::oc-0015__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_004.png,oc,1.0,224.0,1,oc-0015,,data/metadata/dartis_positive_verifier_crops.csv,1,train,23.249460639254337,187.0,,,224.0
,OIL::oc-0015::oc-0015__obj_005,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_005.png,oc,1.0,224.0,1,oc-0015,,data/metadata/dartis_positive_verifier_crops.csv,1,train,31.522223839118386,207.0,,,224.0
,OIL::oc-0015::oc-0015__obj_006,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_006.png,oc,1.0,224.0,1,oc-0015,,data/metadata/dartis_positive_verifier_crops.csv,1,train,33.82929977367536,229.0,,,224.0
,OIL::oc-0016::oc-0016__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_001.png,oc,1.0,224.0,1,oc-0016,,data/metadata/dartis_positive_verifier_crops.csv,1,train,23.56068132446069,151.0,,,224.0
,OIL::oc-0016::oc-0016__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_002.png,oc,1.0,224.0,1,oc-0016,,data/metadata/dartis_positive_verifier_crops.csv,1,train,9.26047937262045,81.0,,,224.0
,OIL::oc-0016::oc-0016__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_003.png,oc,1.0,224.0,1,oc-0016,,data/metadata/dartis_positive_verifier_crops.csv,1,train,11.596615722165158,87.0,,,224.0
,OIL::oc-0016::oc-0016__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_004.png,oc,1.0,224.0,1,oc-0016,,data/metadata/dartis_positive_verifier_crops.csv,1,train,20.515182968232807,186.0,,,224.0
,OIL::oc-0016::oc-0016__obj_005,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_005.png,oc,1.0,224.0,1,oc-0016,,data/metadata/dartis_positive_verifier_crops.csv,1,train,21.64492842292733,171.0,,,224.0
,OIL::oc-0016::oc-0016__obj_006,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_006.png,oc,1.0,224.0,1,oc-0016,,data/metadata/dartis_positive_verifier_crops.csv,1,train,21.33798417695585,196.0,,,224.0
,OIL::oc-0017::oc-0017__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0017__obj_001.png,oc,1.0,224.0,1,oc-0017,,data/metadata/dartis_positive_verifier_crops.csv,1,train,20.434173115085237,141.0,,,224.0
,OIL::oc-0017::oc-0017__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0017__obj_002.png,oc,1.0,224.0,1,oc-0017,,data/metadata/dartis_positive_verifier_crops.csv,1,train,27.02070495841248,183.0,,,224.0
,OIL::oc-0017::oc-0017__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0017__obj_003.png,oc,1.0,224.0,1,oc-0017,,data/metadata/dartis_positive_verifier_crops.csv,1,train,21.99782324751588,123.0,,,224.0
,OIL::oc-0017::oc-0017__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0017__obj_004.png,oc,1.0,224.0,1,oc-0017,,data/metadata/dartis_positive_verifier_crops.csv,1,train,26.36499736922065,186.0,,,224.0
,OIL::oc-0018::oc-0018__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0018__obj_001.png,oc,1.0,224.0,1,oc-0018,,data/metadata/dartis_positive_verifier_crops.csv,1,train,31.2261934137926,179.0,,,224.0
,OIL::oc-0018::oc-0018__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0018__obj_002.png,oc,1.0,224.0,1,oc-0018,,data/metadata/dartis_positive_verifier_crops.csv,1,train,22.723461369689552,164.0,,,224.0
,OIL::oc-0018::oc-0018__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0018__obj_003.png,oc,1.0,224.0,1,oc-0018,,data/metadata/dartis_positive_verifier_crops.csv,1,train,30.291481837861376,203.0,,,224.0
,OIL::oc-0018::oc-0018__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0018__obj_004.png,oc,1.0,224.0,1,oc-0018,,data/metadata/dartis_positive_verifier_crops.csv,1,train,12.94152491242478,104.0,,,224.0
,OIL::oc-0019::oc-0019__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0019__obj_001.png,oc,1.0,224.0,1,oc-0019,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,19.93367435664364,164.0,,,224.0
,OIL::oc-0019::oc-0019__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0019__obj_002.png,oc,1.0,224.0,1,oc-0019,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,22.01172933208285,170.0,,,224.0
,OIL::oc-0020::oc-0020__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0020__obj_001.png,oc,1.0,224.0,1,oc-0020,,data/metadata/dartis_positive_verifier_crops.csv,1,train,11.199488302801951,146.0,,,224.0
,OIL::oc-0021::oc-0021__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0021__obj_001.png,oc,1.0,224.0,1,oc-0021,,data/metadata/dartis_positive_verifier_crops.csv,1,train,21.82081409718148,229.0,,,224.0
,OIL::oc-0021::oc-0021__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0021__obj_002.png,oc,1.0,224.0,1,oc-0021,,data/metadata/dartis_positive_verifier_crops.csv,1,train,22.288252538845736,246.0,,,224.0
,OIL::oc-0021::oc-0021__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0021__obj_003.png,oc,1.0,224.0,1,oc-0021,,data/metadata/dartis_positive_verifier_crops.csv,1,train,12.25152605076952,123.0,,,224.0
,OIL::oc-0021::oc-0021__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0021__obj_004.png,oc,1.0,224.0,1,oc-0021,,data/metadata/dartis_positive_verifier_crops.csv,1,train,12.134396496361797,105.0,,,224.0
,OIL::oc-0022::oc-0022__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0022__obj_001.png,oc,1.0,224.0,1,oc-0022,,data/metadata/dartis_positive_verifier_crops.csv,1,train,25.27215570880719,169.0,,,224.0
,OIL::oc-0022::oc-0022__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0022__obj_002.png,oc,1.0,224.0,1,oc-0022,,data/metadata/dartis_positive_verifier_crops.csv,1,train,18.112959343519258,145.0,,,224.0
,OIL::oc-0023::oc-0023__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0023__obj_001.png,oc,1.0,224.0,1,oc-0023,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,12.01960204089589,101.0,,,224.0
,OIL::oc-0024::oc-0024__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0024__obj_001.png,oc,1.0,224.0,1,oc-0024,,data/metadata/dartis_positive_verifier_crops.csv,1,train,11.494990175803816,103.0,,,224.0
,OIL::oc-0025::oc-0025__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0025__obj_001.png,oc,1.0,224.0,1,oc-0025,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,18.777504985069804,141.0,,,224.0
,OIL::oc-0025::oc-0025__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0025__obj_002.png,oc,1.0,224.0,1,oc-0025,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,22.736514819998877,115.0,,,224.0
,OIL::oc-0026::oc-0026__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0026__obj_001.png,oc,1.0,224.0,1,oc-0026,,data/metadata/dartis_positive_verifier_crops.csv,1,train,30.678523575088164,228.0,,,224.0
,OIL::oc-0026::oc-0026__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0026__obj_002.png,oc,1.0,224.0,1,oc-0026,,data/metadata/dartis_positive_verifier_crops.csv,1,train,10.155554541544303,157.0,,,224.0
,OIL::oc-0026::oc-0026__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0026__obj_003.png,oc,1.0,224.0,1,oc-0026,,data/metadata/dartis_positive_verifier_crops.csv,1,train,33.58226115306214,222.0,,,224.0
,OIL::oc-0026::oc-0026__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0026__obj_004.png,oc,1.0,224.0,1,oc-0026,,data/metadata/dartis_positive_verifier_crops.csv,1,train,18.28476210465707,231.0,,,224.0
,OIL::oc-0027::oc-0027__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0027__obj_001.png,oc,1.0,224.0,1,oc-0027,,data/metadata/dartis_positive_verifier_crops.csv,1,train,16.847035002976767,155.0,,,224.0
,OIL::oc-0027::oc-0027__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0027__obj_002.png,oc,1.0,224.0,1,oc-0027,,data/metadata/dartis_positive_verifier_crops.csv,1,train,23.190997122250156,173.0,,,224.0
,OIL::oc-0027::oc-0027__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0027__obj_003.png,oc,1.0,224.0,1,oc-0027,,data/metadata/dartis_positive_verifier_crops.csv,1,train,23.118740217572785,176.0,,,224.0
,OIL::oc-0028::oc-0028__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0028__obj_001.png,oc,1.0,224.0,1,oc-0028,,data/metadata/dartis_positive_verifier_crops.csv,1,train,33.092703446990896,236.0,,,224.0
,OIL::oc-0028::oc-0028__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0028__obj_002.png,oc,1.0,224.0,1,oc-0028,,data/metadata/dartis_positive_verifier_crops.csv,1,train,18.174449181857856,205.0,,,224.0
,OIL::oc-0028::oc-0028__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0028__obj_003.png,oc,1.0,224.0,1,oc-0028,,data/metadata/dartis_positive_verifier_crops.csv,1,train,18.831323427408496,148.0,,,224.0
,OIL::oc-0029::oc-0029__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_001.png,oc,1.0,224.0,1,oc-0029,,data/metadata/dartis_positive_verifier_crops.csv,1,train,25.25425868890019,179.0,,,224.0
,OIL::oc-0029::oc-0029__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_002.png,oc,1.0,224.0,1,oc-0029,,data/metadata/dartis_positive_verifier_crops.csv,1,train,21.97444984769077,166.0,,,224.0
,OIL::oc-0029::oc-0029__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_003.png,oc,1.0,224.0,1,oc-0029,,data/metadata/dartis_positive_verifier_crops.csv,1,train,25.395117984004173,171.0,,,224.0
,OIL::oc-0029::oc-0029__obj_004,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_004.png,oc,1.0,224.0,1,oc-0029,,data/metadata/dartis_positive_verifier_crops.csv,1,train,36.68902137247006,210.0,,,224.0
,OIL::oc-0029::oc-0029__obj_005,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_005.png,oc,1.0,224.0,1,oc-0029,,data/metadata/dartis_positive_verifier_crops.csv,1,train,21.218533720134072,161.0,,,224.0
,OIL::oc-0030::oc-0030__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0030__obj_001.png,oc,1.0,224.0,1,oc-0030,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,24.50030296456672,173.0,,,224.0
,OIL::oc-0030::oc-0030__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0030__obj_002.png,oc,1.0,224.0,1,oc-0030,,data/metadata/dartis_positive_verifier_crops.csv,1,calibration,29.287172777805477,169.0,,,224.0
,OIL::oc-0031::oc-0031__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0031__obj_001.png,oc,1.0,224.0,1,oc-0031,,data/metadata/dartis_positive_verifier_crops.csv,1,train,28.21921667960122,224.0,,,224.0
,OIL::oc-0031::oc-0031__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0031__obj_002.png,oc,1.0,224.0,1,oc-0031,,data/metadata/dartis_positive_verifier_crops.csv,1,train,28.93846845574421,216.0,,,224.0
,OIL::oc-0032::oc-0032__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0032__obj_001.png,oc,1.0,224.0,1,oc-0032,,data/metadata/dartis_positive_verifier_crops.csv,1,train,13.122728546555985,113.0,,,224.0
,OIL::oc-0032::oc-0032__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0032__obj_002.png,oc,1.0,224.0,1,oc-0032,,data/metadata/dartis_positive_verifier_crops.csv,1,train,12.50733053743013,127.0,,,224.0
,OIL::oc-0032::oc-0032__obj_003,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0032__obj_003.png,oc,1.0,224.0,1,oc-0032,,data/metadata/dartis_positive_verifier_crops.csv,1,train,10.670961266399178,80.0,,,224.0
,OIL::oc-0033::oc-0033__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0033__obj_001.png,oc,1.0,224.0,1,oc-0033,,data/metadata/dartis_positive_verifier_crops.csv,1,train,13.203300394724888,125.0,,,224.0
,OIL::oc-0033::oc-0033__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0033__obj_002.png,oc,1.0,224.0,1,oc-0033,,data/metadata/dartis_positive_verifier_crops.csv,1,train,8.758789328038707,84.0,,,224.0
,OIL::oc-0034::oc-0034__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0034__obj_001.png,oc,1.0,224.0,1,oc-0034,,data/metadata/dartis_positive_verifier_crops.csv,1,train,9.00333567079346,74.0,,,224.0
,OIL::oc-0034::oc-0034__obj_002,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0034__obj_002.png,oc,1.0,224.0,1,oc-0034,,data/metadata/dartis_positive_verifier_crops.csv,1,train,9.538535818855758,74.0,,,224.0
,OIL::oc-0035::oc-0035__obj_001,CONFIRMED_OIL,,,data/external/dartis/processed/verifier_positive/oc/oc-0035__obj_001.png,oc,1.0,224.0,1,oc-0035,,data/metadata/dartis_positive_verifier_crops.csv,1,train,19.20494079715572,183.0,,,224.0
