sample_id,group,split_role,image_path,water_decision,safe_water_fraction,uncertain_fraction,oil_analysis_executed,candidate_count,accepted_candidate_count,scene_false_alarm
nc-0015-00-000015,nc,locked_test,data/external/dartis/raw/nc/nc-0015-00-000015.jpg,ACCEPT_WATER,0.6967041015625,0.07078125,True,0,0,False
nc-0220-02-000060,nc,train,data/external/dartis/raw/nc/nc-0220-02-000060.jpg,UNCERTAIN_BLOCK,0.04879638671875,0.11180419921875,False,0,0,False
nc-0347-04-000068,nc,train,data/external/dartis/raw/nc/nc-0347-04-000068.jpg,UNCERTAIN_BLOCK,0.14859619140625,0.298720703125,False,0,0,False
nc-0104-01-000028,nc,calibration,data/external/dartis/raw/nc/nc-0104-01-000028.jpg,ACCEPT_WATER,0.8802734375,0.08720703125,True,0,0,False
nc-0049-00-000049,nc,train,data/external/dartis/raw/nc/nc-0049-00-000049.jpg,ACCEPT_WATER,0.94050537109375,0.04948486328125,True,0,0,False
nc-0303-04-000024,nc,calibration,data/external/dartis/raw/nc/nc-0303-04-000024.jpg,ACCEPT_WATER,0.63881591796875,0.2186669921875,True,0,0,False
nc-0129-01-000053,nc,train,data/external/dartis/raw/nc/nc-0129-01-000053.jpg,ACCEPT_WATER,0.46747314453125,0.048798828125,True,18,17,True
nc-0026-00-000026,nc,train,data/external/dartis/raw/nc/nc-0026-00-000026.jpg,UNCERTAIN_BLOCK,0.31467041015625,0.31935546875,False,0,0,False
nc-0029-00-000029,nc,train,data/external/dartis/raw/nc/nc-0029-00-000029.jpg,ACCEPT_WATER,0.057490234375,0.1188330078125,True,0,0,False
nc-0175-02-000015,nc,locked_test,data/external/dartis/raw/nc/nc-0175-02-000015.jpg,UNCERTAIN_BLOCK,0.00907958984375,0.25834716796875,False,0,0,False
nc-0279-03-000044,nc,train,data/external/dartis/raw/nc/nc-0279-03-000044.jpg,ACCEPT_WATER,0.50758544921875,0.0171923828125,True,4,3,True
nc-0270-03-000035,nc,train,data/external/dartis/raw/nc/nc-0270-03-000035.jpg,ACCEPT_WATER,0.13140625,0.167958984375,True,1,1,True
nc-0196-02-000036,nc,train,data/external/dartis/raw/nc/nc-0196-02-000036.jpg,UNCERTAIN_BLOCK,8.30078125e-05,0.16240234375,False,0,0,False
nc-0172-02-000012,nc,train,data/external/dartis/raw/nc/nc-0172-02-000012.jpg,UNCERTAIN_BLOCK,0.1808837890625,0.4899267578125,False,0,0,False
nc-0343-04-000064,nc,train,data/external/dartis/raw/nc/nc-0343-04-000064.jpg,UNCERTAIN_BLOCK,0.0142138671875,0.095693359375,False,0,0,False
nc-0006-00-000006,nc,train,data/external/dartis/raw/nc/nc-0006-00-000006.jpg,ACCEPT_WATER,0.14888671875,0.08588623046875,True,1,0,False
nc-0312-04-000033,nc,train,data/external/dartis/raw/nc/nc-0312-04-000033.jpg,UNCERTAIN_BLOCK,0.0159326171875,0.16576416015625,False,0,0,False
nc-0170-02-000010,nc,train,data/external/dartis/raw/nc/nc-0170-02-000010.jpg,ACCEPT_WATER,0.17598876953125,0.2175830078125,True,11,10,True
nc-0336-04-000057,nc,train,data/external/dartis/raw/nc/nc-0336-04-000057.jpg,UNCERTAIN_BLOCK,0.20442626953125,0.26011474609375,False,0,0,False
nc-0067-00-000067,nc,train,data/external/dartis/raw/nc/nc-0067-00-000067.jpg,ACCEPT_WATER,0.36545166015625,0.11495361328125,True,3,3,True
nc-0063-00-000063,nc,calibration,data/external/dartis/raw/nc/nc-0063-00-000063.jpg,ACCEPT_WATER,0.6447119140625,0.0317626953125,True,1,1,True
nc-0024-00-000024,nc,train,data/external/dartis/raw/nc/nc-0024-00-000024.jpg,UNCERTAIN_BLOCK,0.00625,0.09026123046875,False,0,0,False
nc-0167-02-000007,nc,train,data/external/dartis/raw/nc/nc-0167-02-000007.jpg,ACCEPT_WATER,0.9455810546875,0.0471630859375,True,0,0,False
nc-0293-04-000014,nc,train,data/external/dartis/raw/nc/nc-0293-04-000014.jpg,ACCEPT_WATER,0.4196923828125,0.05982421875,True,13,11,True
nc-0070-00-000070,nc,calibration,data/external/dartis/raw/nc/nc-0070-00-000070.jpg,ACCEPT_WATER,0.82290771484375,0.09875732421875,True,0,0,False
nc-0150-01-000074,nc,train,data/external/dartis/raw/nc/nc-0150-01-000074.jpg,ACCEPT_WATER,0.7152734375,0.0410009765625,True,7,7,True
nc-0323-04-000044,nc,train,data/external/dartis/raw/nc/nc-0323-04-000044.jpg,ACCEPT_WATER,0.546796875,0.162197265625,True,14,11,True
nc-0260-03-000025,nc,train,data/external/dartis/raw/nc/nc-0260-03-000025.jpg,UNCERTAIN_BLOCK,0.015908203125,0.2559228515625,False,0,0,False
nc-0047-00-000047,nc,calibration,data/external/dartis/raw/nc/nc-0047-00-000047.jpg,ACCEPT_WATER,0.94232421875,0.0501708984375,True,0,0,False
nc-0019-00-000019,nc,train,data/external/dartis/raw/nc/nc-0019-00-000019.jpg,UNCERTAIN_BLOCK,0.45080810546875,0.33813232421875,False,0,0,False
nc-0259-03-000024,nc,train,data/external/dartis/raw/nc/nc-0259-03-000024.jpg,UNCERTAIN_BLOCK,0.040498046875,0.31685302734375,False,0,0,False
nc-0027-00-000027,nc,train,data/external/dartis/raw/nc/nc-0027-00-000027.jpg,ACCEPT_WATER,0.9379296875,0.04782958984375,True,2,2,True
nc-0158-01-000082,nc,train,data/external/dartis/raw/nc/nc-0158-01-000082.jpg,ACCEPT_WATER,0.89771240234375,0.05830322265625,True,0,0,False
nc-0174-02-000014,nc,calibration,data/external/dartis/raw/nc/nc-0174-02-000014.jpg,ACCEPT_WATER,0.6871630859375,0.0392236328125,True,11,11,True
nc-0180-02-000020,nc,locked_test,data/external/dartis/raw/nc/nc-0180-02-000020.jpg,ACCEPT_WATER,0.47831298828125,0.2085693359375,True,0,0,False
nc-0037-00-000037,nc,train,data/external/dartis/raw/nc/nc-0037-00-000037.jpg,UNCERTAIN_BLOCK,0.00272705078125,0.16123046875,False,0,0,False
nc-0103-01-000027,nc,train,data/external/dartis/raw/nc/nc-0103-01-000027.jpg,ACCEPT_WATER,0.7508203125,0.01364990234375,True,10,9,True
nc-0115-01-000039,nc,train,data/external/dartis/raw/nc/nc-0115-01-000039.jpg,UNCERTAIN_BLOCK,0.19958251953125,0.37377197265625,False,0,0,False
nc-0060-00-000060,nc,train,data/external/dartis/raw/nc/nc-0060-00-000060.jpg,ACCEPT_WATER,0.69070556640625,0.0262646484375,True,3,3,True
nc-0287-04-000008,nc,locked_test,data/external/dartis/raw/nc/nc-0287-04-000008.jpg,ACCEPT_WATER,0.22998046875,0.1016455078125,True,3,3,True
nc-0314-04-000035,nc,calibration,data/external/dartis/raw/nc/nc-0314-04-000035.jpg,ACCEPT_WATER,0.8849658203125,0.01947509765625,True,11,11,True
nc-0351-04-000072,nc,train,data/external/dartis/raw/nc/nc-0351-04-000072.jpg,UNCERTAIN_BLOCK,0.00451904296875,0.1797607421875,False,0,0,False
nc-0319-04-000040,nc,train,data/external/dartis/raw/nc/nc-0319-04-000040.jpg,ACCEPT_WATER,0.39893798828125,0.15345703125,True,0,0,False
nc-0186-02-000026,nc,train,data/external/dartis/raw/nc/nc-0186-02-000026.jpg,UNCERTAIN_BLOCK,0.0323291015625,0.16139892578125,False,0,0,False
nc-0317-04-000038,nc,train,data/external/dartis/raw/nc/nc-0317-04-000038.jpg,ACCEPT_WATER,0.71239013671875,0.026123046875,True,6,6,True
nc-0274-03-000039,nc,train,data/external/dartis/raw/nc/nc-0274-03-000039.jpg,ACCEPT_WATER,0.0711669921875,0.2333349609375,True,0,0,False
nc-0101-01-000025,nc,train,data/external/dartis/raw/nc/nc-0101-01-000025.jpg,ACCEPT_WATER,0.8646630859375,0.08131103515625,True,0,0,False
nc-0100-01-000024,nc,train,data/external/dartis/raw/nc/nc-0100-01-000024.jpg,UNCERTAIN_BLOCK,0.31294189453125,0.4509423828125,False,0,0,False
nc-0286-04-000007,nc,locked_test,data/external/dartis/raw/nc/nc-0286-04-000007.jpg,ACCEPT_WATER,0.89118408203125,0.09043212890625,True,4,4,True
nc-0262-03-000027,nc,train,data/external/dartis/raw/nc/nc-0262-03-000027.jpg,UNCERTAIN_BLOCK,0.0007666015625,0.21103515625,False,0,0,False
nc-0156-01-000080,nc,train,data/external/dartis/raw/nc/nc-0156-01-000080.jpg,ACCEPT_WATER,0.91408447265625,0.03225341796875,True,3,3,True
nc-0272-03-000037,nc,train,data/external/dartis/raw/nc/nc-0272-03-000037.jpg,UNCERTAIN_BLOCK,0.00770751953125,0.22360595703125,False,0,0,False
nc-0008-00-000008,nc,locked_test,data/external/dartis/raw/nc/nc-0008-00-000008.jpg,UNCERTAIN_BLOCK,0.053876953125,0.50206298828125,False,0,0,False
nc-0065-00-000065,nc,train,data/external/dartis/raw/nc/nc-0065-00-000065.jpg,ACCEPT_WATER,0.95624755859375,0.02573974609375,True,0,0,False
nc-0164-02-000004,nc,calibration,data/external/dartis/raw/nc/nc-0164-02-000004.jpg,UNCERTAIN_BLOCK,0.55849609375,0.38737548828125,False,0,0,False
nc-0088-01-000012,nc,train,data/external/dartis/raw/nc/nc-0088-01-000012.jpg,UNCERTAIN_BLOCK,0.23508544921875,0.424521484375,False,0,0,False
nc-0098-01-000022,nc,train,data/external/dartis/raw/nc/nc-0098-01-000022.jpg,ACCEPT_WATER,0.5045947265625,0.03258544921875,True,6,5,True
nc-0316-04-000037,nc,train,data/external/dartis/raw/nc/nc-0316-04-000037.jpg,ACCEPT_WATER,0.81543701171875,0.02913818359375,True,0,0,False
nc-0083-01-000007,nc,train,data/external/dartis/raw/nc/nc-0083-01-000007.jpg,ACCEPT_WATER,0.87675537109375,0.01270751953125,True,5,5,True
nc-0295-04-000016,nc,calibration,data/external/dartis/raw/nc/nc-0295-04-000016.jpg,ACCEPT_WATER,0.5595458984375,0.051904296875,True,3,3,True
nc-0035-00-000035,nc,calibration,data/external/dartis/raw/nc/nc-0035-00-000035.jpg,ACCEPT_WATER,0.9019482421875,0.0739501953125,True,0,0,False
nc-0062-00-000062,nc,train,data/external/dartis/raw/nc/nc-0062-00-000062.jpg,ACCEPT_WATER,0.52542236328125,0.11405517578125,True,14,13,True
nc-0199-02-000039,nc,train,data/external/dartis/raw/nc/nc-0199-02-000039.jpg,ACCEPT_WATER,0.97338134765625,0.02599853515625,True,0,0,False
nc-0107-01-000031,nc,train,data/external/dartis/raw/nc/nc-0107-01-000031.jpg,ACCEPT_WATER,0.57541259765625,0.07138427734375,True,0,0,False
nc-0191-02-000031,nc,train,data/external/dartis/raw/nc/nc-0191-02-000031.jpg,ACCEPT_WATER,0.73097900390625,0.22482666015625,True,7,7,True
nc-0277-03-000042,nc,train,data/external/dartis/raw/nc/nc-0277-03-000042.jpg,UNCERTAIN_BLOCK,0.05908447265625,0.26441650390625,False,0,0,False
nc-0036-00-000036,nc,train,data/external/dartis/raw/nc/nc-0036-00-000036.jpg,ACCEPT_WATER,0.707724609375,0.05110595703125,True,8,5,True
nc-0297-04-000018,nc,locked_test,data/external/dartis/raw/nc/nc-0297-04-000018.jpg,ACCEPT_WATER,0.678564453125,0.17513671875,True,10,10,True
nc-0012-00-000012,nc,train,data/external/dartis/raw/nc/nc-0012-00-000012.jpg,ACCEPT_WATER,0.8575830078125,0.0377978515625,True,6,6,True
nc-0082-01-000006,nc,train,data/external/dartis/raw/nc/nc-0082-01-000006.jpg,ACCEPT_WATER,0.54695556640625,0.09062744140625,True,6,6,True
nc-0059-00-000059,nc,train,data/external/dartis/raw/nc/nc-0059-00-000059.jpg,ACCEPT_WATER,0.4652197265625,0.14505126953125,True,2,2,True
nc-0239-03-000004,nc,train,data/external/dartis/raw/nc/nc-0239-03-000004.jpg,UNCERTAIN_BLOCK,0.01193115234375,0.1361962890625,False,0,0,False
nc-0113-01-000037,nc,train,data/external/dartis/raw/nc/nc-0113-01-000037.jpg,ACCEPT_WATER,0.968427734375,0.01953369140625,True,0,0,False
nc-0320-04-000041,nc,train,data/external/dartis/raw/nc/nc-0320-04-000041.jpg,ACCEPT_WATER,0.68894775390625,0.0780419921875,True,0,0,False
nc-0148-01-000072,nc,train,data/external/dartis/raw/nc/nc-0148-01-000072.jpg,UNCERTAIN_BLOCK,0.14028076171875,0.26029296875,False,0,0,False
nc-0159-01-000083,nc,train,data/external/dartis/raw/nc/nc-0159-01-000083.jpg,ACCEPT_WATER,0.61051513671875,0.031572265625,True,4,2,True
nc-0147-01-000071,nc,train,data/external/dartis/raw/nc/nc-0147-01-000071.jpg,UNCERTAIN_BLOCK,0.0081689453125,0.09020263671875,False,0,0,False
nc-0193-02-000033,nc,locked_test,data/external/dartis/raw/nc/nc-0193-02-000033.jpg,ACCEPT_WATER,0.52876220703125,0.12249755859375,True,0,0,False
nc-0069-00-000069,nc,train,data/external/dartis/raw/nc/nc-0069-00-000069.jpg,UNCERTAIN_BLOCK,0.04273193359375,0.3720947265625,False,0,0,False
nc-0109-01-000033,nc,train,data/external/dartis/raw/nc/nc-0109-01-000033.jpg,ACCEPT_WATER,0.6255712890625,0.18359375,True,0,0,False
nc-0331-04-000052,nc,train,data/external/dartis/raw/nc/nc-0331-04-000052.jpg,ACCEPT_WATER,0.36776123046875,0.08464111328125,True,6,4,True
nc-0116-01-000040,nc,locked_test,data/external/dartis/raw/nc/nc-0116-01-000040.jpg,ACCEPT_WATER,0.65471435546875,0.01969970703125,True,6,6,True
nc-0211-02-000051,nc,calibration,data/external/dartis/raw/nc/nc-0211-02-000051.jpg,ACCEPT_WATER,0.6720166015625,0.11624755859375,True,0,0,False
nc-0138-01-000062,nc,train,data/external/dartis/raw/nc/nc-0138-01-000062.jpg,ACCEPT_WATER,0.34969970703125,0.07699462890625,True,0,0,False
nc-0341-04-000062,nc,train,data/external/dartis/raw/nc/nc-0341-04-000062.jpg,ACCEPT_WATER,0.88560302734375,0.06984130859375,True,2,2,True
nc-0218-02-000058,nc,train,data/external/dartis/raw/nc/nc-0218-02-000058.jpg,ACCEPT_WATER,0.80545166015625,0.02314697265625,True,13,11,True
nc-0131-01-000055,nc,train,data/external/dartis/raw/nc/nc-0131-01-000055.jpg,ACCEPT_WATER,0.659697265625,0.04877685546875,True,0,0,False
nc-0058-00-000058,nc,train,data/external/dartis/raw/nc/nc-0058-00-000058.jpg,ACCEPT_WATER,0.44115234375,0.10679443359375,True,12,11,True
nc-0119-01-000043,nc,calibration,data/external/dartis/raw/nc/nc-0119-01-000043.jpg,ACCEPT_WATER,0.39307373046875,0.11150146484375,True,1,1,True
nc-0258-03-000023,nc,train,data/external/dartis/raw/nc/nc-0258-03-000023.jpg,ACCEPT_WATER,0.30166748046875,0.08154296875,True,11,11,True
nc-0034-00-000034,nc,calibration,data/external/dartis/raw/nc/nc-0034-00-000034.jpg,ACCEPT_WATER,0.9731884765625,0.02253173828125,True,6,6,True
nc-0201-02-000041,nc,calibration,data/external/dartis/raw/nc/nc-0201-02-000041.jpg,ACCEPT_WATER,0.9601123046875,0.03076416015625,True,0,0,False
nc-0053-00-000053,nc,train,data/external/dartis/raw/nc/nc-0053-00-000053.jpg,ACCEPT_WATER,0.410068359375,0.05098388671875,True,4,4,True
nc-0223-02-000063,nc,train,data/external/dartis/raw/nc/nc-0223-02-000063.jpg,ACCEPT_WATER,0.63349365234375,0.0465771484375,True,6,4,True
nc-0075-00-000075,nc,train,data/external/dartis/raw/nc/nc-0075-00-000075.jpg,ACCEPT_WATER,0.24330322265625,0.2266845703125,True,1,1,True
nc-0250-03-000015,nc,calibration,data/external/dartis/raw/nc/nc-0250-03-000015.jpg,ACCEPT_WATER,0.80616455078125,0.00916259765625,True,1,1,True
nc-0071-00-000071,nc,train,data/external/dartis/raw/nc/nc-0071-00-000071.jpg,UNCERTAIN_BLOCK,0.46185302734375,0.2843505859375,False,0,0,False
nc-0181-02-000021,nc,train,data/external/dartis/raw/nc/nc-0181-02-000021.jpg,ACCEPT_WATER,0.9055712890625,0.05469970703125,True,0,0,False
nc-0028-00-000028,nc,train,data/external/dartis/raw/nc/nc-0028-00-000028.jpg,ACCEPT_WATER,0.1293310546875,0.1544921875,True,0,0,False
nc-0141-01-000065,nc,train,data/external/dartis/raw/nc/nc-0141-01-000065.jpg,ACCEPT_WATER,0.9120166015625,0.0617333984375,True,0,0,False
nc-0165-02-000005,nc,train,data/external/dartis/raw/nc/nc-0165-02-000005.jpg,ACCEPT_WATER,0.7801123046875,0.01648193359375,True,10,10,True
nc-0007-00-000007,nc,train,data/external/dartis/raw/nc/nc-0007-00-000007.jpg,UNCERTAIN_BLOCK,0.319482421875,0.33742431640625,False,0,0,False
nc-0243-03-000008,nc,train,data/external/dartis/raw/nc/nc-0243-03-000008.jpg,ACCEPT_WATER,0.48864990234375,0.06852783203125,True,0,0,False
nc-0144-01-000068,nc,train,data/external/dartis/raw/nc/nc-0144-01-000068.jpg,UNCERTAIN_BLOCK,0.41894287109375,0.53715087890625,False,0,0,False
nc-0112-01-000036,nc,train,data/external/dartis/raw/nc/nc-0112-01-000036.jpg,UNCERTAIN_BLOCK,0.0002783203125,0.06383544921875,False,0,0,False
nc-0168-02-000008,nc,train,data/external/dartis/raw/nc/nc-0168-02-000008.jpg,ACCEPT_WATER,0.9837890625,0.0162109375,True,0,0,False
nc-0137-01-000061,nc,train,data/external/dartis/raw/nc/nc-0137-01-000061.jpg,ACCEPT_WATER,0.76579345703125,0.19789794921875,True,2,1,True
nc-0173-02-000013,nc,train,data/external/dartis/raw/nc/nc-0173-02-000013.jpg,ACCEPT_WATER,0.73796630859375,0.09494873046875,True,8,8,True
nc-0346-04-000067,nc,train,data/external/dartis/raw/nc/nc-0346-04-000067.jpg,UNCERTAIN_BLOCK,0.53878173828125,0.30101806640625,False,0,0,False
nc-0349-04-000070,nc,train,data/external/dartis/raw/nc/nc-0349-04-000070.jpg,UNCERTAIN_BLOCK,0.0,0.04802001953125,False,0,0,False
nc-0291-04-000012,nc,train,data/external/dartis/raw/nc/nc-0291-04-000012.jpg,UNCERTAIN_BLOCK,0.022353515625,0.114375,False,0,0,False
nc-0251-03-000016,nc,train,data/external/dartis/raw/nc/nc-0251-03-000016.jpg,ACCEPT_WATER,0.56949462890625,0.02099609375,True,9,9,True
nw-0185-01-000013,nw,train,data/external/dartis/raw/nw/nw-0185-01-000013.jpg,ACCEPT_WATER,0.9710498046875,0.0289501953125,True,0,0,False
nw-1365-08-000116,nw,train,data/external/dartis/raw/nw/nw-1365-08-000116.jpg,UNCERTAIN_BLOCK,0.33784423828125,0.48927490234375,False,0,0,False
nw-1842-11-000076,nw,train,data/external/dartis/raw/nw/nw-1842-11-000076.jpg,ACCEPT_WATER,0.07213134765625,0.0957666015625,True,0,0,False
nw-0329-01-000157,nw,locked_test,data/external/dartis/raw/nw/nw-0329-01-000157.jpg,ACCEPT_WATER,0.91236083984375,0.0867724609375,True,0,0,False
nw-1271-08-000022,nw,calibration,data/external/dartis/raw/nw/nw-1271-08-000022.jpg,ACCEPT_WATER,0.8557861328125,0.131064453125,True,0,0,False
nw-0070-00-000070,nw,train,data/external/dartis/raw/nw/nw-0070-00-000070.jpg,ACCEPT_WATER,0.0642236328125,0.06466552734375,True,0,0,False
nw-0196-01-000024,nw,locked_test,data/external/dartis/raw/nw/nw-0196-01-000024.jpg,UNCERTAIN_BLOCK,0.03025634765625,0.076220703125,False,0,0,False
nw-0645-03-000142,nw,calibration,data/external/dartis/raw/nw/nw-0645-03-000142.jpg,ACCEPT_WATER,0.83221435546875,0.1527294921875,True,0,0,False
nw-1184-07-000106,nw,train,data/external/dartis/raw/nw/nw-1184-07-000106.jpg,ACCEPT_WATER,0.10411865234375,0.05783935546875,True,0,0,False
nw-1016-06-000104,nw,locked_test,data/external/dartis/raw/nw/nw-1016-06-000104.jpg,ACCEPT_WATER,0.98312744140625,0.01687255859375,True,0,0,False
nw-1409-08-000160,nw,locked_test,data/external/dartis/raw/nw/nw-1409-08-000160.jpg,UNCERTAIN_BLOCK,0.043994140625,0.04992431640625,False,0,0,False
nw-0940-06-000028,nw,train,data/external/dartis/raw/nw/nw-0940-06-000028.jpg,ACCEPT_WATER,0.978857421875,0.02114013671875,True,0,0,False
nw-0733-04-000068,nw,calibration,data/external/dartis/raw/nw/nw-0733-04-000068.jpg,ACCEPT_WATER,0.9742529296875,0.0257275390625,True,0,0,False
nw-0709-04-000044,nw,train,data/external/dartis/raw/nw/nw-0709-04-000044.jpg,ACCEPT_WATER,0.9835546875,0.0164453125,True,0,0,False
nw-0134-00-000134,nw,train,data/external/dartis/raw/nw/nw-0134-00-000134.jpg,UNCERTAIN_BLOCK,0.2922705078125,0.54552001953125,False,0,0,False
nw-0748-05-000002,nw,calibration,data/external/dartis/raw/nw/nw-0748-05-000002.jpg,ACCEPT_WATER,0.97257080078125,0.02742919921875,True,0,0,False
nw-0412-02-000069,nw,train,data/external/dartis/raw/nw/nw-0412-02-000069.jpg,ACCEPT_WATER,0.5583544921875,0.142919921875,True,0,0,False
nw-1301-08-000052,nw,train,data/external/dartis/raw/nw/nw-1301-08-000052.jpg,ACCEPT_WATER,0.9137109375,0.06408203125,True,1,1,True
nw-1189-07-000111,nw,train,data/external/dartis/raw/nw/nw-1189-07-000111.jpg,UNCERTAIN_BLOCK,0.0452197265625,0.10379150390625,False,0,0,False
nw-0297-01-000125,nw,train,data/external/dartis/raw/nw/nw-0297-01-000125.jpg,ACCEPT_WATER,0.9775146484375,0.0224853515625,True,0,0,False
