sample_id,group_name,oil_label,class_name,surface_context,land_mask_required,image_path,annotation_type,lookalike_semantics
oc:oc-0050,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0050.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0051,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0051.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0052,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0052.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0053,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0053.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0054,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0054.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0055,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0055.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0056,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0056.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0057,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0057.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0058,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0058.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0059,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0059.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0060,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0060.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0061,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0061.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0062,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0062.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0063,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0063.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0064,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0064.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0065,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0065.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0066,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0066.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0067,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0067.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0068,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0068.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0069,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0069.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0070,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0070.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0071,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0071.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0072,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0072.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0073,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0073.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0074,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0074.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0075,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0075.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0076,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0076.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0077,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0077.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0078,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0078.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0079,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0079.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0080,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0080.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0081,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0081.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0082,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0082.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0083,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0083.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0084,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0084.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0085,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0085.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0086,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0086.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0087,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0087.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0088,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0088.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0089,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0089.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0090,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0090.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0091,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0091.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0092,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0092.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0093,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0093.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0094,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0094.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0095,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0095.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0096,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0096.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0097,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0097.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0098,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0098.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0099,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0099.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0100,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0100.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0101,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0101.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0102,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0102.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0103,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0103.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0104,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0104.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0105,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0105.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0106,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0106.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0107,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0107.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0108,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0108.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0109,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0109.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0110,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0110.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0111,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0111.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0112,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0112.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0113,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0113.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0114,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0114.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0115,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0115.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0116,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0116.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0117,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0117.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0118,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0118.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0119,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0119.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0120,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0120.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0121,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0121.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0122,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0122.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0123,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0123.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0124,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0124.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0125,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0125.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0126,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0126.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0127,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0127.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0128,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0128.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0129,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0129.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0130,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0130.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0131,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0131.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0132,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0132.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0133,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0133.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0134,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0134.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0135,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0135.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0136,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0136.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0137,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0137.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0138,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0138.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0139,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0139.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0140,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0140.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0141,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0141.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0142,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0142.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0143,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0143.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0144,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0144.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0145,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0145.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0146,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0146.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0147,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0147.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0148,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0148.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0149,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0149.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0150,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0150.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0151,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0151.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0152,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0152.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0153,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0153.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0154,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0154.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0155,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0155.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0156,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0156.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0157,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0157.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0158,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0158.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0159,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0159.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0160,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0160.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0161,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0161.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0162,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0162.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0163,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0163.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0164,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0164.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0165,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0165.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0166,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0166.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0167,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0167.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0168,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0168.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0169,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0169.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0170,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0170.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0171,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0171.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0172,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0172.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0173,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0173.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0174,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0174.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0175,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0175.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0176,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0176.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0177,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0177.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0178,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0178.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0179,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0179.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0180,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0180.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0181,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0181.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0182,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0182.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0183,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0183.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0184,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0184.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0185,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0185.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0186,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0186.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0187,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0187.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0188,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0188.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0189,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0189.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0190,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0190.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0191,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0191.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0192,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0192.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0193,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0193.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0194,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0194.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0195,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0195.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0196,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0196.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0197,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0197.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0198,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0198.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0199,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0199.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0200,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0200.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0201,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0201.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0202,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0202.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0203,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0203.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0204,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0204.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0205,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0205.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0206,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0206.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0207,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0207.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0208,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0208.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0209,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0209.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0210,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0210.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0211,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0211.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0212,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0212.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0213,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0213.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0214,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0214.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0215,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0215.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0216,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0216.jpg,oil_object_annotation_expected,not_applicable
oc:oc-0217,oc,1,oil,coast,True,data/external/dartis/raw/oc/oc-0217.jpg,oil_object_annotation_expected,not_applicable
