source_dataset,catalog_index,image_set,category,image_name,width,height,expected_has_oil,scene_id,scene_source,ID_3,ID_2,split
DARTIS_2019,5492,nc,no_oil_coast,nc-0329-04-000050.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190920T154844_20190920T154909_029107_034DCE_58F5.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190920T154844_20190920T154909_029107_034DCE_58F5.SAFE,S1_20190920_154844_155024_VV_35,external_test
DARTIS_2019,5296,nc,no_oil_coast,nc-0133-01-000057.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191010T034331_20191010T034356_029391_035788_7CA8.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191010T034331_20191010T034356_029391_035788_7CA8.SAFE,S1_20191010_034306_034446_VV_50,external_test
DARTIS_2019,5298,nc,no_oil_coast,nc-0135-01-000059.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,S1_20191014_154845_155025_VV_107,external_test
DARTIS_2019,5373,nc,no_oil_coast,nc-0210-02-000050.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,S1_20191014_154845_155025_VV_106,external_test
DARTIS_2019,5493,nc,no_oil_coast,nc-0330-04-000051.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,S1_20191014_154845_155025_VV_101,external_test
DARTIS_2019,5302,nc,no_oil_coast,nc-0139-01-000063.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191026T154845_20191026T154910_029632_035FDD_29A5.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191026T154845_20191026T154910_029632_035FDD_29A5.SAFE,S1_20191026_154845_155025_VV_6,external_test
DARTIS_2019,5379,nc,no_oil_coast,nc-0216-02-000056.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191026T154845_20191026T154910_029632_035FDD_29A5.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191026T154845_20191026T154910_029632_035FDD_29A5.SAFE,S1_20191026_154845_155025_VV_54,external_test
DARTIS_2019,5227,nc,no_oil_coast,nc-0064-00-000064.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191108T035126_20191108T035151_029814_03664C_FCC5.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191108T035126_20191108T035151_029814_03664C_FCC5.SAFE,S1_20191108_035126_035307_VV_22,external_test
DARTIS_2019,5231,nc,no_oil_coast,nc-0068-00-000068.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191120T035126_20191120T035151_029989_036C5B_1AC3.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191120T035126_20191120T035151_029989_036C5B_1AC3.SAFE,S1_20191120_035126_035307_VV_31,external_test
DARTIS_2019,5501,nc,no_oil_coast,nc-0338-04-000059.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191120T035126_20191120T035151_029989_036C5B_1AC3.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191120T035126_20191120T035151_029989_036C5B_1AC3.SAFE,S1_20191120_035126_035307_VV_0,external_test
DARTIS_2019,5314,nc,no_oil_coast,nc-0151-01-000075.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191213T154844_20191213T154909_030332_03783C_3747.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191213T154844_20191213T154909_030332_03783C_3747.SAFE,S1_20191213_154844_155024_VV_105,external_test
DARTIS_2019,5507,nc,no_oil_coast,nc-0344-04-000065.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191213T154844_20191213T154909_030332_03783C_3747.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191213T154844_20191213T154909_030332_03783C_3747.SAFE,S1_20191213_154844_155024_VV_101,external_test
DARTIS_2019,5392,nc,no_oil_coast,nc-0229-02-000069.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191214T035125_20191214T035150_030339_037875_3C8E.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191214T035125_20191214T035150_030339_037875_3C8E.SAFE,S1_20191214_035125_035306_VV_47,external_test
DARTIS_2019,5508,nc,no_oil_coast,nc-0345-04-000066.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191214T035125_20191214T035150_030339_037875_3C8E.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191214T035125_20191214T035150_030339_037875_3C8E.SAFE,S1_20191214_035125_035306_VV_70,external_test
DARTIS_2019,5391,nc,no_oil_coast,nc-0228-02-000068.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191214T035240_20191214T035306_030339_037875_300E.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191214T035240_20191214T035306_030339_037875_300E.SAFE,S1_20191214_035125_035306_VV_131,external_test
DARTIS_2019,5239,nc,no_oil_coast,nc-0076-00-000076.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191216T033527_20191216T033552_030368_037971_A81F.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191216T033527_20191216T033552_030368_037971_A81F.SAFE,S1_20191216_033502_033642_VV_134,external_test
DARTIS_2019,5316,nc,no_oil_coast,nc-0153-01-000077.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191216T033527_20191216T033552_030368_037971_A81F.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191216T033527_20191216T033552_030368_037971_A81F.SAFE,S1_20191216_033502_033642_VV_153,external_test
DARTIS_2019,5318,nc,no_oil_coast,nc-0155-01-000079.jpg,640,640,0,S1A_IW_GRDH_1SDV_20191220T154130_20191220T154155_030434_037BB3_2D8A.SAFE,ID_3,S1A_IW_GRDH_1SDV_20191220T154130_20191220T154155_030434_037BB3_2D8A.SAFE,S1_20191220_154015_154155_VV_258,external_test
DARTIS_2019,5240,nc,no_oil_coast,nc-0077-01-000001.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190101T034235_20190101T034300_014295_01A97E_458A.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190101T034235_20190101T034300_014295_01A97E_458A.SAFE,S1_20190101_034235_034350_VV_15,external_test
DARTIS_2019,5324,nc,no_oil_coast,nc-0161-02-000001.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190101T034235_20190101T034300_014295_01A97E_458A.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190101T034235_20190101T034300_014295_01A97E_458A.SAFE,S1_20190101_034235_034350_VV_68,external_test
DARTIS_2019,5326,nc,no_oil_coast,nc-0163-02-000003.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190113T034235_20190113T034300_014470_01AF20_B0E8.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190113T034235_20190113T034300_014470_01AF20_B0E8.SAFE,S1_20190113_034235_034350_VV_25,external_test
DARTIS_2019,5400,nc,no_oil_coast,nc-0237-03-000002.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190120T033409_20190120T033434_014572_01B258_3D3D.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190120T033409_20190120T033434_014572_01B258_3D3D.SAFE,S1_20190120_033409_033549_VV_4,external_test
DARTIS_2019,5173,nc,no_oil_coast,nc-0010-00-000010.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,S1_20190222_154745_154925_VV_230,external_test
DARTIS_2019,5174,nc,no_oil_coast,nc-0011-00-000011.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190223T035130_20190223T035155_015068_01C287_0DC8.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190223T035130_20190223T035155_015068_01C287_0DC8.SAFE,S1_20190223_035040_035219_VV_255,external_test
DARTIS_2019,5405,nc,no_oil_coast,nc-0242-03-000007.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190225T033433_20190225T033458_015097_01C374_2456.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190225T033433_20190225T033458_015097_01C374_2456.SAFE,S1_20190225_033408_033548_VV_33,external_test
DARTIS_2019,5185,nc,no_oil_coast,nc-0022-00-000022.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190407T034324_20190407T034349_015695_01D728_35B4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190407T034324_20190407T034349_015695_01D728_35B4.SAFE,S1_20190407_034234_034349_VV_109,external_test
DARTIS_2019,5256,nc,no_oil_coast,nc-0093-01-000017.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190407T034324_20190407T034349_015695_01D728_35B4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190407T034324_20190407T034349_015695_01D728_35B4.SAFE,S1_20190407_034234_034349_VV_98,external_test
DARTIS_2019,5342,nc,no_oil_coast,nc-0179-02-000019.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190407T034324_20190407T034349_015695_01D728_35B4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190407T034324_20190407T034349_015695_01D728_35B4.SAFE,S1_20190407_034234_034349_VV_70,external_test
DARTIS_2019,5193,nc,no_oil_coast,nc-0030-00-000030.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190525T034335_20190525T034400_016395_01EDD2_0888.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190525T034335_20190525T034400_016395_01EDD2_0888.SAFE,S1_20190525_034220_034400_VV_51,external_test
DARTIS_2019,5416,nc,no_oil_coast,nc-0253-03-000018.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,S1_20190529_154748_154928_VV_50,external_test
DARTIS_2019,5469,nc,no_oil_coast,nc-0306-04-000027.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190529T154903_20190529T154928_016461_01EFC4_CD23.SAFE,S1_20190529_154748_154928_VV_62,external_test
DARTIS_2019,5474,nc,no_oil_coast,nc-0311-04-000032.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190622T154904_20190622T154929_016811_01FA2F_B265.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190622T154904_20190622T154929_016811_01FA2F_B265.SAFE,S1_20190622_154749_154929_VV_72,external_test
DARTIS_2019,5363,nc,no_oil_coast,nc-0200-02-000040.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190805T034249_20190805T034314_017445_020CF7_94B6.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190805T034249_20190805T034314_017445_020CF7_94B6.SAFE,S1_20190805_034224_034404_VV_58,external_test
DARTIS_2019,5214,nc,no_oil_coast,nc-0051-00-000051.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190903T035138_20190903T035203_017868_021A04_85C3.SAFE,S1_20190903_035048_035227_VV_59,external_test
DARTIS_2019,5290,nc,no_oil_coast,nc-0127-01-000051.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190905T033441_20190905T033506_017897_021AE1_97C9.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190905T033441_20190905T033506_017897_021AE1_97C9.SAFE,S1_20190905_033416_033556_VV_38,external_test
DARTIS_2019,5368,nc,no_oil_coast,nc-0205-02-000045.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190905T033441_20190905T033506_017897_021AE1_97C9.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190905T033441_20190905T033506_017897_021AE1_97C9.SAFE,S1_20190905_033416_033556_VV_28,external_test
DARTIS_2019,5217,nc,no_oil_coast,nc-0054-00-000054.jpg,640,640,0,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,ID_3,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,S1_20190915_035049_035228_VV_42,external_test
DARTIS_2019,5299,nc,no_oil_coast,nc-0136-01-000060.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191016T034227_20191016T034252_018495_022D96_DFD2.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191016T034227_20191016T034252_018495_022D96_DFD2.SAFE,S1_20191016_034227_034407_VV_61,external_test
DARTIS_2019,5375,nc,no_oil_coast,nc-0212-02-000052.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191016T034227_20191016T034252_018495_022D96_DFD2.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191016T034227_20191016T034252_018495_022D96_DFD2.SAFE,S1_20191016_034227_034407_VV_39,external_test
DARTIS_2019,5376,nc,no_oil_coast,nc-0213-02-000053.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191021T035139_20191021T035204_018568_022FC0_7FCF.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191021T035139_20191021T035204_018568_022FC0_7FCF.SAFE,S1_20191021_035049_035228_VV_187,external_test
DARTIS_2019,5439,nc,no_oil_coast,nc-0276-03-000041.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191109T034252_20191109T034317_018845_0238A3_587D.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191109T034252_20191109T034317_018845_0238A3_587D.SAFE,S1_20191109_034227_034407_VV_54,external_test
DARTIS_2019,5306,nc,no_oil_coast,nc-0143-01-000067.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191121T034317_20191121T034342_019020_023E45_5CFB.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191121T034317_20191121T034342_019020_023E45_5CFB.SAFE,S1_20191121_034227_034407_VV_175,external_test
DARTIS_2019,5503,nc,no_oil_coast,nc-0340-04-000061.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191205T160438_20191205T160503_019232_0244F5_5369.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191205T160438_20191205T160503_019232_0244F5_5369.SAFE,S1_20191205_160413_160553_VV_135,external_test
DARTIS_2019,5393,nc,no_oil_coast,nc-0230-02-000070.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191220T035048_20191220T035113_019443_024BA5_28B4.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191220T035048_20191220T035113_019443_024BA5_28B4.SAFE,S1_20191220_035048_035227_VV_43,external_test
DARTIS_2019,5395,nc,no_oil_coast,nc-0232-02-000072.jpg,640,640,0,S1B_IW_GRDH_1SDV_20191225T035948_20191225T040013_019516_024E03_FD65.SAFE,ID_3,S1B_IW_GRDH_1SDV_20191225T035948_20191225T040013_019516_024E03_FD65.SAFE,S1_20191225_035858_040037_VV_45,external_test
DARTIS_2019,3729,nw,no_oil_water,nw-0505-03-000002.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,S1_20190105_035928_040108_VV_32,external_test
DARTIS_2019,3730,nw,no_oil_water,nw-0506-03-000003.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,S1_20190105_035928_040108_VV_43,external_test
DARTIS_2019,4650,nw,no_oil_water,nw-1426-09-000002.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,S1_20190105_035928_040108_VV_17,external_test
DARTIS_2019,4651,nw,no_oil_water,nw-1427-09-000003.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,S1_20190105_035928_040108_VV_31,external_test
DARTIS_2019,3232,nw,no_oil_water,nw-0008-00-000008.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,S1_20190111_154836_155016_VV_22,external_test
DARTIS_2019,3233,nw,no_oil_water,nw-0009-00-000009.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,S1_20190111_154836_155016_VV_23,external_test
DARTIS_2019,3234,nw,no_oil_water,nw-0010-00-000010.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,S1_20190111_154836_155016_VV_30,external_test
DARTIS_2019,3235,nw,no_oil_water,nw-0011-00-000011.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,S1_20190111_154836_155016_VV_55,external_test
DARTIS_2019,4484,nw,no_oil_water,nw-1260-08-000011.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,S1_20190111_154836_155016_VV_37,external_test
DARTIS_2019,4822,nw,no_oil_water,nw-1598-10-000006.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190111T154836_20190111T154901_025432_02D14A_E884.SAFE,S1_20190111_154836_155016_VV_54,external_test
DARTIS_2019,3249,nw,no_oil_water,nw-0025-00-000025.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190118T154123_20190118T154148_025534_02D4F3_FFE7.SAFE;S1A_IW_GRDH_1SDV_20190118T154058_20190118T154123_025534_02D4F3_3A0C.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190118T154123_20190118T154148_025534_02D4F3_FFE7.SAFE;S1A_IW_GRDH_1SDV_20190118T154058_20190118T154123_025534_02D4F3_3A0C.SAFE,S1_20190118_154008_154148_VV_87,external_test
DARTIS_2019,3408,nw,no_oil_water,nw-0184-01-000012.jpg,640,640,0,S1A_IW_GRDH_1SDV_20190119T034323_20190119T034348_025541_02D53C_8F34.SAFE,ID_3,S1A_IW_GRDH_1SDV_20190119T034323_20190119T034348_025541_02D53C_8F34.SAFE,S1_20190119_034258_034438_VV_77,external_test
