sample_key,dataset_group,split,image_path,mask_path,image_open_ok,mask_open_ok,same_shape,image_width,image_height,image_bands,mask_width,mask_height,mask_bands,mask_min,mask_max,mask_unique_preview,valid_pixel_ratio,inspection_error
USA_350244,flood,test,data/external/sen1floods11/flood_sar/USA_350244_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_350244_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_430764,flood,test,data/external/sen1floods11/flood_sar/USA_430764_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_430764_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_504150,flood,test,data/external/sen1floods11/flood_sar/USA_504150_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_504150_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_519181,flood,test,data/external/sen1floods11/flood_sar/USA_519181_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_519181_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_527077,flood,test,data/external/sen1floods11/flood_sar/USA_527077_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_527077_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_595451,flood,test,data/external/sen1floods11/flood_sar/USA_595451_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_595451_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_66511,flood,test,data/external/sen1floods11/flood_sar/USA_66511_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_66511_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_670826,flood,test,data/external/sen1floods11/flood_sar/USA_670826_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_670826_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_67102,flood,test,data/external/sen1floods11/flood_sar/USA_67102_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_67102_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_758178,flood,test,data/external/sen1floods11/flood_sar/USA_758178_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_758178_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_778194,flood,test,data/external/sen1floods11/flood_sar/USA_778194_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_778194_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_905409,flood,test,data/external/sen1floods11/flood_sar/USA_905409_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_905409_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
USA_933610,flood,test,data/external/sen1floods11/flood_sar/USA_933610_S1Hand.tif,data/external/sen1floods11/flood_mask/USA_933610_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Ghana_103272,flood,train,data/external/sen1floods11/flood_sar/Ghana_103272_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_103272_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Ghana_1089161,flood,train,data/external/sen1floods11/flood_sar/Ghana_1089161_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_1089161_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Ghana_11745,flood,train,data/external/sen1floods11/flood_sar/Ghana_11745_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_11745_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
Ghana_128663,flood,train,data/external/sen1floods11/flood_sar/Ghana_128663_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_128663_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_134751,flood,train,data/external/sen1floods11/flood_sar/Ghana_134751_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_134751_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_135389,flood,train,data/external/sen1floods11/flood_sar/Ghana_135389_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_135389_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Ghana_141910,flood,train,data/external/sen1floods11/flood_sar/Ghana_141910_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_141910_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Ghana_144050,flood,train,data/external/sen1floods11/flood_sar/Ghana_144050_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_144050_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_146222,flood,train,data/external/sen1floods11/flood_sar/Ghana_146222_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_146222_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_147015,flood,train,data/external/sen1floods11/flood_sar/Ghana_147015_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_147015_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,1.0,0.0|1.0,1.0,
Ghana_154838,flood,train,data/external/sen1floods11/flood_sar/Ghana_154838_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_154838_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_156478,flood,train,data/external/sen1floods11/flood_sar/Ghana_156478_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_156478_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
Ghana_161233,flood,train,data/external/sen1floods11/flood_sar/Ghana_161233_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_161233_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_168875,flood,train,data/external/sen1floods11/flood_sar/Ghana_168875_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_168875_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_187318,flood,train,data/external/sen1floods11/flood_sar/Ghana_187318_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_187318_LabelHand.tif,True,True,True,512,512,2,512,512,1,0.0,0.0,0.0,1.0,
Ghana_194723,flood,train,data/external/sen1floods11/flood_sar/Ghana_194723_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_194723_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_247288,flood,train,data/external/sen1floods11/flood_sar/Ghana_247288_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_247288_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
Ghana_24858,flood,train,data/external/sen1floods11/flood_sar/Ghana_24858_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_24858_LabelHand.tif,True,True,True,512,512,2,512,512,1,1.0,1.0,1.0,0.0018463134765625,
Ghana_26376,flood,train,data/external/sen1floods11/flood_sar/Ghana_26376_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_26376_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,-1.0,-1.0,1.0,
Ghana_264787,flood,train,data/external/sen1floods11/flood_sar/Ghana_264787_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_264787_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,0.0,-1.0|0.0,1.0,
Ghana_362274,flood,train,data/external/sen1floods11/flood_sar/Ghana_362274_S1Hand.tif,data/external/sen1floods11/flood_mask/Ghana_362274_LabelHand.tif,True,True,True,512,512,2,512,512,1,-1.0,1.0,-1.0|0.0|1.0,1.0,
