subset,jpg_file,tag,patch_name,patch_width,patch_height,patch_ul_lon,patch_ul_lat,patch_ur_lon,patch_ur_lat,patch_br_lon,patch_br_lat,patch_bl_lon,patch_bl_lat,coordinate_complete,surface_context,oil_label,mapping_status,mapping_key,local_image_path
nc,nc-0011-00-000011.jpg,nc-0011-00-000011,S1_20190223_035040_035219_VV_255,640,640,30.9473367,31.6270746,30.8127695,31.6473884,30.788041,31.5322011,30.9226081,31.5118873,True,coast,0,MATCHED,filename:nc-0011-00-000011.jpg,data/external/dartis/raw/nc/nc-0011-00-000011.jpg
nc,nc-0012-00-000012.jpg,nc-0012-00-000012,S1_20190224_034257_034437_VV_102,640,640,35.2456209,33.3459785,35.1100952,33.3662297,35.0851545,33.250984,35.2206803,33.2307328,True,coast,0,MATCHED,filename:nc-0012-00-000012.jpg,data/external/dartis/raw/nc/nc-0012-00-000012.jpg
nc,nc-0013-00-000013.jpg,nc-0013-00-000013,S1_20190307_035039_035218_VV_93,640,640,31.8508112,31.5400561,31.7162438,31.5603679,31.6915179,31.4451802,31.8260853,31.4248684,True,coast,0,MATCHED,filename:nc-0013-00-000013.jpg,data/external/dartis/raw/nc/nc-0013-00-000013.jpg
nc,nc-0014-00-000014.jpg,nc-0014-00-000014,S1_20190308_034257_034437_VV_115,640,640,33.2032124,31.119151,33.0676864,31.1393998,33.0427483,31.0241539,33.1782743,31.0039052,True,coast,0,MATCHED,filename:nc-0014-00-000014.jpg,data/external/dartis/raw/nc/nc-0014-00-000014.jpg
nc,nc-0015-00-000015.jpg,nc-0015-00-000015,S1_20190309_033408_033548_VV_41,640,640,36.0300719,34.6557137,35.8951519,34.6759967,35.8702829,34.5608587,36.0052028,34.5405757,True,coast,0,MATCHED,filename:nc-0015-00-000015.jpg,data/external/dartis/raw/nc/nc-0015-00-000015.jpg
nc,nc-0016-00-000016.jpg,nc-0016-00-000016,S1_20190319_035039_035218_VV_27,640,640,32.5713584,35.2042646,32.4367909,35.2245764,32.4120653,35.1093877,32.5466327,35.0890758,True,coast,0,MATCHED,filename:nc-0016-00-000016.jpg,data/external/dartis/raw/nc/nc-0016-00-000016.jpg
nc,nc-0017-00-000017.jpg,nc-0017-00-000017,S1_20190320_034257_034437_VV_129,640,640,33.1493781,31.306779,33.0138521,31.327027,32.9889162,31.2117829,33.1244423,31.1915349,True,coast,0,MATCHED,filename:nc-0017-00-000017.jpg,data/external/dartis/raw/nc/nc-0017-00-000017.jpg
nc,nc-0018-00-000018.jpg,nc-0018-00-000018,S1_20190321_033408_033548_VV_9,640,640,35.9585689,35.5208595,35.8236488,35.5411412,35.7987818,35.4260031,35.933702,35.4057214,True,coast,0,MATCHED,filename:nc-0018-00-000018.jpg,data/external/dartis/raw/nc/nc-0018-00-000018.jpg
nc,nc-0019-00-000019.jpg,nc-0019-00-000019,S1_20190331_154007_154147_VV_109,640,640,34.7705871,29.3055605,34.9047297,29.3258969,34.879905,29.441043,34.7457624,29.4207067,True,coast,0,MATCHED,filename:nc-0019-00-000019.jpg,data/external/dartis/raw/nc/nc-0019-00-000019.jpg
nc,nc-0020-00-000020.jpg,nc-0020-00-000020,S1_20190402_033408_033548_VV_13,640,640,35.8515704,35.6750158,35.7166503,35.695298,35.691783,35.5801599,35.826703,35.5598777,True,coast,0,MATCHED,filename:nc-0020-00-000020.jpg,data/external/dartis/raw/nc/nc-0020-00-000020.jpg
nc,nc-0021-00-000021.jpg,nc-0021-00-000021,S1_20190402_033408_033548_VV_16,640,640,35.961795,35.5393839,35.826875,35.5596661,35.8020076,35.444528,35.9369277,35.4242458,True,coast,0,MATCHED,filename:nc-0021-00-000021.jpg,data/external/dartis/raw/nc/nc-0021-00-000021.jpg
nc,nc-0022-00-000022.jpg,nc-0022-00-000022,S1_20190407_034234_034349_VV_109,640,640,33.2126307,31.3122321,33.0777254,31.332518,33.0528421,31.2173612,33.1877474,31.1970753,True,coast,0,MATCHED,filename:nc-0022-00-000022.jpg,data/external/dartis/raw/nc/nc-0022-00-000022.jpg
nc,nc-0023-00-000023.jpg,nc-0023-00-000023,S1_20190413_034257_034437_VV_36,640,640,35.9519627,35.4574207,35.8164375,35.4776714,35.7914997,35.3624257,35.9270249,35.342175,True,coast,0,MATCHED,filename:nc-0023-00-000023.jpg,data/external/dartis/raw/nc/nc-0023-00-000023.jpg
nc,nc-0024-00-000024.jpg,nc-0024-00-000024,S1_20190424_035041_035220_VV_105,640,640,32.5801014,30.3876424,32.4455345,30.4079575,32.4208063,30.2927702,32.5553732,30.2724551,True,coast,0,MATCHED,filename:nc-0024-00-000024.jpg,data/external/dartis/raw/nc/nc-0024-00-000024.jpg
nc,nc-0025-00-000025.jpg,nc-0025-00-000025,S1_20190429_154837_155017_VV_177,640,640,33.214627,36.0543856,33.3501344,36.0746504,33.3252496,36.1898205,33.1897423,36.1695558,True,coast,0,MATCHED,filename:nc-0025-00-000025.jpg,data/external/dartis/raw/nc/nc-0025-00-000025.jpg
nc,nc-0026-00-000026.jpg,nc-0026-00-000026,S1_20190429_154837_155017_VV_195,640,640,33.074405,31.0496285,33.2099123,31.0698933,33.1850275,31.1850634,33.0495202,31.1647987,True,coast,0,MATCHED,filename:nc-0026-00-000026.jpg,data/external/dartis/raw/nc/nc-0026-00-000026.jpg
nc,nc-0027-00-000027.jpg,nc-0027-00-000027,S1_20190523_035852_040031_VV_33,640,640,30.6815647,31.5736658,30.5466518,31.5939627,30.521857,31.4787796,30.6567698,31.4584827,True,coast,0,MATCHED,filename:nc-0027-00-000027.jpg,data/external/dartis/raw/nc/nc-0027-00-000027.jpg
nc,nc-0028-00-000028.jpg,nc-0028-00-000028,S1_20190524_035119_035300_VV_13,640,640,32.9357445,35.4587999,32.8008131,35.4790877,32.7759779,35.36386,32.9109093,35.3435722,True,coast,0,MATCHED,filename:nc-0028-00-000028.jpg,data/external/dartis/raw/nc/nc-0028-00-000028.jpg
nc,nc-0029-00-000029.jpg,nc-0029-00-000029,S1_20190525_034220_034400_VV_10,640,640,34.3955814,35.6359178,34.2602688,35.6561842,34.2353554,35.5410027,34.370668,35.5207363,True,coast,0,MATCHED,filename:nc-0029-00-000029.jpg,data/external/dartis/raw/nc/nc-0029-00-000029.jpg
nc,nc-0030-00-000030.jpg,nc-0030-00-000030,S1_20190525_034220_034400_VV_51,640,640,33.1840798,31.2659779,33.0487672,31.2862442,33.0238538,31.1710627,33.1591664,31.1507963,True,coast,0,MATCHED,filename:nc-0030-00-000030.jpg,data/external/dartis/raw/nc/nc-0030-00-000030.jpg
nc,nc-0031-00-000031.jpg,nc-0031-00-000031,S1_20190530_154010_154150_VV_102,640,640,33.6969399,34.8645279,33.8310865,34.8848554,33.8062642,35.0000395,33.6721177,34.979712,True,coast,0,MATCHED,filename:nc-0031-00-000031.jpg,data/external/dartis/raw/nc/nc-0031-00-000031.jpg
nc,nc-0032-00-000032.jpg,nc-0032-00-000032,S1_20190604_035853_040032_VV_4,640,640,30.8240569,31.5874375,30.6891439,31.6077337,30.6643504,31.4925504,30.7992635,31.4722541,True,coast,0,MATCHED,filename:nc-0032-00-000032.jpg,data/external/dartis/raw/nc/nc-0032-00-000032.jpg
nc,nc-0033-00-000033.jpg,nc-0033-00-000033,S1_20190612_034300_034440_VV_17,640,640,35.7917522,35.6194927,35.6562269,35.6397422,35.6312904,35.5244963,35.7668156,35.5042469,True,coast,0,MATCHED,filename:nc-0033-00-000033.jpg,data/external/dartis/raw/nc/nc-0033-00-000033.jpg
nc,nc-0034-00-000034.jpg,nc-0034-00-000034,S1_20190619_033457_033637_VV_16,640,640,35.8885691,34.9674993,35.7540249,34.9877807,35.7292286,34.8725389,35.8637729,34.8522575,True,coast,0,MATCHED,filename:nc-0034-00-000034.jpg,data/external/dartis/raw/nc/nc-0034-00-000034.jpg
nc,nc-0035-00-000035.jpg,nc-0035-00-000035,S1_20190619_033457_033637_VV_27,640,640,35.8316947,34.4994104,35.6971505,34.5196918,35.6723542,34.40445,35.8068985,34.3841685,True,coast,0,MATCHED,filename:nc-0035-00-000035.jpg,data/external/dartis/raw/nc/nc-0035-00-000035.jpg
nc,nc-0036-00-000036.jpg,nc-0036-00-000036,S1_20190704_035931_040111_VV_70,640,640,31.0813126,31.6339645,30.9459893,31.6542313,30.9211316,31.5389245,31.0564549,31.5186577,True,coast,0,MATCHED,filename:nc-0036-00-000036.jpg,data/external/dartis/raw/nc/nc-0036-00-000036.jpg
nc,nc-0037-00-000037.jpg,nc-0037-00-000037,S1_20190705_035045_035224_VV_56,640,640,32.0639569,31.466142,31.9293897,31.4864539,31.9046469,31.3711796,32.0392141,31.3508677,True,coast,0,MATCHED,filename:nc-0037-00-000037.jpg,data/external/dartis/raw/nc/nc-0037-00-000037.jpg
nc,nc-0038-00-000038.jpg,nc-0038-00-000038,S1_20190705_154012_154152_VV_31,640,640,35.2150701,33.1935318,35.3492167,33.2138586,35.3243769,33.3291285,35.1902303,33.3088017,True,coast,0,MATCHED,filename:nc-0038-00-000038.jpg,data/external/dartis/raw/nc/nc-0038-00-000038.jpg
nc,nc-0039-00-000039.jpg,nc-0039-00-000039,S1_20190711_035121_035303_VV_37,640,640,32.5473536,35.2280654,32.412422,35.2483545,32.3875694,35.1330442,32.522501,35.112755,True,coast,0,MATCHED,filename:nc-0039-00-000039.jpg,data/external/dartis/raw/nc/nc-0039-00-000039.jpg
nc,nc-0040-00-000040.jpg,nc-0040-00-000040,S1_20190712_034223_034403_VV_11,640,640,34.5333609,35.7339261,34.3980485,35.7541928,34.3731172,35.6389273,34.5084296,35.6186607,True,coast,0,MATCHED,filename:nc-0040-00-000040.jpg,data/external/dartis/raw/nc/nc-0040-00-000040.jpg
nc,nc-0041-00-000041.jpg,nc-0041-00-000041,S1_20190712_034223_034403_VV_38,640,640,33.4846871,34.8333841,33.3493748,34.8536508,33.3244435,34.7383853,33.4597559,34.7181187,True,coast,0,MATCHED,filename:nc-0041-00-000041.jpg,data/external/dartis/raw/nc/nc-0041-00-000041.jpg
nc,nc-0042-00-000042.jpg,nc-0042-00-000042,S1_20190723_035122_035304_VV_86,640,640,32.3262135,31.3653564,32.191282,31.3856458,32.1664283,31.2703353,32.3013598,31.2500458,True,coast,0,MATCHED,filename:nc-0042-00-000042.jpg,data/external/dartis/raw/nc/nc-0042-00-000042.jpg
nc,nc-0043-00-000043.jpg,nc-0043-00-000043,S1_20190729_035046_035225_VV_67,640,640,34.005085,35.536192,33.870518,35.5565053,33.8457736,35.4412312,33.9803405,35.4209179,True,coast,0,MATCHED,filename:nc-0043-00-000043.jpg,data/external/dartis/raw/nc/nc-0043-00-000043.jpg
nc,nc-0044-00-000044.jpg,nc-0044-00-000044,S1_20190805_034224_034404_VV_27,640,640,34.3744401,35.6890988,34.2391278,35.7093654,34.2141963,35.5940998,34.3495085,35.5738332,True,coast,0,MATCHED,filename:nc-0044-00-000044.jpg,data/external/dartis/raw/nc/nc-0044-00-000044.jpg
nc,nc-0045-00-000045.jpg,nc-0045-00-000045,S1_20190806_033501_033641_VV_23,640,640,35.877387,34.582691,35.7428434,34.6029749,35.7180264,34.4876524,35.85257,34.4673685,True,coast,0,MATCHED,filename:nc-0045-00-000045.jpg,data/external/dartis/raw/nc/nc-0045-00-000045.jpg
nc,nc-0046-00-000046.jpg,nc-0046-00-000046,S1_20190809_035934_040114_VV_47,640,640,30.6611296,31.4518421,30.5258072,31.4721128,30.5009458,31.3568084,30.6362682,31.3365377,True,coast,0,MATCHED,filename:nc-0046-00-000046.jpg,data/external/dartis/raw/nc/nc-0046-00-000046.jpg
nc,nc-0047-00-000047.jpg,nc-0047-00-000047,S1_20190815_154843_155023_VV_2,640,640,33.1150387,31.05942,33.2505468,31.0796821,33.2256468,31.1949382,33.0901387,31.1746761,True,coast,0,MATCHED,filename:nc-0047-00-000047.jpg,data/external/dartis/raw/nc/nc-0047-00-000047.jpg
nc,nc-0048-00-000048.jpg,nc-0048-00-000048,S1_20190817_034225_034405_VV_71,640,640,32.9781515,31.2039004,32.8428389,31.224165,32.8179102,31.1088993,32.9532228,31.0886347,True,coast,0,MATCHED,filename:nc-0048-00-000048.jpg,data/external/dartis/raw/nc/nc-0048-00-000048.jpg
nc,nc-0049-00-000049.jpg,nc-0049-00-000049,S1_20190828_035124_035306_VV_129,640,640,32.9368603,31.2010865,32.8019289,31.2213746,32.7770768,31.1060638,32.9120082,31.0857757,True,coast,0,MATCHED,filename:nc-0049-00-000049.jpg,data/external/dartis/raw/nc/nc-0049-00-000049.jpg
nc,nc-0050-00-000050.jpg,nc-0050-00-000050,S1_20190902_035935_040115_VV_16,640,640,29.641596,36.2172646,29.5062731,36.2375327,29.4814144,36.1222279,29.6167373,36.1019598,True,coast,0,MATCHED,filename:nc-0050-00-000050.jpg,data/external/dartis/raw/nc/nc-0050-00-000050.jpg
nc,nc-0051-00-000051.jpg,nc-0051-00-000051,S1_20190903_035048_035227_VV_59,640,640,31.0929141,31.6229432,30.9583475,31.6432569,30.9336029,31.5279827,31.0681694,31.5076691,True,coast,0,MATCHED,filename:nc-0051-00-000051.jpg,data/external/dartis/raw/nc/nc-0051-00-000051.jpg
nc,nc-0052-00-000052.jpg,nc-0052-00-000052,S1_20190908_154844_155024_VV_7,640,640,32.5181509,30.982405,32.653658,31.0026711,32.628753,31.1179268,32.4932459,31.0976606,True,coast,0,MATCHED,filename:nc-0052-00-000052.jpg,data/external/dartis/raw/nc/nc-0052-00-000052.jpg
nc,nc-0053-00-000053.jpg,nc-0053-00-000053,S1_20190911_033502_033642_VV_37,640,640,35.5509217,33.8156433,35.4163779,33.8359265,35.3915625,33.7206061,35.5261063,33.7003229,True,coast,0,MATCHED,filename:nc-0053-00-000053.jpg,data/external/dartis/raw/nc/nc-0053-00-000053.jpg
nc,nc-0054-00-000054.jpg,nc-0054-00-000054,S1_20190915_035049_035228_VV_42,640,640,32.7073769,35.253255,32.5728105,35.273568,32.5480664,35.1582938,32.6826329,35.1379808,True,coast,0,MATCHED,filename:nc-0054-00-000054.jpg,data/external/dartis/raw/nc/nc-0054-00-000054.jpg
nc,nc-0055-00-000055.jpg,nc-0055-00-000055,S1_20190920_035859_040038_VV_69,640,640,29.396434,30.9433436,29.2615221,30.9636422,29.2367069,30.8483731,29.3716188,30.8280744,True,coast,0,MATCHED,filename:nc-0055-00-000055.jpg,data/external/dartis/raw/nc/nc-0055-00-000055.jpg
nc,nc-0056-00-000056.jpg,nc-0056-00-000056,S1_20190920_154844_155024_VV_18,640,640,32.1639654,31.1900659,32.2994728,31.2103313,32.2745679,31.325587,32.1390605,31.3053216,True,coast,0,MATCHED,filename:nc-0056-00-000056.jpg,data/external/dartis/raw/nc/nc-0056-00-000056.jpg
nc,nc-0057-00-000057.jpg,nc-0057-00-000057,S1_20190927_035049_035228_VV_4,640,640,32.4161006,35.1543787,32.2815339,35.1746912,32.2567901,35.0594169,32.3913568,35.0391044,True,coast,0,MATCHED,filename:nc-0057-00-000057.jpg,data/external/dartis/raw/nc/nc-0057-00-000057.jpg
nc,nc-0058-00-000058.jpg,nc-0058-00-000058,S1_20191002_154845_155025_VV_12,640,640,32.1612105,31.1981831,32.2967181,31.2184483,32.2718131,31.333704,32.1363055,31.3134388,True,coast,0,MATCHED,filename:nc-0058-00-000058.jpg,data/external/dartis/raw/nc/nc-0058-00-000058.jpg
nc,nc-0059-00-000059.jpg,nc-0059-00-000059,S1_20191002_154845_155025_VV_79,640,640,32.7442772,35.9557276,32.8797847,35.9759927,32.8548797,36.0912484,32.7193722,36.0709833,True,coast,0,MATCHED,filename:nc-0059-00-000059.jpg,data/external/dartis/raw/nc/nc-0059-00-000059.jpg
nc,nc-0060-00-000060.jpg,nc-0060-00-000060,S1_20191005_033503_033643_VV_34,640,640,36.0134573,34.5685752,35.8789137,34.5888606,35.854094,34.4735381,35.9886375,34.4532527,True,coast,0,MATCHED,filename:nc-0060-00-000060.jpg,data/external/dartis/raw/nc/nc-0060-00-000060.jpg
nc,nc-0061-00-000061.jpg,nc-0061-00-000061,S1_20191016_034227_034407_VV_100,640,640,35.2190801,33.223749,35.0837676,33.2440153,35.0588353,33.1287498,35.1941478,33.1084835,True,coast,0,MATCHED,filename:nc-0061-00-000061.jpg,data/external/dartis/raw/nc/nc-0061-00-000061.jpg
nc,nc-0062-00-000062.jpg,nc-0062-00-000062,S1_20191021_035049_035228_VV_195,640,640,32.754786,29.8158554,32.62022,29.8361715,32.5954706,29.7208979,32.7300366,29.7005818,True,coast,0,MATCHED,filename:nc-0062-00-000062.jpg,data/external/dartis/raw/nc/nc-0062-00-000062.jpg
nc,nc-0063-00-000063.jpg,nc-0063-00-000063,S1_20191028_034227_034407_VV_37,640,640,34.0575378,35.5134893,33.922225,35.5337548,33.8972928,35.4184892,34.0326056,35.3982238,True,coast,0,MATCHED,filename:nc-0063-00-000063.jpg,data/external/dartis/raw/nc/nc-0063-00-000063.jpg
nc,nc-0064-00-000064.jpg,nc-0064-00-000064,S1_20191108_035126_035307_VV_22,640,640,33.5930247,35.4313594,33.4580936,35.4516495,33.4332366,35.3363393,33.5681677,35.3160491,True,coast,0,MATCHED,filename:nc-0064-00-000064.jpg,data/external/dartis/raw/nc/nc-0064-00-000064.jpg
nc,nc-0065-00-000065.jpg,nc-0065-00-000065,S1_20191109_034227_034407_VV_82,640,640,33.1973146,31.3167719,33.0620023,31.3370397,33.0370669,31.2217745,33.1723792,31.2015067,True,coast,0,MATCHED,filename:nc-0065-00-000065.jpg,data/external/dartis/raw/nc/nc-0065-00-000065.jpg
nc,nc-0066-00-000066.jpg,nc-0066-00-000066,S1_20191113_035936_040116_VV_35,640,640,30.1262643,31.3539371,29.990941,31.3742054,29.9660799,31.2589008,30.1014032,31.2386326,True,coast,0,MATCHED,filename:nc-0066-00-000066.jpg,data/external/dartis/raw/nc/nc-0066-00-000066.jpg
nc,nc-0067-00-000067.jpg,nc-0067-00-000067,S1_20191115_034306_034446_VV_63,640,640,34.0888915,36.3449698,33.9533659,36.3652199,33.9284091,36.2498942,34.0639348,36.2296442,True,coast,0,MATCHED,filename:nc-0067-00-000067.jpg,data/external/dartis/raw/nc/nc-0067-00-000067.jpg
nc,nc-0068-00-000068.jpg,nc-0068-00-000068,S1_20191120_035126_035307_VV_31,640,640,33.9770918,35.3749639,33.8421609,35.395255,33.8173023,35.2799451,33.9522332,35.259654,True,coast,0,MATCHED,filename:nc-0068-00-000068.jpg,data/external/dartis/raw/nc/nc-0068-00-000068.jpg
nc,nc-0069-00-000069.jpg,nc-0069-00-000069,S1_20191121_034227_034407_VV_180,640,640,34.2643059,31.3506353,34.1289937,31.3709043,34.1040564,31.2556392,34.2393685,31.2353702,True,coast,0,MATCHED,filename:nc-0069-00-000069.jpg,data/external/dartis/raw/nc/nc-0069-00-000069.jpg
nc,nc-0070-00-000070.jpg,nc-0070-00-000070,S1_20191206_155646_155826_VV_0,640,640,32.528104,29.7554277,32.6625101,29.7757143,32.637768,29.8912034,32.5033619,29.8709168,True,coast,0,MATCHED,filename:nc-0070-00-000070.jpg,data/external/dartis/raw/nc/nc-0070-00-000070.jpg
nc,nc-0071-00-000071.jpg,nc-0071-00-000071,S1_20191208_035048_035227_VV_36,640,640,32.8521803,35.2419108,32.7176134,35.2622253,32.6928641,35.1469517,32.827431,35.1266372,True,coast,0,MATCHED,filename:nc-0071-00-000071.jpg,data/external/dartis/raw/nc/nc-0071-00-000071.jpg
nc,nc-0072-00-000072.jpg,nc-0072-00-000072,S1_20191209_034306_034446_VV_288,640,640,33.7209075,31.1495877,33.5853817,31.1698381,33.5604252,31.0545123,33.695951,31.0342619,True,coast,0,MATCHED,filename:nc-0072-00-000072.jpg,data/external/dartis/raw/nc/nc-0072-00-000072.jpg
nc,nc-0073-00-000073.jpg,nc-0073-00-000073,S1_20191209_034306_034446_VV_58,640,640,34.086619,35.55801,33.9510932,35.5782604,33.9261367,35.4629346,34.0616626,35.4426842,True,coast,0,MATCHED,filename:nc-0073-00-000073.jpg,data/external/dartis/raw/nc/nc-0073-00-000073.jpg
nc,nc-0074-00-000074.jpg,nc-0074-00-000074,S1_20191209_034306_034446_VV_63,640,640,33.7901484,35.4830681,33.6546226,35.5033185,33.6296661,35.3879927,33.7651919,35.3677423,True,coast,0,MATCHED,filename:nc-0074-00-000074.jpg,data/external/dartis/raw/nc/nc-0074-00-000074.jpg
nc,nc-0075-00-000075.jpg,nc-0075-00-000075,S1_20191212_155618_155643_VV_144,640,640,30.7529961,31.4353438,30.8851864,31.4558001,30.8606952,31.5708906,30.7285048,31.5504343,True,coast,0,MATCHED,filename:nc-0075-00-000075.jpg,data/external/dartis/raw/nc/nc-0075-00-000075.jpg
nc,nc-0076-00-000076.jpg,nc-0076-00-000076,S1_20191216_033502_033642_VV_134,640,640,35.6675262,34.2791983,35.5329819,34.2994823,35.5081607,34.1841581,35.6427051,34.1638741,True,coast,0,MATCHED,filename:nc-0076-00-000076.jpg,data/external/dartis/raw/nc/nc-0076-00-000076.jpg
nc,nc-0077-01-000001.jpg,nc-0077-01-000001,S1_20190101_034235_034350_VV_15,640,640,35.6514867,34.0700171,35.5165818,34.0903063,35.4916915,33.9751514,35.6265963,33.9548622,True,coast,0,MATCHED,filename:nc-0077-01-000001.jpg,data/external/dartis/raw/nc/nc-0077-01-000001.jpg
nc,nc-0078-01-000002.jpg,nc-0078-01-000002,S1_20190111_154836_155016_VV_27,640,640,32.2963603,31.2235961,32.4318626,31.2438733,32.4069702,31.3589962,32.2714679,31.338719,True,coast,0,MATCHED,filename:nc-0078-01-000002.jpg,data/external/dartis/raw/nc/nc-0078-01-000002.jpg
nc,nc-0079-01-000003.jpg,nc-0079-01-000003,S1_20190118_154008_154148_VV_82,640,640,34.9931165,32.9062082,35.1272593,32.9265442,35.1024321,33.0416901,34.9682892,33.0213541,True,coast,0,MATCHED,filename:nc-0079-01-000003.jpg,data/external/dartis/raw/nc/nc-0079-01-000003.jpg
nc,nc-0080-01-000004.jpg,nc-0080-01-000004,S1_20190129_154746_154926_VV_2,640,640,32.6368836,29.6722905,32.7715819,29.6926046,32.7467887,29.8077647,32.6120903,29.7874506,True,coast,0,MATCHED,filename:nc-0080-01-000004.jpg,data/external/dartis/raw/nc/nc-0080-01-000004.jpg
nc,nc-0081-01-000005.jpg,nc-0081-01-000005,S1_20190130_154007_154147_VV_0,640,640,34.7133686,29.2991508,34.8475113,29.3194872,34.8226838,29.434633,34.6885411,29.4142966,True,coast,0,MATCHED,filename:nc-0081-01-000005.jpg,data/external/dartis/raw/nc/nc-0081-01-000005.jpg
nc,nc-0082-01-000006.jpg,nc-0082-01-000006,S1_20190210_035926_040106_VV_57,640,640,31.0864565,31.6173139,30.9511334,31.6375843,30.9262865,31.5223613,31.0616096,31.5020909,True,coast,0,MATCHED,filename:nc-0082-01-000006.jpg,data/external/dartis/raw/nc/nc-0082-01-000006.jpg
nc,nc-0083-01-000007.jpg,nc-0083-01-000007,S1_20190219_033454_033634_VV_18,640,640,35.9391669,34.8688914,35.8046222,34.889173,35.7798232,34.7739313,35.9143678,34.7536497,True,coast,0,MATCHED,filename:nc-0083-01-000007.jpg,data/external/dartis/raw/nc/nc-0083-01-000007.jpg
nc,nc-0084-01-000008.jpg,nc-0084-01-000008,S1_20190219_033454_033634_VV_22,640,640,36.0242462,34.6177346,35.8897015,34.6380162,35.8649025,34.5227745,35.9994472,34.5024929,True,coast,0,MATCHED,filename:nc-0084-01-000008.jpg,data/external/dartis/raw/nc/nc-0084-01-000008.jpg
nc,nc-0085-01-000009.jpg,nc-0085-01-000009,S1_20190309_033408_033548_VV_52,640,640,35.6862872,34.1120841,35.5513673,34.1323671,35.5264982,34.0172292,35.6614181,33.9969462,True,coast,0,MATCHED,filename:nc-0085-01-000009.jpg,data/external/dartis/raw/nc/nc-0085-01-000009.jpg
nc,nc-0086-01-000010.jpg,nc-0086-01-000010,S1_20190315_033454_033634_VV_4,640,640,35.8328978,35.5058969,35.6983539,35.5261815,35.6735512,35.4109402,35.8080951,35.3906556,True,coast,0,MATCHED,filename:nc-0086-01-000010.jpg,data/external/dartis/raw/nc/nc-0086-01-000010.jpg
