sample_id,subset,oil_label,surface_context,image_path,image_width,image_height,land_mask_path,safe_water_mask_path,mask_source,coast_buffer_pixels,polygon_count,land_pixels,land_ratio,safe_water_pixels,safe_water_ratio,excluded_pixels,excluded_ratio,generation_status,eligible_for_training,locked_test_used,land_ratio_for_selection,queue_index,annotation_status,manual_land_mask_path,manual_safe_water_mask_path,annotation_note,updated_at
nc:nc-0319-04-000040,nc,0,coast,data/external/dartis/raw/nc/nc-0319-04-000040.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0319-04-000040.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0319-04-000040.png,OSM_GEOGRAPHIC_MASK,8,1,141671,0.34587646484375,258207,0.63038818359375,151393,0.36961181640625,SUCCESS,True,False,0.34587646484375,30,PENDING,,,,
nc:nc-0226-02-000066,nc,0,coast,data/external/dartis/raw/nc/nc-0226-02-000066.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0226-02-000066.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0226-02-000066.png,OSM_GEOGRAPHIC_MASK,8,2,197041,0.48105712890625,202050,0.4932861328125,207550,0.5067138671875,SUCCESS,True,False,0.48105712890625,31,PENDING,,,,
nc:nc-0080-01-000004,nc,0,coast,data/external/dartis/raw/nc/nc-0080-01-000004.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0080-01-000004.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0080-01-000004.png,OSM_GEOGRAPHIC_MASK,8,1,240619,0.58744873046875,160468,0.391767578125,249132,0.608232421875,SUCCESS,True,False,0.58744873046875,32,PENDING,,,,
nc:nc-0157-01-000081,nc,0,coast,data/external/dartis/raw/nc/nc-0157-01-000081.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0157-01-000081.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0157-01-000081.png,OSM_GEOGRAPHIC_MASK,8,1,269671,0.65837646484375,127798,0.3120068359375,281802,0.6879931640625,SUCCESS,True,False,0.65837646484375,33,PENDING,,,,
nc:nc-0075-00-000075,nc,0,coast,data/external/dartis/raw/nc/nc-0075-00-000075.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0075-00-000075.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0075-00-000075.png,OSM_GEOGRAPHIC_MASK,8,1,312227,0.76227294921875,90836,0.221767578125,318764,0.778232421875,SUCCESS,True,False,0.76227294921875,34,PENDING,,,,
nc:nc-0239-03-000004,nc,0,coast,data/external/dartis/raw/nc/nc-0239-03-000004.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0239-03-000004.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0239-03-000004.png,OSM_GEOGRAPHIC_MASK,8,1,353789,0.86374267578125,48458,0.1183056640625,361142,0.8816943359375,SUCCESS,True,False,0.86374267578125,35,PENDING,,,,
nc:nc-0038-00-000038,nc,0,coast,data/external/dartis/raw/nc/nc-0038-00-000038.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0038-00-000038.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0038-00-000038.png,OSM_GEOGRAPHIC_MASK,8,1,377492,0.921611328125,25137,0.06136962890625,384463,0.93863037109375,SUCCESS,True,False,0.921611328125,36,PENDING,,,,
oc:oc-0150,oc,1,coast,data/external/dartis/raw/oc/oc-0150.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0150.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0150.png,OSM_GEOGRAPHIC_MASK,8,1,4467,0.01090576171875,403319,0.98466552734375,6281,0.01533447265625,SUCCESS,True,False,0.01090576171875,37,PENDING,,,,
oc:oc-0308,oc,1,coast,data/external/dartis/raw/oc/oc-0308.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0308.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0308.png,OSM_GEOGRAPHIC_MASK,8,1,63940,0.156103515625,338077,0.82538330078125,71523,0.17461669921875,SUCCESS,True,False,0.156103515625,38,PENDING,,,,
oc:oc-0016,oc,1,coast,data/external/dartis/raw/oc/oc-0016.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0016.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0016.png,OSM_GEOGRAPHIC_MASK,8,2,111883,0.27315185546875,289158,0.7059521484375,120442,0.2940478515625,SUCCESS,True,False,0.27315185546875,39,PENDING,,,,
oc:oc-0109,oc,1,coast,data/external/dartis/raw/oc/oc-0109.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0109.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0109.png,OSM_GEOGRAPHIC_MASK,8,1,150232,0.36677734375,250422,0.6113818359375,159178,0.3886181640625,SUCCESS,True,False,0.36677734375,40,PENDING,,,,
oc:oc-0013,oc,1,coast,data/external/dartis/raw/oc/oc-0013.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0013.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0013.png,OSM_GEOGRAPHIC_MASK,8,1,179538,0.4383251953125,221556,0.540908203125,188044,0.459091796875,SUCCESS,True,False,0.4383251953125,41,PENDING,,,,
oc:oc-0005,oc,1,coast,data/external/dartis/raw/oc/oc-0005.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0005.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0005.png,OSM_GEOGRAPHIC_MASK,8,1,209374,0.5111669921875,175378,0.4281689453125,234222,0.5718310546875,SUCCESS,True,False,0.5111669921875,42,PENDING,,,,
oc:oc-0354,oc,1,coast,data/external/dartis/raw/oc/oc-0354.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0354.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0354.png,OSM_GEOGRAPHIC_MASK,8,1,281071,0.68620849609375,121151,0.29577880859375,288449,0.70422119140625,SUCCESS,True,False,0.68620849609375,43,PENDING,,,,
oc:oc-0194,oc,1,coast,data/external/dartis/raw/oc/oc-0194.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0194.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0194.png,OSM_GEOGRAPHIC_MASK,8,1,331729,0.80988525390625,70739,0.17270263671875,338861,0.82729736328125,SUCCESS,True,False,0.80988525390625,44,PENDING,,,,
nc:nc-0271-03-000036,nc,0,coast,data/external/dartis/raw/nc/nc-0271-03-000036.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0271-03-000036.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0271-03-000036.png,OSM_GEOGRAPHIC_MASK,8,1,9954,0.0243017578125,397021,0.96928955078125,12579,0.03071044921875,SUCCESS,True,False,0.0243017578125,45,PENDING,,,,
nc:nc-0001-00-000001,nc,0,coast,data/external/dartis/raw/nc/nc-0001-00-000001.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0001-00-000001.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0001-00-000001.png,OSM_GEOGRAPHIC_MASK,8,3,59152,0.1444140625,342898,0.8371533203125,66702,0.1628466796875,SUCCESS,True,False,0.1444140625,46,PENDING,,,,
nc:nc-0123-01-000047,nc,0,coast,data/external/dartis/raw/nc/nc-0123-01-000047.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0123-01-000047.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0123-01-000047.png,OSM_GEOGRAPHIC_MASK,8,1,85998,0.2099560546875,316347,0.77233154296875,93253,0.22766845703125,SUCCESS,True,False,0.2099560546875,47,PENDING,,,,
nc:nc-0134-01-000058,nc,0,coast,data/external/dartis/raw/nc/nc-0134-01-000058.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0134-01-000058.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0134-01-000058.png,OSM_GEOGRAPHIC_MASK,8,1,157589,0.38473876953125,234010,0.5713134765625,175590,0.4286865234375,SUCCESS,True,False,0.38473876953125,48,PENDING,,,,
nc:nc-0069-00-000069,nc,0,coast,data/external/dartis/raw/nc/nc-0069-00-000069.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0069-00-000069.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0069-00-000069.png,OSM_GEOGRAPHIC_MASK,8,1,195606,0.4775537109375,203863,0.49771240234375,205737,0.50228759765625,SUCCESS,True,False,0.4775537109375,49,PENDING,,,,
nc:nc-0251-03-000016,nc,0,coast,data/external/dartis/raw/nc/nc-0251-03-000016.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0251-03-000016.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0251-03-000016.png,OSM_GEOGRAPHIC_MASK,8,2,239096,0.58373046875,161051,0.39319091796875,248549,0.60680908203125,SUCCESS,True,False,0.58373046875,50,PENDING,,,,
nc:nc-0248-03-000013,nc,0,coast,data/external/dartis/raw/nc/nc-0248-03-000013.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0248-03-000013.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0248-03-000013.png,OSM_GEOGRAPHIC_MASK,8,2,249600,0.609375,148119,0.36161865234375,261481,0.63838134765625,SUCCESS,True,False,0.609375,51,PENDING,,,,
nc:nc-0348-04-000069,nc,0,coast,data/external/dartis/raw/nc/nc-0348-04-000069.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0348-04-000069.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0348-04-000069.png,OSM_GEOGRAPHIC_MASK,8,3,292012,0.712919921875,106526,0.2600732421875,303074,0.7399267578125,SUCCESS,True,False,0.712919921875,52,PENDING,,,,
nc:nc-0298-04-000019,nc,0,coast,data/external/dartis/raw/nc/nc-0298-04-000019.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0298-04-000019.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0298-04-000019.png,OSM_GEOGRAPHIC_MASK,8,1,365539,0.89242919921875,37050,0.0904541015625,372550,0.9095458984375,SUCCESS,True,False,0.89242919921875,53,PENDING,,,,
nc:nc-0351-04-000072,nc,0,coast,data/external/dartis/raw/nc/nc-0351-04-000072.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0351-04-000072.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0351-04-000072.png,OSM_GEOGRAPHIC_MASK,8,2,373848,0.91271484375,29754,0.0726416015625,379846,0.9273583984375,SUCCESS,True,False,0.91271484375,54,PENDING,,,,
oc:oc-0008,oc,1,coast,data/external/dartis/raw/oc/oc-0008.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0008.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0008.png,OSM_GEOGRAPHIC_MASK,8,4,3174,0.0077490234375,401869,0.98112548828125,7731,0.01887451171875,SUCCESS,True,False,0.0077490234375,55,PENDING,,,,
oc:oc-0352,oc,1,coast,data/external/dartis/raw/oc/oc-0352.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0352.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0352.png,OSM_GEOGRAPHIC_MASK,8,1,63131,0.15412841796875,339997,0.83007080078125,69603,0.16992919921875,SUCCESS,True,False,0.15412841796875,56,PENDING,,,,
oc:oc-0237,oc,1,coast,data/external/dartis/raw/oc/oc-0237.jpg,1753,1753,data/derived/v06_water_masks_homography/land/oc/oc-0237.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0237.png,OSM_GEOGRAPHIC_MASK,8,2,709236,0.2307952889171493,2341986,0.7621149173334669,731023,0.237885082666533,SUCCESS,True,False,0.2307952889171493,57,PENDING,,,,
oc:oc-0245,oc,1,coast,data/external/dartis/raw/oc/oc-0245.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0245.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0245.png,OSM_GEOGRAPHIC_MASK,8,1,140394,0.3427587890625,261400,0.63818359375,148200,0.36181640625,SUCCESS,True,False,0.3427587890625,58,PENDING,,,,
oc:oc-0208,oc,1,coast,data/external/dartis/raw/oc/oc-0208.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0208.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0208.png,OSM_GEOGRAPHIC_MASK,8,1,190066,0.4640283203125,206654,0.5045263671875,202946,0.4954736328125,SUCCESS,True,False,0.4640283203125,59,PENDING,,,,
oc:oc-0124,oc,1,coast,data/external/dartis/raw/oc/oc-0124.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0124.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0124.png,OSM_GEOGRAPHIC_MASK,8,1,209603,0.51172607421875,192522,0.4700244140625,217078,0.5299755859375,SUCCESS,True,False,0.51172607421875,60,PENDING,,,,
oc:oc-0369,oc,1,coast,data/external/dartis/raw/oc/oc-0369.jpg,640,640,data/derived/v06_water_masks_homography/land/oc/oc-0369.png,data/derived/v06_water_masks_homography/safe_water/oc/oc-0369.png,OSM_GEOGRAPHIC_MASK,8,3,246486,0.6017724609375,150370,0.3671142578125,259230,0.6328857421875,SUCCESS,True,False,0.6017724609375,61,PENDING,,,,
nc:nc-0179-02-000019,nc,0,coast,data/external/dartis/raw/nc/nc-0179-02-000019.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0179-02-000019.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0179-02-000019.png,OSM_GEOGRAPHIC_MASK,8,1,4185,0.01021728515625,401824,0.981015625,7776,0.018984375,SUCCESS,True,False,0.01021728515625,62,PENDING,,,,
nc:nc-0173-02-000013,nc,0,coast,data/external/dartis/raw/nc/nc-0173-02-000013.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0173-02-000013.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0173-02-000013.png,OSM_GEOGRAPHIC_MASK,8,3,50503,0.12329833984375,352884,0.861533203125,56716,0.138466796875,SUCCESS,True,False,0.12329833984375,63,PENDING,,,,
nc:nc-0079-01-000003,nc,0,coast,data/external/dartis/raw/nc/nc-0079-01-000003.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0079-01-000003.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0079-01-000003.png,OSM_GEOGRAPHIC_MASK,8,3,103417,0.25248291015625,297573,0.72649658203125,112027,0.27350341796875,SUCCESS,True,False,0.25248291015625,64,PENDING,,,,
nc:nc-0150-01-000074,nc,0,coast,data/external/dartis/raw/nc/nc-0150-01-000074.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0150-01-000074.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0150-01-000074.png,OSM_GEOGRAPHIC_MASK,8,2,141437,0.34530517578125,260643,0.63633544921875,148957,0.36366455078125,SUCCESS,True,False,0.34530517578125,65,PENDING,,,,
nc:nc-0223-02-000063,nc,0,coast,data/external/dartis/raw/nc/nc-0223-02-000063.jpg,640,640,data/derived/v06_water_masks_homography/land/nc/nc-0223-02-000063.png,data/derived/v06_water_masks_homography/safe_water/nc/nc-0223-02-000063.png,OSM_GEOGRAPHIC_MASK,8,3,180557,0.44081298828125,215594,0.5263525390625,194006,0.4736474609375,SUCCESS,True,False,0.44081298828125,66,PENDING,,,,
