candidate_id,scene_id,group,label,class_name,split_role,crop_path,source_manifest,source_row_label,width,height,unique_values,standard_deviation
OIL::oc-0005::oc-0005__obj_001,oc-0005,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0005__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,220.0,29.66135256188499
OIL::oc-0006::oc-0006__obj_001,oc-0006,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0006__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,82.0,9.416444414926406
OIL::oc-0006::oc-0006__obj_002,oc-0006,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0006__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,108.0,13.975188501801417
OIL::oc-0007::oc-0007__obj_001,oc-0007,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,96.0,15.436392170097795
OIL::oc-0007::oc-0007__obj_002,oc-0007,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,100.0,16.925187221012866
OIL::oc-0007::oc-0007__obj_003,oc-0007,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,99.0,13.21498718418284
OIL::oc-0007::oc-0007__obj_004,oc-0007,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,84.0,9.922013887110378
OIL::oc-0007::oc-0007__obj_005,oc-0007,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_005.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,88.0,11.289712483074272
OIL::oc-0007::oc-0007__obj_006,oc-0007,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_006.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,96.0,13.853144974487108
OIL::oc-0007::oc-0007__obj_007,oc-0007,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0007__obj_007.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,88.0,11.805332205433249
OIL::oc-0008::oc-0008__obj_001,oc-0008,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,182.0,12.70651772326147
OIL::oc-0008::oc-0008__obj_002,oc-0008,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,84.0,9.493031660597158
OIL::oc-0008::oc-0008__obj_003,oc-0008,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,88.0,10.561216807576526
OIL::oc-0008::oc-0008__obj_004,oc-0008,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,131.0,11.239564876928839
OIL::oc-0008::oc-0008__obj_005,oc-0008,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0008__obj_005.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,76.0,8.52914387314657
OIL::oc-0009::oc-0009__obj_001,oc-0009,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0009__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,169.0,32.66255529855698
OIL::oc-0010::oc-0010__obj_001,oc-0010,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0010__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,172.0,20.5465082960498
OIL::oc-0011::oc-0011__obj_001,oc-0011,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,200.0,26.498813262897926
OIL::oc-0011::oc-0011__obj_002,oc-0011,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,109.0,14.608226071343815
OIL::oc-0011::oc-0011__obj_003,oc-0011,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,106.0,13.160612552897797
OIL::oc-0011::oc-0011__obj_004,oc-0011,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,100.0,12.503163409023331
OIL::oc-0011::oc-0011__obj_005,oc-0011,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_005.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,109.0,15.627502191230882
OIL::oc-0011::oc-0011__obj_006,oc-0011,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_006.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,100.0,13.225894781606009
OIL::oc-0011::oc-0011__obj_007,oc-0011,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0011__obj_007.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,95.0,12.229085763879459
OIL::oc-0012::oc-0012__obj_001,oc-0012,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0012__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,223.0,34.07289559613436
OIL::oc-0012::oc-0012__obj_002,oc-0012,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0012__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,146.0,22.486539724778993
OIL::oc-0012::oc-0012__obj_003,oc-0012,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0012__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,194.0,20.309016034046305
OIL::oc-0012::oc-0012__obj_004,oc-0012,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0012__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,217.0,33.29606888557791
OIL::oc-0013::oc-0013__obj_001,oc-0013,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0013__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,174.0,24.302102489367943
OIL::oc-0013::oc-0013__obj_002,oc-0013,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0013__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,175.0,33.84106458961341
OIL::oc-0013::oc-0013__obj_003,oc-0013,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0013__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,161.0,29.808510771094337
OIL::oc-0014::oc-0014__obj_001,oc-0014,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0014__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,158.0,11.694583415536814
OIL::oc-0015::oc-0015__obj_001,oc-0015,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,207.0,32.93554970489333
OIL::oc-0015::oc-0015__obj_002,oc-0015,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,206.0,27.080164011962527
OIL::oc-0015::oc-0015__obj_003,oc-0015,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,196.0,26.88677494670625
OIL::oc-0015::oc-0015__obj_004,oc-0015,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,187.0,23.249460639254337
OIL::oc-0015::oc-0015__obj_005,oc-0015,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_005.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,207.0,31.522223839118386
OIL::oc-0015::oc-0015__obj_006,oc-0015,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0015__obj_006.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,229.0,33.82929977367536
OIL::oc-0016::oc-0016__obj_001,oc-0016,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,151.0,23.560681324460692
OIL::oc-0016::oc-0016__obj_002,oc-0016,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,81.0,9.26047937262045
OIL::oc-0016::oc-0016__obj_003,oc-0016,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,87.0,11.596615722165158
OIL::oc-0016::oc-0016__obj_004,oc-0016,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,186.0,20.515182968232807
OIL::oc-0016::oc-0016__obj_005,oc-0016,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_005.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,171.0,21.64492842292733
OIL::oc-0016::oc-0016__obj_006,oc-0016,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0016__obj_006.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,196.0,21.337984176955846
OIL::oc-0017::oc-0017__obj_001,oc-0017,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0017__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,141.0,20.434173115085233
OIL::oc-0017::oc-0017__obj_002,oc-0017,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0017__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,183.0,27.020704958412477
OIL::oc-0017::oc-0017__obj_003,oc-0017,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0017__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,123.0,21.997823247515882
OIL::oc-0017::oc-0017__obj_004,oc-0017,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0017__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,186.0,26.364997369220646
OIL::oc-0018::oc-0018__obj_001,oc-0018,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0018__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,179.0,31.2261934137926
OIL::oc-0018::oc-0018__obj_002,oc-0018,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0018__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,164.0,22.723461369689552
OIL::oc-0018::oc-0018__obj_003,oc-0018,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0018__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,203.0,30.291481837861376
OIL::oc-0018::oc-0018__obj_004,oc-0018,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0018__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,104.0,12.941524912424779
OIL::oc-0019::oc-0019__obj_001,oc-0019,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0019__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,164.0,19.93367435664364
OIL::oc-0019::oc-0019__obj_002,oc-0019,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0019__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,170.0,22.01172933208285
OIL::oc-0020::oc-0020__obj_001,oc-0020,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0020__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,146.0,11.199488302801953
OIL::oc-0021::oc-0021__obj_001,oc-0021,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0021__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,229.0,21.820814097181476
OIL::oc-0021::oc-0021__obj_002,oc-0021,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0021__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,246.0,22.288252538845736
OIL::oc-0021::oc-0021__obj_003,oc-0021,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0021__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,123.0,12.251526050769519
OIL::oc-0021::oc-0021__obj_004,oc-0021,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0021__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,105.0,12.134396496361795
OIL::oc-0022::oc-0022__obj_001,oc-0022,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0022__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,169.0,25.27215570880719
OIL::oc-0022::oc-0022__obj_002,oc-0022,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0022__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,145.0,18.112959343519258
OIL::oc-0023::oc-0023__obj_001,oc-0023,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0023__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,101.0,12.01960204089589
OIL::oc-0024::oc-0024__obj_001,oc-0024,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0024__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,103.0,11.494990175803817
OIL::oc-0025::oc-0025__obj_001,oc-0025,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0025__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,141.0,18.777504985069804
OIL::oc-0025::oc-0025__obj_002,oc-0025,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0025__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,115.0,22.736514819998874
OIL::oc-0026::oc-0026__obj_001,oc-0026,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0026__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,228.0,30.678523575088164
OIL::oc-0026::oc-0026__obj_002,oc-0026,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0026__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,157.0,10.155554541544305
OIL::oc-0026::oc-0026__obj_003,oc-0026,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0026__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,222.0,33.58226115306214
OIL::oc-0026::oc-0026__obj_004,oc-0026,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0026__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,231.0,18.28476210465707
OIL::oc-0027::oc-0027__obj_001,oc-0027,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0027__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,155.0,16.847035002976767
OIL::oc-0027::oc-0027__obj_002,oc-0027,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0027__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,173.0,23.190997122250153
OIL::oc-0027::oc-0027__obj_003,oc-0027,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0027__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,176.0,23.118740217572782
OIL::oc-0028::oc-0028__obj_001,oc-0028,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0028__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,236.0,33.092703446990896
OIL::oc-0028::oc-0028__obj_002,oc-0028,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0028__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,205.0,18.174449181857856
OIL::oc-0028::oc-0028__obj_003,oc-0028,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0028__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,148.0,18.831323427408496
OIL::oc-0029::oc-0029__obj_001,oc-0029,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,179.0,25.25425868890019
OIL::oc-0029::oc-0029__obj_002,oc-0029,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,166.0,21.97444984769077
OIL::oc-0029::oc-0029__obj_003,oc-0029,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,171.0,25.395117984004173
OIL::oc-0029::oc-0029__obj_004,oc-0029,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,210.0,36.68902137247006
OIL::oc-0029::oc-0029__obj_005,oc-0029,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0029__obj_005.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,161.0,21.218533720134072
OIL::oc-0030::oc-0030__obj_001,oc-0030,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0030__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,173.0,24.50030296456672
OIL::oc-0030::oc-0030__obj_002,oc-0030,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0030__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,169.0,29.287172777805473
OIL::oc-0031::oc-0031__obj_001,oc-0031,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0031__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,224.0,28.21921667960122
OIL::oc-0031::oc-0031__obj_002,oc-0031,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0031__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,216.0,28.93846845574421
OIL::oc-0032::oc-0032__obj_001,oc-0032,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0032__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,113.0,13.122728546555985
OIL::oc-0032::oc-0032__obj_002,oc-0032,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0032__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,127.0,12.50733053743013
OIL::oc-0032::oc-0032__obj_003,oc-0032,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0032__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,80.0,10.670961266399178
OIL::oc-0033::oc-0033__obj_001,oc-0033,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0033__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,125.0,13.203300394724888
OIL::oc-0033::oc-0033__obj_002,oc-0033,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0033__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,84.0,8.758789328038707
OIL::oc-0034::oc-0034__obj_001,oc-0034,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0034__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,74.0,9.00333567079346
OIL::oc-0034::oc-0034__obj_002,oc-0034,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0034__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,74.0,9.538535818855758
OIL::oc-0035::oc-0035__obj_001,oc-0035,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0035__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,183.0,19.20494079715572
OIL::oc-0035::oc-0035__obj_002,oc-0035,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0035__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,221.0,25.803005664423978
OIL::oc-0035::oc-0035__obj_003,oc-0035,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0035__obj_003.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,199.0,28.70384582999653
OIL::oc-0035::oc-0035__obj_004,oc-0035,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0035__obj_004.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,83.0,9.376908627287296
OIL::oc-0035::oc-0035__obj_005,oc-0035,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0035__obj_005.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,209.0,26.487548804037722
OIL::oc-0036::oc-0036__obj_001,oc-0036,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0036__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,211.0,20.106825191634584
OIL::oc-0037::oc-0037__obj_001,oc-0037,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0037__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,81.0,8.29934005818834
OIL::oc-0037::oc-0037__obj_002,oc-0037,oc,1,CONFIRMED_OIL,calibration,data/external/dartis/processed/verifier_positive/oc/oc-0037__obj_002.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,112.0,11.083578585406409
OIL::oc-0038::oc-0038__obj_001,oc-0038,oc,1,CONFIRMED_OIL,train,data/external/dartis/processed/verifier_positive/oc/oc-0038__obj_001.png,data/metadata/dartis_positive_verifier_crops.csv,1,224.0,224.0,202.0,27.40969288834366
