sample_id,group,image_path,image_sha256,water_decision,safe_water_fraction,uncertain_fraction,oil_analysis_executed,candidate_count,accepted_candidate_count,scene_false_alarm,status,error
nc:nc-0099-01-000023__hard_02__x0_y0,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0099-01-000023__hard_02__x0_y0.png,5117f518f6821c01d62c1a2dfbd64f6d99bc3b72b170826841ffbee3ec177267,ACCEPT_WATER,0.43777901785714285,0.10925542091836735,True,6,6,True,OK,
nc:nc-0345-04-000066,nc,data/external/dartis/cache/nc-0345-04-000066.jpg,7752ae16c752db64bdc6f55f8e9f97e6cb6b83a8beb81fd01f4ae25a226be8c9,UNCERTAIN_BLOCK,0.152685546875,0.5175634765625,False,0,0,False,OK,
nc:nc-0087-01-000011,nc,data/derived/v06_water_masks/land/nc/nc-0087-01-000011.png,fc31e73dcc65e5a4c732d63e7f9b5a48a0d4445de5b5b8432543728a3213b797,ACCEPT_WATER,0.81396484375,0.024921875,True,1,1,True,OK,
nc:nc-0202-02-000042__hard_02__x0_y0,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0202-02-000042__hard_02__x0_y0.png,7f9f4084e83082e9a26e2a209dfa62d4be7efa8dfaf987756ab6c147e4e9046b,ACCEPT_WATER,0.9774194834183674,0.022580516581632654,True,0,0,False,OK,
nc:nc-0072-00-000072,nc,data/derived/v06_water_masks_homography/land/nc/nc-0072-00-000072.png,333734d89fa33670d1f77c85af35d16d7b493c3474fb99ef59e78e5dd3017bdb,ACCEPT_WATER,0.35257568359375,0.0127978515625,True,1,1,True,OK,
nc:nc-0283-04-000004__easy_01__x416_y0,nc,data/external/dartis/processed/verifier_negative/train/nc/easy/nc-0283-04-000004__easy_01__x416_y0.png,c71bd98b5725d4ea652d59fd68921289d7f2840092373581583afcbe7266b04e,UNCERTAIN_BLOCK,0.03260522959183673,0.12165178571428571,False,0,0,False,OK,
nc:nc-0172-02-000012,nc,data/external/dartis/cache/nc-0172-02-000012.jpg,2b6385bc4a034a5185703456abc947f0728ae5d58a48db1f38419cd18a74a8a7,UNCERTAIN_BLOCK,0.1808837890625,0.4899267578125,False,0,0,False,OK,
nc:nc-0069-00-000069,nc,data/derived/v06_water_masks_homography/land/nc/nc-0069-00-000069.png,9c1f5ad2f1a420022aaf6c31d99aad4fec3eea5d1c89b6294a1967cb0b12d4ed,ACCEPT_WATER,0.47889404296875,0.03594482421875,True,1,1,True,OK,
nc:nc-0183-02-000023__easy_01__x112_y416,nc,data/external/dartis/processed/verifier_negative/train/nc/easy/nc-0183-02-000023__easy_01__x112_y416.png,e4de0c6578f8d6175c4e046bcc696038e1ca3aed0b516182cb2fc0d951c4c0b5,UNCERTAIN_BLOCK,0.03659119897959184,0.0758529974489796,False,0,0,False,OK,
nc:nc-0055-00-000055__easy_01__x224_y224,nc,data/external/dartis/processed/verifier_negative/train/nc/easy/nc-0055-00-000055__easy_01__x224_y224.png,5647d00188d2fb6594ab779d6403f8bede4dad4bbbdcd5d9f3b53ad5ea2625cc,ACCEPT_WATER,0.9292889030612245,0.04713408801020408,True,0,0,False,OK,
nc:nc-0319-04-000040,nc,data/external/dartis/raw/nc/nc-0319-04-000040.jpg,4ea7de4c3b4aab68785a54456e20269ea6388da258d453ec2ef9d5b4732b04e5,ACCEPT_WATER,0.39893798828125,0.15345703125,True,0,0,False,OK,
nc:nc-0200-02-000040,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0200-02-000040.png,6fbf6b627b5b2612f037843bd50551887520a6d612d7ee72cf59b59d517fcbed,ACCEPT_WATER,0.423408203125,0.0188818359375,True,1,1,True,OK,
nc:nc-0012-00-000012,nc,data/derived/v06_water_masks/safe_water/nc/nc-0012-00-000012.png,89b8bd3202330a5da875ccb2136caafa37cce6bec0d643923ab6c66579c831c3,UNCERTAIN_BLOCK,0.0361767578125,0.06520751953125,False,0,0,False,OK,
nc:nc-0083-01-000007__hard_01__x112_y0,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0083-01-000007__hard_01__x112_y0.png,8fb9ed96e81af7ac70a28ca8d52ab481fd4b288edaf9f2453eae48b96f8dcc74,ACCEPT_WATER,0.7062340561224489,0.041135204081632654,True,2,1,True,OK,
nc:nc-0234-02-000074,nc,data/derived/v06_water_masks_homography/land/nc/nc-0234-02-000074.png,60b5a0f7e924b9de0c2a1a74c868516da4e8efadb03d9620ea1f03ebdf9199b2,ACCEPT_WATER,0.35883544921875,0.01036865234375,True,1,1,True,OK,
nc:nc-0124-01-000048,nc,data/derived/v06_water_masks_homography/land/nc/nc-0124-01-000048.png,87fffec1983507d384bfa42f629ab7e02c58d103ea7349b4506578d1e94ec368,ACCEPT_WATER,0.42424072265625,0.01872314453125,True,1,1,True,OK,
nc:nc-0280-04-000001,nc,data/external/dartis/cache/nc-0280-04-000001.jpg,63c046e6d09ee9e6d3587c691f0812252074a5b30858ad77fcc3c16f8b05b2a6,ACCEPT_WATER,0.52416259765625,0.0731005859375,True,5,5,True,OK,
nc:nc-0265-03-000030,nc,data/external/dartis/cache/nc-0265-03-000030.jpg,fb7601e9b8696a6c250a5206f46e5c379fd4149a5c37046e9d5afd50ac5f8bb6,UNCERTAIN_BLOCK,0.00014404296875,0.18739501953125,False,0,0,False,OK,
nc:nc-0231-02-000071,nc,data/derived/v06_water_masks/land/nc/nc-0231-02-000071.png,c3c31d137d5a3efb60c2d24b5192be7c437c098a3c11cc61b4d83c5747b66976,ACCEPT_WATER,0.9268017578125,0.0134033203125,True,1,1,True,OK,
nc:nc-0178-02-000018,nc,data/external/dartis/cache/nc-0178-02-000018.jpg,38ba164183a81dd7a6d5daf1edd8a6d673e545c2ef1499a2351c1ac40262ce4b,ACCEPT_WATER,0.6167138671875,0.018046875,True,5,5,True,OK,
nc:nc-0115-01-000039,nc,data/external/dartis/cache/nc-0115-01-000039.jpg,0413eae0c2d43d00d0f43237ea780858e7160dcf77f739cd4ee06e6a52625ab1,UNCERTAIN_BLOCK,0.19958251953125,0.37377197265625,False,0,0,False,OK,
nc:nc-0251-03-000016,nc,data/external/dartis/cache/nc-0251-03-000016.jpg,1d4e2b383ec0f80635f2a4f3e729ce43f0ee2e5128c803b2852b12922b4fa529,ACCEPT_WATER,0.56949462890625,0.02099609375,True,9,9,True,OK,
nc:nc-0102-01-000026,nc,data/external/dartis/cache/nc-0102-01-000026.jpg,3efa8ffdefcad7ab5407a2318d407351038ce9dbd51fcaf96382756d761f267f,ACCEPT_WATER,0.7701953125,0.05538818359375,True,9,9,True,OK,
nc:nc-0290-04-000011,nc,data/derived/v06_water_masks_homography/land/nc/nc-0290-04-000011.png,74f23364c7539097ec89ddcbd8626dff475961dab39ee5d5c00da0faf5d7ea9d,ACCEPT_WATER,0.74774658203125,0.02616455078125,True,1,1,True,OK,
nc:nc-0282-04-000003__hard_01__x336_y224,nc,data/external/dartis/processed/verifier_negative/validation/nc/hard/nc-0282-04-000003__hard_01__x336_y224.png,5ac5d868c0412733752b72a7234eb740df26ec545059f7c3829b1a3fbeb1a4eb,ACCEPT_WATER,0.4644052933673469,0.09713807397959184,True,9,9,True,OK,
nc:nc-0113-01-000037__easy_01__x224_y416,nc,data/external/dartis/processed/verifier_negative/train/nc/easy/nc-0113-01-000037__easy_01__x224_y416.png,d67792468505d613f585ecc2b26d3b4febdaffbd2a7326504f98fd141f5f6b84,ACCEPT_WATER,0.9773397640306123,0.022660235969387755,True,0,0,False,OK,
nc:nc-0195-02-000035__hard_01__x336_y0,nc,data/external/dartis/processed/verifier_negative/validation/nc/hard/nc-0195-02-000035__hard_01__x336_y0.png,d0d41538dd471220c5d7edbdb9bce85e756267f7970dcde544e2f44cd9adf652,ACCEPT_WATER,0.5925143494897959,0.031010841836734693,True,4,4,True,OK,
nc:nc-0152-01-000076,nc,data/derived/v06_water_masks/land/nc/nc-0152-01-000076.png,39c96b2b8c9409fb08ed7c482eb5eacfc0b2044a5f02b34e7f4e3644987f66e7,ACCEPT_WATER,0.67209228515625,0.02968017578125,True,1,1,True,OK,
nc:nc-0326-04-000047,nc,data/derived/v06_water_masks/safe_water/nc/nc-0326-04-000047.png,d9a46cc5f1d69fe16169c41ee1b51c8a3feaca9194661410c1d0ba6181a531a5,ACCEPT_WATER,0.0854443359375,0.067060546875,True,3,3,True,OK,
nc:nc-0257-03-000022__hard_01__x336_y416,nc,data/external/dartis/processed/verifier_negative/validation/nc/hard/nc-0257-03-000022__hard_01__x336_y416.png,f06efc19b60b619b4c6984cf424120a6ca58ab474c55c46e24c55a2aeea4fb8f,ACCEPT_WATER,0.0664859693877551,0.05428890306122449,True,1,1,True,OK,
nc:nc-0211-02-000051,nc,data/derived/v06_water_masks_homography/land/nc/nc-0211-02-000051.png,f18318014ef1acd345a1bc19b69ee7506a18e7ef70a50e42fea04fd5d175d949,ACCEPT_WATER,0.80622314453125,0.024736328125,True,1,1,True,OK,
nc:nc-0230-02-000070,nc,data/external/dartis/cache/nc-0230-02-000070.jpg,d2d0c482524e9451332d1efc262f0f05e210a5aef4ce90a5e50177700a1214b5,UNCERTAIN_BLOCK,0.00406005859375,0.167158203125,False,0,0,False,OK,
nc:nc-0168-02-000008,nc,data/external/dartis/cache/nc-0168-02-000008.jpg,0a4a081fc7e2127aa73c6c6185a934800e7d93ddb0610a1557a5cacb0a058e9b,ACCEPT_WATER,0.9837890625,0.0162109375,True,0,0,False,OK,
nc:nc-0145-01-000069,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0145-01-000069.png,dceb669cf00a449efe1332f9f2c678d455808e2239b3a47e57ca2a0c013a640c,UNCERTAIN_BLOCK,0.01162109375,0.06269775390625,False,0,0,False,OK,
nc:nc-0150-01-000074,nc,data/derived/v06_water_masks/land/nc/nc-0150-01-000074.png,00cdbafcbdce4bd882eb2462328b12d8f90f90615dccaee32fedda81664e6191,ACCEPT_WATER,0.59068603515625,0.05655029296875,True,1,1,True,OK,
nc:nc-0314-04-000035,nc,data/derived/v06_water_masks/land/nc/nc-0314-04-000035.png,4da758b910b73d894b39988aebca8766b0e91bbc5f4e98a623a67551b2d0affe,ACCEPT_WATER,0.9018115234375,0.0104052734375,True,1,1,True,OK,
nc:nc-0213-02-000053,nc,data/derived/v06_water_masks_homography/land/nc/nc-0213-02-000053.png,a53b186245d19f2eedc55bfe9c0c08df217e3c9542b073301e7959c63a795be2,ACCEPT_WATER,0.79170654296875,0.02366943359375,True,1,1,True,OK,
nc:nc-0046-00-000046,nc,data/derived/v06_water_masks_homography/safe_water/nc/nc-0046-00-000046.png,03ffaf23a1c504e305ab2abcad9da34ee91a9ab93149801303ab368bf599c0d1,ACCEPT_WATER,0.9673046875,0.01512939453125,True,1,1,True,OK,
nc:nc-0187-02-000027,nc,data/derived/v06_water_masks/safe_water/nc/nc-0187-02-000027.png,37a1ccb0bb877a4399b4c1ed45b8b3fbe10af64d09106cebdb8d135bc8734d04,UNCERTAIN_BLOCK,0.00087646484375,0.0836669921875,False,0,0,False,OK,
nc:nc-0328-04-000049__hard_02__x224_y0,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0328-04-000049__hard_02__x224_y0.png,20df49daaa29a2dbf1f4a43ccffd2107adcad08e032dc02ec831f6da5724108d,ACCEPT_WATER,0.4291294642857143,0.16818797831632654,True,11,11,True,OK,
nc:nc-0052-00-000052__easy_01__x416_y416,nc,data/external/dartis/processed/verifier_negative/validation/nc/easy/nc-0052-00-000052__easy_01__x416_y416.png,9f3abb61b8542480c76c899c50cd1e39e1accf3b628e1cf032b4f3ab08437537,ACCEPT_WATER,0.9715401785714286,0.028459821428571428,True,0,0,False,OK,
nc:nc-0032-00-000032,nc,data/annotation/v06_dartis_water_active_batch/images/nc__nc-0032-00-000032.png,8232a43e99bb26b29ea5dd764817521394423adf79e05705ddf1c974739d62b1,UNCERTAIN_BLOCK,0.5009384155273438,0.2765083312988281,False,0,0,False,OK,
nc:nc-0023-00-000023,nc,data/derived/v06_water_masks/land/nc/nc-0023-00-000023.png,f377970f7f7bb0c151ab67eb197f62983f1359d568a0d110ba313443f831ee2d,ACCEPT_WATER,0.7246337890625,0.02415771484375,True,1,1,True,OK,
nc:nc-0286-04-000007__hard_01__x416_y112,nc,data/external/dartis/processed/verifier_negative/train/nc/hard/nc-0286-04-000007__hard_01__x416_y112.png,a56a529277ef718db85ddd74e60fc2cc4638d801ce543073528fc3e338067edf,UNCERTAIN_BLOCK,0.00835060586734694,0.14726163903061223,False,0,0,False,OK,
