candidate_id,label,label_source,sample_id,group,split_role,source_image_path,crop_path,component_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,area_pixels,area_percent_total,verifier_probability,verifier_threshold,safe_water_fraction,uncertain_fraction
nc-0295-04-000016:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0295-04-000016,nc,calibration,data/external/dartis/raw/nc/nc-0295-04-000016.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0295-04-000016__candidate_01.png,1,228,1,306,618,200,0,333,640,15189,3.7082519531249996,0.9906392097473145,0.17347800436047464,0.5595458984375,0.051904296875
nc-0297-04-000018:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0297-04-000018,nc,locked_test,data/external/dartis/raw/nc/nc-0297-04-000018.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0297-04-000018__candidate_06.png,6,395,93,428,120,364,58,460,154,352,0.0859375,1.0,0.17347800436047464,0.678564453125,0.17513671875
nc-0297-04-000018:07,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0297-04-000018,nc,locked_test,data/external/dartis/raw/nc/nc-0297-04-000018.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0297-04-000018__candidate_07.png,7,178,155,211,176,146,118,242,214,314,0.07666015625,1.0,0.17347800436047464,0.678564453125,0.17513671875
nc-0297-04-000018:08,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0297-04-000018,nc,locked_test,data/external/dartis/raw/nc/nc-0297-04-000018.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0297-04-000018__candidate_08.png,8,376,138,397,164,338,103,434,199,259,0.063232421875,1.0,0.17347800436047464,0.678564453125,0.17513671875
nc-0297-04-000018:10,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0297-04-000018,nc,locked_test,data/external/dartis/raw/nc/nc-0297-04-000018.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0297-04-000018__candidate_10.png,10,219,155,245,176,184,118,280,214,231,0.056396484375,1.0,0.17347800436047464,0.678564453125,0.17513671875
nc-0184-02-000024:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0184-02-000024,nc,locked_test,data/external/dartis/raw/nc/nc-0184-02-000024.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0184-02-000024__candidate_03.png,3,15,24,36,71,0,0,96,96,465,0.11352539062500001,0.9999998807907104,0.17347800436047464,0.8905322265625,0.07371826171875
nc-0297-04-000018:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0297-04-000018,nc,locked_test,data/external/dartis/raw/nc/nc-0297-04-000018.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0297-04-000018__candidate_04.png,4,364,72,407,138,338,49,434,161,723,0.176513671875,0.9999998807907104,0.17347800436047464,0.678564453125,0.17513671875
nc-0066-00-000066:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0066-00-000066,nc,locked_test,data/external/dartis/raw/nc/nc-0066-00-000066.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0066-00-000066__candidate_02.png,2,544,575,559,606,504,542,600,638,246,0.06005859375,0.9999997615814209,0.17347800436047464,0.6100146484375,0.03546630859375
nc-0066-00-000066:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0066-00-000066,nc,locked_test,data/external/dartis/raw/nc/nc-0066-00-000066.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0066-00-000066__candidate_01.png,1,44,328,105,418,22,296,126,449,685,0.167236328125,0.9999996423721313,0.17347800436047464,0.6100146484375,0.03546630859375
nc-0116-01-000040:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0116-01-000040,nc,locked_test,data/external/dartis/raw/nc/nc-0116-01-000040.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0116-01-000040__candidate_04.png,4,233,160,253,185,195,124,291,220,293,0.071533203125,0.9999992847442627,0.17347800436047464,0.65471435546875,0.01969970703125
nc-0184-02-000024:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0184-02-000024,nc,locked_test,data/external/dartis/raw/nc/nc-0184-02-000024.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0184-02-000024__candidate_02.png,2,22,251,53,354,0,215,96,390,1630,0.39794921875,0.9999991655349731,0.17347800436047464,0.8905322265625,0.07371826171875
nc-0286-04-000007:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0286-04-000007,nc,locked_test,data/external/dartis/raw/nc/nc-0286-04-000007.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0286-04-000007__candidate_02.png,2,369,2,404,63,338,0,434,104,412,0.1005859375,0.9999974966049194,0.17347800436047464,0.89118408203125,0.09043212890625
nc-0116-01-000040:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0116-01-000040,nc,locked_test,data/external/dartis/raw/nc/nc-0116-01-000040.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0116-01-000040__candidate_06.png,6,519,392,546,441,484,368,580,464,221,0.053955078125,0.9999963045120239,0.17347800436047464,0.65471435546875,0.01969970703125
nc-0116-01-000040:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0116-01-000040,nc,locked_test,data/external/dartis/raw/nc/nc-0116-01-000040.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0116-01-000040__candidate_05.png,5,306,118,329,144,270,83,366,179,251,0.06127929687499999,0.9999960660934448,0.17347800436047464,0.65471435546875,0.01969970703125
nc-0116-01-000040:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0116-01-000040,nc,locked_test,data/external/dartis/raw/nc/nc-0116-01-000040.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0116-01-000040__candidate_03.png,3,519,316,537,364,480,292,576,388,323,0.078857421875,0.9999947547912598,0.17347800436047464,0.65471435546875,0.01969970703125
nc-0287-04-000008:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0287-04-000008,nc,locked_test,data/external/dartis/raw/nc/nc-0287-04-000008.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0287-04-000008__candidate_02.png,2,529,370,595,424,506,349,618,445,496,0.12109375,0.9999791383743286,0.17347800436047464,0.22998046875,0.1016455078125
nc-0017-00-000017:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0017-00-000017,nc,locked_test,data/external/dartis/raw/nc/nc-0017-00-000017.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0017-00-000017__candidate_01.png,1,262,524,276,568,221,498,317,594,234,0.05712890625,0.9999772310256958,0.17347800436047464,0.9126513671875,0.04289794921875
nc-0066-00-000066:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0066-00-000066,nc,locked_test,data/external/dartis/raw/nc/nc-0066-00-000066.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0066-00-000066__candidate_03.png,3,335,397,368,424,304,362,400,458,208,0.05078125,0.9999696016311646,0.17347800436047464,0.6100146484375,0.03546630859375
nc-0286-04-000007:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0286-04-000007,nc,locked_test,data/external/dartis/raw/nc/nc-0286-04-000007.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0286-04-000007__candidate_04.png,4,445,231,507,239,424,187,529,283,209,0.051025390625,0.9999591112136841,0.17347800436047464,0.89118408203125,0.09043212890625
nc-0286-04-000007:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0286-04-000007,nc,locked_test,data/external/dartis/raw/nc/nc-0286-04-000007.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0286-04-000007__candidate_03.png,3,354,7,381,41,320,0,416,96,262,0.06396484375,0.9999223947525024,0.17347800436047464,0.89118408203125,0.09043212890625
nc-0116-01-000040:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0116-01-000040,nc,locked_test,data/external/dartis/raw/nc/nc-0116-01-000040.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0116-01-000040__candidate_02.png,2,520,466,538,592,481,422,577,636,548,0.1337890625,0.9999138116836548,0.17347800436047464,0.65471435546875,0.01969970703125
nc-0184-02-000024:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0184-02-000024,nc,locked_test,data/external/dartis/raw/nc/nc-0184-02-000024.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0184-02-000024__candidate_01.png,1,29,404,105,640,2,239,131,640,5642,1.37744140625,0.9983561635017395,0.17347800436047464,0.8905322265625,0.07371826171875
nc-0287-04-000008:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0287-04-000008,nc,locked_test,data/external/dartis/raw/nc/nc-0287-04-000008.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0287-04-000008__candidate_03.png,3,176,630,233,639,156,544,253,640,329,0.080322265625,0.9981928467750549,0.17347800436047464,0.22998046875,0.1016455078125
nc-0286-04-000007:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0286-04-000007,nc,locked_test,data/external/dartis/raw/nc/nc-0286-04-000007.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0286-04-000007__candidate_01.png,1,509,227,632,263,431,197,640,293,810,0.19775390625,0.9912387728691101,0.17347800436047464,0.89118408203125,0.09043212890625
nc-0016-00-000016:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0016-00-000016,nc,locked_test,data/external/dartis/raw/nc/nc-0016-00-000016.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0016-00-000016__candidate_01.png,1,277,154,398,359,234,82,440,430,1908,0.46582031249999994,0.9742120504379272,0.17347800436047464,0.73180419921875,0.0609716796875
nc-0287-04-000008:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0287-04-000008,nc,locked_test,data/external/dartis/raw/nc/nc-0287-04-000008.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0287-04-000008__candidate_01.png,1,444,232,601,318,373,202,640,348,5196,1.2685546875,0.49549221992492676,0.17347800436047464,0.22998046875,0.1016455078125
nc-0289-04-000010:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0289-04-000010,nc,train,data/external/dartis/raw/nc/nc-0289-04-000010.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0289-04-000010__candidate_02.png,2,128,132,173,170,102,103,198,199,832,0.203125,1.0,0.17347800436047464,0.34119384765625,0.06414794921875
nc-0289-04-000010:04,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0289-04-000010,nc,train,data/external/dartis/raw/nc/nc-0289-04-000010.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0289-04-000010__candidate_04.png,4,33,56,56,80,0,20,96,116,299,0.072998046875,1.0,0.17347800436047464,0.34119384765625,0.06414794921875
nc-0152-01-000076:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0152-01-000076,nc,train,data/external/dartis/raw/nc/nc-0152-01-000076.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0152-01-000076__candidate_06.png,6,237,272,302,305,214,240,324,336,979,0.23901367187499997,1.0,0.17347800436047464,0.64014892578125,0.011279296875
nc-0152-01-000076:10,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0152-01-000076,nc,train,data/external/dartis/raw/nc/nc-0152-01-000076.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0152-01-000076__candidate_10.png,10,441,629,479,640,412,544,508,640,246,0.06005859375,1.0,0.17347800436047464,0.64014892578125,0.011279296875
nc-0328-04-000049:02,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0328-04-000049,nc,train,data/external/dartis/raw/nc/nc-0328-04-000049.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0328-04-000049__candidate_02.png,2,556,102,611,130,536,68,632,164,867,0.211669921875,1.0,0.17347800436047464,0.673779296875,0.16056396484375
nc-0328-04-000049:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0328-04-000049,nc,train,data/external/dartis/raw/nc/nc-0328-04-000049.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0328-04-000049__candidate_05.png,5,370,84,415,107,344,48,440,144,404,0.0986328125,1.0,0.17347800436047464,0.673779296875,0.16056396484375
nc-0328-04-000049:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0328-04-000049,nc,train,data/external/dartis/raw/nc/nc-0328-04-000049.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0328-04-000049__candidate_06.png,6,230,58,262,74,198,18,294,114,293,0.071533203125,1.0,0.17347800436047464,0.673779296875,0.16056396484375
nc-0288-04-000009:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0288-04-000009,nc,train,data/external/dartis/raw/nc/nc-0288-04-000009.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0288-04-000009__candidate_05.png,5,1,357,44,422,0,334,96,444,1324,0.3232421875,1.0,0.17347800436047464,0.3428466796875,0.1111328125
nc-0288-04-000009:07,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0288-04-000009,nc,train,data/external/dartis/raw/nc/nc-0288-04-000009.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0288-04-000009__candidate_07.png,7,101,171,139,221,72,148,168,244,557,0.135986328125,1.0,0.17347800436047464,0.3428466796875,0.1111328125
nc-0288-04-000009:09,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0288-04-000009,nc,train,data/external/dartis/raw/nc/nc-0288-04-000009.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0288-04-000009__candidate_09.png,9,625,378,640,433,544,358,640,454,397,0.096923828125,1.0,0.17347800436047464,0.3428466796875,0.1111328125
nc-0288-04-000009:11,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0288-04-000009,nc,train,data/external/dartis/raw/nc/nc-0288-04-000009.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0288-04-000009__candidate_11.png,11,44,404,103,422,24,365,124,461,255,0.06225585937499999,1.0,0.17347800436047464,0.3428466796875,0.1111328125
nc-0129-01-000053:03,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0129-01-000053,nc,train,data/external/dartis/raw/nc/nc-0129-01-000053.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0129-01-000053__candidate_03.png,3,377,243,425,331,353,212,449,362,2055,0.501708984375,1.0,0.17347800436047464,0.46747314453125,0.048798828125
nc-0129-01-000053:14,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0129-01-000053,nc,train,data/external/dartis/raw/nc/nc-0129-01-000053.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0129-01-000053__candidate_14.png,14,522,313,548,342,487,280,583,376,366,0.08935546875,1.0,0.17347800436047464,0.46747314453125,0.048798828125
nc-0129-01-000053:17,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0129-01-000053,nc,train,data/external/dartis/raw/nc/nc-0129-01-000053.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0129-01-000053__candidate_17.png,17,171,275,206,288,140,234,236,330,273,0.066650390625,1.0,0.17347800436047464,0.46747314453125,0.048798828125
nc-0129-01-000053:18,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0129-01-000053,nc,train,data/external/dartis/raw/nc/nc-0129-01-000053.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0129-01-000053__candidate_18.png,18,180,261,223,287,154,226,250,322,217,0.052978515625,1.0,0.17347800436047464,0.46747314453125,0.048798828125
nc-0270-03-000035:01,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0270-03-000035,nc,train,data/external/dartis/raw/nc/nc-0270-03-000035.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0270-03-000035__candidate_01.png,1,463,627,506,638,436,544,532,640,226,0.05517578124999999,1.0,0.17347800436047464,0.13140625,0.167958984375
nc-0170-02-000010:05,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0170-02-000010,nc,train,data/external/dartis/raw/nc/nc-0170-02-000010.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0170-02-000010__candidate_05.png,5,31,547,84,605,10,526,106,625,1507,0.367919921875,1.0,0.17347800436047464,0.17598876953125,0.2175830078125
nc-0170-02-000010:06,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0170-02-000010,nc,train,data/external/dartis/raw/nc/nc-0170-02-000010.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0170-02-000010__candidate_06.png,6,63,603,120,640,43,544,140,640,1023,0.249755859375,1.0,0.17347800436047464,0.17598876953125,0.2175830078125
nc-0170-02-000010:07,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0170-02-000010,nc,train,data/external/dartis/raw/nc/nc-0170-02-000010.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0170-02-000010__candidate_07.png,7,149,520,187,580,120,499,216,601,894,0.21826171875,1.0,0.17347800436047464,0.17598876953125,0.2175830078125
nc-0170-02-000010:08,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0170-02-000010,nc,train,data/external/dartis/raw/nc/nc-0170-02-000010.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0170-02-000010__candidate_08.png,8,0,550,31,613,0,528,96,635,839,0.204833984375,1.0,0.17347800436047464,0.17598876953125,0.2175830078125
nc-0170-02-000010:09,LOOK_ALIKE,DARTIS_CANONICAL_NO_OIL_NC_NW,nc-0170-02-000010,nc,train,data/external/dartis/raw/nc/nc-0170-02-000010.jpg,data/mined/v07_canonical_lookalike_candidates/crops/nc-0170-02-000010__candidate_09.png,9,414,453,465,491,392,424,488,520,749,0.182861328125,1.0,0.17347800436047464,0.17598876953125,0.2175830078125
