sample_id,subset,oil_label,surface_context,image_path,image_width,image_height,land_mask_path,safe_water_mask_path,mask_source,coast_buffer_pixels,polygon_count,land_pixels,land_ratio,safe_water_pixels,safe_water_ratio,excluded_pixels,excluded_ratio,generation_status,eligible_for_training,locked_test_used
nc:nc-0017-00-000017,nc,0,coast,data/external/dartis/raw/nc/nc-0017-00-000017.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0017-00-000017.png,data/derived/v06_water_masks/safe_water/nc/nc-0017-00-000017.png,RESUMED_EXISTING,8,-1,15328,0.037421875,384448,0.93859375,25152,0.06140625,SUCCESS,True,False
nc:nc-0018-00-000018,nc,0,coast,data/external/dartis/raw/nc/nc-0018-00-000018.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0018-00-000018.png,data/derived/v06_water_masks/safe_water/nc/nc-0018-00-000018.png,RESUMED_EXISTING,8,-1,275437,0.67245361328125,126490,0.3088134765625,283110,0.6911865234375,SUCCESS,True,False
nc:nc-0019-00-000019,nc,0,coast,data/external/dartis/raw/nc/nc-0019-00-000019.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0019-00-000019.png,data/derived/v06_water_masks/safe_water/nc/nc-0019-00-000019.png,RESUMED_EXISTING,8,-1,110150,0.2689208984375,291185,0.71090087890625,118415,0.28909912109375,SUCCESS,True,False
nc:nc-0020-00-000020,nc,0,coast,data/external/dartis/raw/nc/nc-0020-00-000020.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0020-00-000020.png,data/derived/v06_water_masks/safe_water/nc/nc-0020-00-000020.png,RESUMED_EXISTING,8,-1,218620,0.533740234375,177821,0.43413330078125,231779,0.56586669921875,SUCCESS,True,False
nc:nc-0021-00-000021,nc,0,coast,data/external/dartis/raw/nc/nc-0021-00-000021.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0021-00-000021.png,data/derived/v06_water_masks/safe_water/nc/nc-0021-00-000021.png,RESUMED_EXISTING,8,-1,328344,0.80162109375,75028,0.183173828125,334572,0.816826171875,SUCCESS,True,False
nc:nc-0022-00-000022,nc,0,coast,data/external/dartis/raw/nc/nc-0022-00-000022.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0022-00-000022.png,data/derived/v06_water_masks/safe_water/nc/nc-0022-00-000022.png,RESUMED_EXISTING,8,-1,10749,0.02624267578125,387109,0.94509033203125,22491,0.05490966796875,SUCCESS,True,False
nc:nc-0023-00-000023,nc,0,coast,data/external/dartis/raw/nc/nc-0023-00-000023.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0023-00-000023.png,data/derived/v06_water_masks/safe_water/nc/nc-0023-00-000023.png,RESUMED_EXISTING,8,-1,99350,0.2425537109375,300890,0.7345947265625,108710,0.2654052734375,SUCCESS,True,False
nc:nc-0024-00-000024,nc,0,coast,data/external/dartis/raw/nc/nc-0024-00-000024.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0024-00-000024.png,data/derived/v06_water_masks/safe_water/nc/nc-0024-00-000024.png,RESUMED_EXISTING,8,-1,380818,0.9297314453125,23771,0.05803466796875,385829,0.94196533203125,SUCCESS,True,False
nc:nc-0025-00-000025,nc,0,coast,data/external/dartis/raw/nc/nc-0025-00-000025.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0025-00-000025.png,data/derived/v06_water_masks/safe_water/nc/nc-0025-00-000025.png,RESUMED_EXISTING,8,-1,166949,0.40759033203125,234875,0.57342529296875,174725,0.42657470703125,SUCCESS,True,False
nc:nc-0026-00-000026,nc,0,coast,data/external/dartis/raw/nc/nc-0026-00-000026.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0026-00-000026.png,data/derived/v06_water_masks/safe_water/nc/nc-0026-00-000026.png,RESUMED_EXISTING,8,-1,181880,0.44404296875,208508,0.509052734375,201092,0.490947265625,SUCCESS,True,False
nc:nc-0027-00-000027,nc,0,coast,data/external/dartis/raw/nc/nc-0027-00-000027.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0027-00-000027.png,data/derived/v06_water_masks/safe_water/nc/nc-0027-00-000027.png,RESUMED_EXISTING,8,-1,31775,0.07757568359375,373465,0.91177978515625,36135,0.08822021484375,SUCCESS,True,False
nc:nc-0028-00-000028,nc,0,coast,data/external/dartis/raw/nc/nc-0028-00-000028.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0028-00-000028.png,data/derived/v06_water_masks/safe_water/nc/nc-0028-00-000028.png,RESUMED_EXISTING,8,-1,708,0.001728515625,407774,0.9955419921875,1826,0.0044580078125,SUCCESS,True,False
nc:nc-0029-00-000029,nc,0,coast,data/external/dartis/raw/nc/nc-0029-00-000029.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0029-00-000029.png,data/derived/v06_water_masks/safe_water/nc/nc-0029-00-000029.png,RESUMED_EXISTING,8,-1,230850,0.5635986328125,166370,0.4061767578125,243230,0.5938232421875,SUCCESS,True,False
nc:nc-0030-00-000030,nc,0,coast,data/external/dartis/raw/nc/nc-0030-00-000030.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0030-00-000030.png,data/derived/v06_water_masks/safe_water/nc/nc-0030-00-000030.png,RESUMED_EXISTING,8,-1,38005,0.09278564453125,351135,0.85726318359375,58465,0.14273681640625,SUCCESS,True,False
nc:nc-0031-00-000031,nc,0,coast,data/external/dartis/raw/nc/nc-0031-00-000031.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0031-00-000031.png,data/derived/v06_water_masks/safe_water/nc/nc-0031-00-000031.png,RESUMED_EXISTING,8,-1,43398,0.1059521484375,358699,0.87572998046875,50901,0.12427001953125,SUCCESS,True,False
nc:nc-0032-00-000032,nc,0,coast,data/external/dartis/raw/nc/nc-0032-00-000032.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0032-00-000032.png,data/derived/v06_water_masks/safe_water/nc/nc-0032-00-000032.png,RESUMED_EXISTING,8,-1,112367,0.27433349609375,289217,0.70609619140625,120383,0.29390380859375,SUCCESS,True,False
nc:nc-0033-00-000033,nc,0,coast,data/external/dartis/raw/nc/nc-0033-00-000033.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0033-00-000033.png,data/derived/v06_water_masks/safe_water/nc/nc-0033-00-000033.png,RESUMED_EXISTING,8,-1,68284,0.166708984375,322883,0.78828857421875,86717,0.21171142578125,SUCCESS,True,False
nc:nc-0034-00-000034,nc,0,coast,data/external/dartis/raw/nc/nc-0034-00-000034.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0034-00-000034.png,data/derived/v06_water_masks/safe_water/nc/nc-0034-00-000034.png,RESUMED_EXISTING,8,-1,11174,0.0272802734375,388316,0.948037109375,21284,0.051962890625,SUCCESS,True,False
nc:nc-0035-00-000035,nc,0,coast,data/external/dartis/raw/nc/nc-0035-00-000035.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0035-00-000035.png,data/derived/v06_water_masks/safe_water/nc/nc-0035-00-000035.png,RESUMED_EXISTING,8,-1,13932,0.034013671875,383134,0.9353857421875,26466,0.0646142578125,SUCCESS,True,False
nc:nc-0036-00-000036,nc,0,coast,data/external/dartis/raw/nc/nc-0036-00-000036.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0036-00-000036.png,data/derived/v06_water_masks/safe_water/nc/nc-0036-00-000036.png,RESUMED_EXISTING,8,-1,210557,0.51405517578125,190601,0.46533447265625,218999,0.53466552734375,SUCCESS,True,False
nc:nc-0037-00-000037,nc,0,coast,data/external/dartis/raw/nc/nc-0037-00-000037.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0037-00-000037.png,data/derived/v06_water_masks/safe_water/nc/nc-0037-00-000037.png,RESUMED_EXISTING,8,-1,271078,0.6618115234375,123971,0.30266357421875,285629,0.69733642578125,SUCCESS,True,False
nc:nc-0038-00-000038,nc,0,coast,data/external/dartis/raw/nc/nc-0038-00-000038.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0038-00-000038.png,data/derived/v06_water_masks/safe_water/nc/nc-0038-00-000038.png,RESUMED_EXISTING,8,-1,378807,0.92482177734375,24941,0.06089111328125,384659,0.93910888671875,SUCCESS,True,False
nc:nc-0039-00-000039,nc,0,coast,data/external/dartis/raw/nc/nc-0039-00-000039.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0039-00-000039.png,data/derived/v06_water_masks/safe_water/nc/nc-0039-00-000039.png,RESUMED_EXISTING,8,-1,8072,0.01970703125,399251,0.97473388671875,10349,0.02526611328125,SUCCESS,True,False
nc:nc-0040-00-000040,nc,0,coast,data/external/dartis/raw/nc/nc-0040-00-000040.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0040-00-000040.png,data/derived/v06_water_masks/safe_water/nc/nc-0040-00-000040.png,RESUMED_EXISTING,8,-1,79387,0.19381591796875,320024,0.78130859375,89576,0.21869140625,SUCCESS,True,False
nc:nc-0041-00-000041,nc,0,coast,data/external/dartis/raw/nc/nc-0041-00-000041.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0041-00-000041.png,data/derived/v06_water_masks/safe_water/nc/nc-0041-00-000041.png,RESUMED_EXISTING,8,-1,332632,0.81208984375,71004,0.173349609375,338596,0.826650390625,SUCCESS,True,False
nc:nc-0042-00-000042,nc,0,coast,data/external/dartis/raw/nc/nc-0042-00-000042.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0042-00-000042.png,data/derived/v06_water_masks/safe_water/nc/nc-0042-00-000042.png,RESUMED_EXISTING,8,-1,87236,0.212978515625,316155,0.77186279296875,93445,0.22813720703125,SUCCESS,True,False
nc:nc-0043-00-000043,nc,0,coast,data/external/dartis/raw/nc/nc-0043-00-000043.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0043-00-000043.png,data/derived/v06_water_masks/safe_water/nc/nc-0043-00-000043.png,RESUMED_EXISTING,8,-1,26832,0.0655078125,377850,0.9224853515625,31750,0.0775146484375,SUCCESS,True,False
nc:nc-0044-00-000044,nc,0,coast,data/external/dartis/raw/nc/nc-0044-00-000044.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0044-00-000044.png,data/derived/v06_water_masks/safe_water/nc/nc-0044-00-000044.png,RESUMED_EXISTING,8,-1,32663,0.07974365234375,371952,0.9080859375,37648,0.0919140625,SUCCESS,True,False
nc:nc-0045-00-000045,nc,0,coast,data/external/dartis/raw/nc/nc-0045-00-000045.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0045-00-000045.png,data/derived/v06_water_masks/safe_water/nc/nc-0045-00-000045.png,RESUMED_EXISTING,8,-1,843,0.00205810546875,405351,0.98962646484375,4249,0.01037353515625,SUCCESS,True,False
nc:nc-0046-00-000046,nc,0,coast,data/external/dartis/raw/nc/nc-0046-00-000046.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0046-00-000046.png,data/derived/v06_water_masks/safe_water/nc/nc-0046-00-000046.png,RESUMED_EXISTING,8,-1,401219,0.97953857421875,6307,0.01539794921875,403293,0.98460205078125,SUCCESS,True,False
nc:nc-0047-00-000047,nc,0,coast,data/external/dartis/raw/nc/nc-0047-00-000047.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0047-00-000047.png,data/derived/v06_water_masks/safe_water/nc/nc-0047-00-000047.png,RESUMED_EXISTING,8,-1,59379,0.14496826171875,333262,0.8136279296875,76338,0.1863720703125,SUCCESS,True,False
nc:nc-0048-00-000048,nc,0,coast,data/external/dartis/raw/nc/nc-0048-00-000048.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0048-00-000048.png,data/derived/v06_water_masks/safe_water/nc/nc-0048-00-000048.png,RESUMED_EXISTING,8,-1,20751,0.05066162109375,366278,0.8942333984375,43322,0.1057666015625,SUCCESS,True,False
nc:nc-0049-00-000049,nc,0,coast,data/external/dartis/raw/nc/nc-0049-00-000049.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0049-00-000049.png,data/derived/v06_water_masks/safe_water/nc/nc-0049-00-000049.png,RESUMED_EXISTING,8,-1,11776,0.02875,381056,0.9303125,28544,0.0696875,SUCCESS,True,False
nc:nc-0050-00-000050,nc,0,coast,data/external/dartis/raw/nc/nc-0050-00-000050.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0050-00-000050.png,data/derived/v06_water_masks/safe_water/nc/nc-0050-00-000050.png,RESUMED_EXISTING,8,-1,108895,0.26585693359375,269378,0.6576611328125,140222,0.3423388671875,SUCCESS,True,False
nc:nc-0051-00-000051,nc,0,coast,data/external/dartis/raw/nc/nc-0051-00-000051.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0051-00-000051.png,data/derived/v06_water_masks/safe_water/nc/nc-0051-00-000051.png,RESUMED_EXISTING,8,-1,260700,0.636474609375,140658,0.3434033203125,268942,0.6565966796875,SUCCESS,True,False
nc:nc-0052-00-000052,nc,0,coast,data/external/dartis/raw/nc/nc-0052-00-000052.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0052-00-000052.png,data/derived/v06_water_masks/safe_water/nc/nc-0052-00-000052.png,RESUMED_EXISTING,8,-1,293055,0.71546630859375,109863,0.26822021484375,299737,0.73177978515625,SUCCESS,True,False
nc:nc-0053-00-000053,nc,0,coast,data/external/dartis/raw/nc/nc-0053-00-000053.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0053-00-000053.png,data/derived/v06_water_masks/safe_water/nc/nc-0053-00-000053.png,RESUMED_EXISTING,8,-1,230726,0.5632958984375,171653,0.41907470703125,237947,0.58092529296875,SUCCESS,True,False
nc:nc-0054-00-000054,nc,0,coast,data/external/dartis/raw/nc/nc-0054-00-000054.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0054-00-000054.png,data/derived/v06_water_masks/safe_water/nc/nc-0054-00-000054.png,RESUMED_EXISTING,8,-1,126753,0.30945556640625,274255,0.66956787109375,135345,0.33043212890625,SUCCESS,True,False
nc:nc-0055-00-000055,nc,0,coast,data/external/dartis/raw/nc/nc-0055-00-000055.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0055-00-000055.png,data/derived/v06_water_masks/safe_water/nc/nc-0055-00-000055.png,RESUMED_EXISTING,8,-1,110701,0.27026611328125,290971,0.71037841796875,118629,0.28962158203125,SUCCESS,True,False
nc:nc-0056-00-000056,nc,0,coast,data/external/dartis/raw/nc/nc-0056-00-000056.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0056-00-000056.png,data/derived/v06_water_masks/safe_water/nc/nc-0056-00-000056.png,RESUMED_EXISTING,8,-1,322809,0.78810791015625,79706,0.1945947265625,329894,0.8054052734375,SUCCESS,True,False
nc:nc-0057-00-000057,nc,0,coast,data/external/dartis/raw/nc/nc-0057-00-000057.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0057-00-000057.png,data/derived/v06_water_masks/safe_water/nc/nc-0057-00-000057.png,RESUMED_EXISTING,8,-1,65179,0.15912841796875,332784,0.8124609375,76816,0.1875390625,SUCCESS,True,False
nc:nc-0058-00-000058,nc,0,coast,data/external/dartis/raw/nc/nc-0058-00-000058.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0058-00-000058.png,data/derived/v06_water_masks/safe_water/nc/nc-0058-00-000058.png,RESUMED_EXISTING,8,-1,300287,0.73312255859375,101556,0.247939453125,308044,0.752060546875,SUCCESS,True,False
nc:nc-0059-00-000059,nc,0,coast,data/external/dartis/raw/nc/nc-0059-00-000059.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0059-00-000059.png,data/derived/v06_water_masks/safe_water/nc/nc-0059-00-000059.png,RESUMED_EXISTING,8,-1,163558,0.3993115234375,237593,0.58006103515625,172007,0.41993896484375,SUCCESS,True,False
nc:nc-0060-00-000060,nc,0,coast,data/external/dartis/raw/nc/nc-0060-00-000060.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0060-00-000060.png,data/derived/v06_water_masks/safe_water/nc/nc-0060-00-000060.png,RESUMED_EXISTING,8,-1,127412,0.311064453125,272874,0.6661962890625,136726,0.3338037109375,SUCCESS,True,False
nc:nc-0061-00-000061,nc,0,coast,data/external/dartis/raw/nc/nc-0061-00-000061.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0061-00-000061.png,data/derived/v06_water_masks/safe_water/nc/nc-0061-00-000061.png,RESUMED_EXISTING,8,-1,89134,0.2176123046875,312795,0.76365966796875,96805,0.23634033203125,SUCCESS,True,False
nc:nc-0062-00-000062,nc,0,coast,data/external/dartis/raw/nc/nc-0062-00-000062.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0062-00-000062.png,data/derived/v06_water_masks/safe_water/nc/nc-0062-00-000062.png,RESUMED_EXISTING,8,-1,247572,0.604423828125,153553,0.37488525390625,256047,0.62511474609375,SUCCESS,True,False
nc:nc-0063-00-000063,nc,0,coast,data/external/dartis/raw/nc/nc-0063-00-000063.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0063-00-000063.png,data/derived/v06_water_masks/safe_water/nc/nc-0063-00-000063.png,RESUMED_EXISTING,8,-1,145886,0.3561669921875,254158,0.6205029296875,155442,0.3794970703125,SUCCESS,True,False
nc:nc-0064-00-000064,nc,0,coast,data/external/dartis/raw/nc/nc-0064-00-000064.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0064-00-000064.png,data/derived/v06_water_masks/safe_water/nc/nc-0064-00-000064.png,RESUMED_EXISTING,8,-1,48473,0.11834228515625,353457,0.86293212890625,56143,0.13706787109375,SUCCESS,True,False
nc:nc-0065-00-000065,nc,0,coast,data/external/dartis/raw/nc/nc-0065-00-000065.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0065-00-000065.png,data/derived/v06_water_masks/safe_water/nc/nc-0065-00-000065.png,RESUMED_EXISTING,8,-1,8435,0.02059326171875,391233,0.95515869140625,18367,0.04484130859375,SUCCESS,True,False
nc:nc-0066-00-000066,nc,0,coast,data/external/dartis/raw/nc/nc-0066-00-000066.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0066-00-000066.png,data/derived/v06_water_masks/safe_water/nc/nc-0066-00-000066.png,RESUMED_EXISTING,8,-1,172420,0.420947265625,209586,0.5116845703125,200014,0.4883154296875,SUCCESS,True,False
nc:nc-0067-00-000067,nc,0,coast,data/external/dartis/raw/nc/nc-0067-00-000067.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0067-00-000067.png,data/derived/v06_water_masks/safe_water/nc/nc-0067-00-000067.png,RESUMED_EXISTING,8,-1,241348,0.589228515625,156822,0.3828662109375,252778,0.6171337890625,SUCCESS,True,False
nc:nc-0068-00-000068,nc,0,coast,data/external/dartis/raw/nc/nc-0068-00-000068.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0068-00-000068.png,data/derived/v06_water_masks/safe_water/nc/nc-0068-00-000068.png,RESUMED_EXISTING,8,-1,374273,0.91375244140625,31348,0.076533203125,378252,0.923466796875,SUCCESS,True,False
nc:nc-0069-00-000069,nc,0,coast,data/external/dartis/raw/nc/nc-0069-00-000069.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0069-00-000069.png,data/derived/v06_water_masks/safe_water/nc/nc-0069-00-000069.png,RESUMED_EXISTING,8,-1,196180,0.478955078125,203877,0.49774658203125,205723,0.50225341796875,SUCCESS,True,False
nc:nc-0070-00-000070,nc,0,coast,data/external/dartis/raw/nc/nc-0070-00-000070.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0070-00-000070.png,data/derived/v06_water_masks/safe_water/nc/nc-0070-00-000070.png,RESUMED_EXISTING,8,-1,58448,0.1426953125,341703,0.83423583984375,67897,0.16576416015625,SUCCESS,True,False
nc:nc-0071-00-000071,nc,0,coast,data/external/dartis/raw/nc/nc-0071-00-000071.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0071-00-000071.png,data/derived/v06_water_masks/safe_water/nc/nc-0071-00-000071.png,RESUMED_EXISTING,8,-1,100192,0.244609375,302287,0.73800537109375,107313,0.26199462890625,SUCCESS,True,False
nc:nc-0072-00-000072,nc,0,coast,data/external/dartis/raw/nc/nc-0072-00-000072.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0072-00-000072.png,data/derived/v06_water_masks/safe_water/nc/nc-0072-00-000072.png,RESUMED_EXISTING,8,-1,257700,0.629150390625,145349,0.35485595703125,264251,0.64514404296875,SUCCESS,True,False
nc:nc-0073-00-000073,nc,0,coast,data/external/dartis/raw/nc/nc-0073-00-000073.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0073-00-000073.png,data/derived/v06_water_masks/safe_water/nc/nc-0073-00-000073.png,RESUMED_EXISTING,8,-1,40430,0.0987060546875,363912,0.88845703125,45688,0.11154296875,SUCCESS,True,False
nc:nc-0074-00-000074,nc,0,coast,data/external/dartis/raw/nc/nc-0074-00-000074.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0074-00-000074.png,data/derived/v06_water_masks/safe_water/nc/nc-0074-00-000074.png,RESUMED_EXISTING,8,-1,46826,0.1143212890625,357773,0.87346923828125,51827,0.12653076171875,SUCCESS,True,False
nc:nc-0075-00-000075,nc,0,coast,data/external/dartis/raw/nc/nc-0075-00-000075.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0075-00-000075.png,data/derived/v06_water_masks/safe_water/nc/nc-0075-00-000075.png,RESUMED_EXISTING,8,-1,312935,0.76400146484375,90669,0.22135986328125,318931,0.77864013671875,SUCCESS,True,False
nc:nc-0076-00-000076,nc,0,coast,data/external/dartis/raw/nc/nc-0076-00-000076.jpg,640,640,data/derived/v06_water_masks/land/nc/nc-0076-00-000076.png,data/derived/v06_water_masks/safe_water/nc/nc-0076-00-000076.png,RESUMED_EXISTING,8,-1,24459,0.05971435546875,377775,0.92230224609375,31825,0.07769775390625,SUCCESS,True,False
